probability,move,scenario_no,loss,move_no
[0.11641654],6,5,[2.9770348],1
[0.1146982],6,14,[2.951239],2
[0.11474767],6,3,[2.896573],3
[0.11700352],6,9,[2.9165442],4
[0.11411168],6,17,[2.966261],5
[0.1125528],6,18,[2.9582608],6
[0.11136243],6,8,[2.9785538],7
[0.12088233],6,1,[2.9079792],8
[0.11498476],6,5,[2.9763763],9
[0.1131225],6,17,[2.9658754],10
[0.10969892],6,4,[2.9820352],11
[0.10926788],6,13,[2.9694626],12
[0.10907864],6,13,[2.9694023],13
[0.10888832],6,13,[2.9693143],14
[0.11771605],6,11,[2.9664526],15
[0.11219499],6,3,[2.8935914],16
[0.11920863],6,7,[2.8971343],17
[0.11156719],6,14,[2.9497504],18
[0.11134646],6,3,[2.8928478],19
[0.11096801],6,14,[2.9495807],20
[0.10921591],6,18,[2.9574301],21
[0.11038085],6,10,[2.9350061],22
[0.11715247],6,1,[2.90653],23
[0.1098542],6,14,[2.9491372],24
[0.10958386],6,14,[2.9489994],25
[0.10972457],7,13,[2.9686065],26
[0.1069262],7,8,[2.978252],27
[0.11158357],6,15,[2.973521],28
[0.11001618],6,5,[2.9758935],29
[0.10835098],7,12,[2.9449933],30
[0.10836376],7,12,[2.9449081],31
[0.10767415],6,17,[2.9649177],32
[0.11005002],7,4,[2.9817815],33
[0.10766209],7,3,[2.8903897],34
[0.10829715],7,12,[2.9443579],35
[0.10701666],7,8,[2.9781117],36
[0.10991056],7,4,[2.9817038],37
[0.10624654],6,17,[2.964617],38
[0.10840327],7,5,[2.975677],39
[0.10691416],6,2,[2.978138],40
[0.10962071],7,13,[2.968157],41
[0.11240827],6,7,[2.895485],42
[0.10619526],6,2,[2.9780467],43
[0.1079709],7,14,[2.9474752],44
[0.108791],3,3,[2.8887625],45
[0.10699297],7,18,[2.9570532],46
[0.10941194],6,16,[2.940215],47
[0.10891154],6,11,[2.9661074],48
[0.10695759],6,6,[2.8905895],49
[0.10580611],7,17,[2.964048],50
[0.10658859],6,15,[2.973109],51
[0.10874668],3,9,[2.915621],52
[0.10918925],6,11,[2.9659483],53
[0.11047017],7,4,[2.9814804],54
[0.10692347],6,15,[2.97302],55
[0.10696095],6,15,[2.9729712],56
[0.1103103],7,4,[2.9814377],57
[0.10640417],7,2,[2.9777381],58
[0.10635445],7,2,[2.9777033],59
[0.11102789],6,7,[2.8948197],60
[0.10895947],3,9,[2.9151173],61
[0.10680252],6,15,[2.972628],62
[0.10683431],7,2,[2.9775257],63
[0.10732936],6,6,[2.890216],64
[0.10676551],6,15,[2.9724581],65
[0.10831053],7,10,[2.935854],66
[0.10705133],7,2,[2.977349],67
[0.10833193],7,10,[2.9357038],68
[0.10808875],3,19,[2.9572253],69
[0.10973766],3,3,[2.8878143],70
[0.10697694],7,2,[2.977175],71
[0.10820117],7,10,[2.9351475],72
[0.10891154],3,9,[2.9141939],73
[0.10606262],3,17,[2.9638147],74
[0.10897924],7,12,[2.9436285],75
[0.11119701],6,7,[2.8942933],76
[0.10861024],3,19,[2.9570825],77
[0.1109294],6,7,[2.8939734],78
[0.11038222],3,3,[2.8871713],79
[0.10678626],6,15,[2.9720466],80
[0.1090895],7,10,[2.9341059],81
[0.10897356],7,8,[2.978037],82
[0.10879359],6,16,[2.941311],83
[0.11213221],7,13,[2.9682217],84
[0.10976257],7,10,[2.9336243],85
[0.1083326],6,16,[2.941186],86
[0.10788017],7,17,[2.963712],87
[0.10759057],7,15,[2.9719024],88
[0.10965886],3,19,[2.956872],89
[0.10923814],6,1,[2.9101443],90
[0.11009556],7,10,[2.932814],91
[0.10817616],3,16,[2.940634],92
[0.11138301],7,5,[2.975752],93
[0.11135721],3,3,[2.8861983],94
[0.109363],7,18,[2.9577534],95
[0.10986184],3,19,[2.9565887],96
[0.11258271],7,4,[2.9813697],97
[0.10984869],7,10,[2.9319768],98
[0.11201172],3,3,[2.8855433],99
