probability,move,scenario_no,loss,move_no
[0.15749748],18,10,[2.9446108],1
[0.13616775],18,1,[2.9335968],2
[0.17175813],10,9,[2.967688],3
[0.21619129],10,5,[2.9753454],4
[0.24586774],10,2,[2.9687555],5
[0.25428194],10,11,[2.975264],6
[0.25462112],10,13,[2.9742587],7
[0.26343748],1,5,[2.9550755],8
[0.26922545],1,5,[2.9429765],9
[0.27523527],1,18,[2.9574137],10
[0.2518485],1,19,[2.9736545],11
[0.23561229],1,2,[2.920689],12
[0.21815614],1,1,[2.7806795],13
[0.24540915],1,11,[2.9544308],14
[0.26808318],1,12,[2.99071],15
[0.29237494],1,6,[2.9900963],16
[0.30691668],1,15,[2.9941604],17
[0.33535007],1,1,[2.6650543],18
[0.3872216],1,11,[2.9426618],19
[0.43366614],1,10,[2.9471068],20
[0.47435305],1,6,[2.9955423],21
[0.50077826],1,19,[2.9806933],22
[0.5338194],1,9,[2.9713633],23
[0.53582966],1,19,[2.9797282],24
[0.5549724],1,11,[2.920755],25
[0.53497565],1,12,[2.9982302],26
[0.52455086],1,9,[2.9710462],27
[0.5139498],1,17,[3.002706],28
[0.46626127],1,5,[2.92898],29
[0.46308413],1,18,[2.9727094],30
[0.4134828],1,7,[3.0004563],31
[0.3781351],1,13,[2.9774163],32
[0.3537248],1,7,[2.9991736],33
[0.3181092],1,14,[2.9992387],34
[0.30837822],1,16,[2.9969573],35
[0.289643],1,4,[2.9959927],36
[0.27032128],1,4,[2.995479],37
[0.26606086],1,1,[2.7339509],38
[0.2632599],1,9,[2.9347658],39
[0.29178032],1,17,[2.9974844],40
[0.3063588],1,17,[2.9974828],41
[0.3141642],1,16,[2.9959495],42
[0.31577566],1,12,[2.9856486],43
[0.36095777],1,1,[2.6398914],44
[0.37869784],1,11,[2.8524804],45
[0.41888526],1,8,[3.000779],46
[0.42238647],1,10,[2.9572053],47
[0.46275777],1,11,[2.847735],48
[0.46513286],1,18,[2.9703996],49
[0.44714984],1,12,[2.9877458],50
[0.43070495],1,5,[2.934229],51
[0.4452922],1,18,[2.9696312],52
[0.41098973],1,15,[2.9989085],53
[0.39463854],1,9,[2.9329946],54
[0.38092995],1,12,[2.979886],55
[0.3585416],1,15,[2.9977658],56
[0.359632],1,11,[2.7278404],57
[0.31032896],1,12,[2.9696565],58
[0.33569604],11,17,[2.9983513],59
[0.36813208],11,8,[3.0009477],60
[0.38951868],11,3,[3.0006058],61
[0.40450045],11,9,[2.9137506],62
[0.4086417],11,6,[2.9958873],63
[0.4327918],11,2,[2.981785],64
[0.40833133],11,19,[2.984784],65
[0.40945673],11,7,[3.0001469],66
[0.40328035],11,3,[3.0000677],67
[0.38811448],11,7,[2.9994447],68
[0.43750665],11,1,[2.848125],69
[0.35971504],11,18,[2.9454727],70
[0.39142382],11,1,[2.8288405],71
[0.31009266],11,8,[2.9986348],72
[0.26396203],11,10,[2.957013],73
[0.23042844],11,5,[2.924305],74
[0.28246891],1,1,[2.7182546],75
[0.2516453],1,10,[2.9468296],76
[0.2772527],1,9,[2.8276129],77
[0.30498558],1,19,[2.9766366],78
[0.37866002],1,11,[2.8620667],79
[0.33837736],1,14,[2.999571],80
[0.3668707],1,10,[2.9300413],81
[0.38358006],1,3,[2.9992716],82
[0.33756584],1,9,[2.7878752],83
[0.35022837],1,13,[2.992229],84
[0.36432078],1,17,[2.9986737],85
[0.32002714],1,4,[2.9985552],86
[0.33399683],9,5,[2.9221516],87
[0.32748753],9,10,[2.8742566],88
[0.35236984],9,14,[3.0001528],89
[0.36174172],9,6,[2.9960575],90
[0.3415633],9,7,[2.9992068],91
[0.3240809],9,17,[2.9978259],92
[0.32400188],9,10,[2.7493176],93
[0.30469665],9,7,[2.9992385],94
[0.36689115],10,19,[2.9776173],95
[0.3759314],10,9,[2.7203403],96
[0.416363],10,7,[3.0008237],97
[0.42422765],10,15,[3.0018709],98
[0.41247708],10,5,[2.932096],99
[0.4782759],10,10,[2.5263767],100
[0.49842384],10,19,[2.9820304],101
[0.53936017],10,16,[3.0050607],102
[0.5289456],10,11,[2.9651508],103
[0.5794549],10,4,[3.0055394],104
[0.5554193],10,11,[2.9597807],105
[0.5788766],10,18,[2.990164],106
[0.49969763],10,11,[2.9316683],107
[0.58412176],10,14,[3.0063808],108
[0.5758221],10,16,[3.0056946],109
[0.5208594],10,16,[3.0037417],110
[0.4594391],10,16,[3.0019178],111
[0.32786575],10,12,[2.9926314],112
[0.5616973],10,10,[2.4444861],113
[0.3137078],10,1,[2.6897643],114
[0.4227709],10,13,[2.9954073],115
[0.41733846],10,18,[2.9823167],116
[0.45333585],10,17,[3.0005827],117
[0.3628526],10,12,[2.993519],118
[0.5456741],10,6,[3.002368],119
[0.34692204],10,12,[2.9929523],120
[0.44178677],10,17,[3.0004349],121
[0.42042705],10,4,[3.000779],122
[0.4489239],10,14,[3.0020182],123
[0.36269742],10,4,[2.9999933],124
[0.37849775],10,7,[2.999797],125
[0.6884295],10,19,[2.9887602],126
[0.39134425],1,17,[2.9984128],127
[0.42793378],1,12,[2.989721],128
[0.42044136],1,17,[2.9975984],129
[0.37976807],1,3,[3.00062],130
[0.30531955],1,6,[2.9952226],131
[0.33419687],1,15,[2.998029],132
[0.543628],10,19,[2.967993],133
[0.59256595],1,11,[2.884065],134
[0.26809564],1,13,[2.9858062],135
[0.22065678],10,14,[2.9969811],136
[0.60844696],1,1,[2.399447],137
[0.507113],1,11,[2.823822],138
