probability,move,scenario_no,loss,move_no
[0.1340996],17,14,[2.970033],1
[0.13014385],17,6,[2.918604],2
[0.13201398],17,5,[2.9760952],3
[0.13372616],17,2,[2.9688148],4
[0.13216826],17,14,[2.9646425],5
[0.13109908],17,16,[2.9033816],6
[0.13018456],17,8,[2.960462],7
[0.12807564],17,7,[2.9569888],8
[0.12759472],17,13,[2.954639],9
[0.12480132],17,3,[2.9416556],10
[0.12508763],17,12,[2.9670248],11
[0.12083952],17,7,[2.9537096],12
[0.12046025],17,4,[2.9604654],13
[0.1181889],17,12,[2.965095],14
[0.11723261],17,19,[2.9620998],15
[0.11235439],17,5,[2.970585],16
[0.11097962],17,12,[2.9625046],17
[0.10980886],16,6,[2.8971694],18
[0.11008245],16,15,[2.9618464],19
[0.10998807],16,1,[2.9787326],20
[0.10928248],16,3,[2.9340334],21
[0.1097621],16,1,[2.9782107],22
[0.11018671],16,7,[2.944947],23
[0.10926946],16,17,[2.8993824],24
[0.10896061],16,16,[2.888437],25
[0.11176093],16,14,[2.9558334],26
[0.11250654],16,10,[2.969243],27
[0.11233664],16,16,[2.8850803],28
[0.11582291],16,14,[2.9546587],29
[0.1162854],16,13,[2.9482527],30
[0.11728089],16,18,[2.9648967],31
[0.11877095],16,2,[2.961446],32
[0.12048047],16,19,[2.9587502],33
[0.121242],16,13,[2.946631],34
[0.12191297],16,1,[2.9757438],35
[0.1225007],16,13,[2.944934],36
[0.12049551],16,9,[2.945419],37
[0.1237538],16,7,[2.9407127],38
[0.12382183],16,7,[2.9401536],39
[0.12498277],16,4,[2.9576764],40
[0.12068488],16,9,[2.9445486],41
[0.12326649],16,17,[2.9000137],42
[0.12404454],16,10,[2.969638],43
[0.12250227],16,2,[2.9588645],44
[0.12190755],16,18,[2.9613748],45
[0.12238172],16,17,[2.8978589],46
[0.12178674],16,1,[2.9739523],47
[0.12189216],16,17,[2.8951256],48
[0.12174959],16,17,[2.8928394],49
[0.12189846],16,7,[2.9344358],50
[0.12084566],16,13,[2.9385414],51
[0.1184457],16,9,[2.9412324],52
[0.12225037],16,4,[2.9570103],53
[0.12004864],16,2,[2.9565558],54
[0.12036629],16,11,[2.9667656],55
[0.11862675],16,13,[2.936643],56
[0.12047797],17,10,[2.9679143],57
[0.1184561],17,13,[2.9347897],58
[0.12045042],17,9,[2.9387448],59
[0.12104319],17,9,[2.9380176],60
[0.12103021],17,12,[2.9597042],61
[0.11928465],17,3,[2.9368849],62
[0.12031227],17,13,[2.9285336],63
[0.12193138],17,9,[2.93405],64
[0.11919529],17,3,[2.935133],65
[0.12141097],17,1,[2.9738026],66
[0.12283053],17,11,[2.964855],67
[0.1209965],17,9,[2.9295485],68
[0.12042492],17,2,[2.9568083],69
[0.11906005],17,12,[2.9572327],70
[0.11851883],17,1,[2.9730585],71
[0.11773025],17,1,[2.972697],72
[0.12046072],17,19,[2.9605138],73
[0.1157],17,5,[2.9735024],74
[0.11516137],17,1,[2.971137],75
[0.11416831],17,4,[2.9556603],76
[0.11337662],17,1,[2.9698706],77
[0.11531127],17,17,[2.8820891],78
[0.11470431],17,11,[2.9594007],79
[0.1143182],17,14,[2.955603],80
[0.11406358],17,2,[2.9548352],81
[0.11383462],17,5,[2.9727614],82
[0.11409906],17,1,[2.9662247],83
[0.11508054],17,11,[2.9564164],84
[0.11218697],17,3,[2.9284122],85
[0.11683846],17,18,[2.9621902],86
[0.11325002],17,6,[2.926502],87
[0.11235192],17,1,[2.963218],88
[0.11162968],17,12,[2.9527843],89
[0.11331537],17,10,[2.967396],90
[0.11281474],17,15,[2.968957],91
[0.1110058],17,6,[2.9264998],92
[0.11189453],17,15,[2.9684148],93
[0.10951745],17,1,[2.9601314],94
[0.10908961],17,1,[2.959479],95
[0.11134636],17,8,[2.9713798],96
[0.10730733],17,13,[2.9205217],97
[0.10960548],17,16,[2.911166],98
[0.1067665],17,3,[2.9263763],99
[0.10991821],17,8,[2.9705923],100
[0.10676565],17,4,[2.9551742],101
[0.10930223],17,8,[2.9698074],102
[0.10721957],17,6,[2.9225683],103
