probability,move,scenario_no,loss,move_no
[0.2281726],10,18,[2.963044],1
[0.22054687],10,17,[2.9689217],2
[0.22290447],10,18,[2.9591138],3
[0.21448353],10,11,[2.9464016],4
[0.2112071],10,11,[2.9444828],5
[0.20894955],10,12,[2.9498842],6
[0.20614925],10,6,[2.9682014],7
[0.19958769],10,16,[2.9392197],8
[0.20247512],10,5,[2.93191],9
[0.20126227],10,8,[2.9478378],10
[0.19241764],10,10,[2.805353],11
[0.19432017],10,7,[2.9803028],12
[0.19717963],10,6,[2.9650552],13
[0.19780831],10,17,[2.9604657],14
[0.20381835],10,9,[2.9672427],15
[0.20109597],10,12,[2.943613],16
[0.20059268],10,17,[2.9593985],17
[0.19858056],10,16,[2.933119],18
[0.20337802],10,15,[2.9560537],19
[0.20425679],10,19,[2.9780614],20
[0.20750518],10,8,[2.9448354],21
[0.20188938],10,12,[2.9403918],22
[0.20500462],10,9,[2.9656138],23
[0.20249042],10,4,[2.956665],24
[0.20304608],10,5,[2.9258854],25
[0.20213535],10,5,[2.925144],26
[0.19985251],10,4,[2.9556215],27
[0.19336975],10,16,[2.9282675],28
[0.19768514],10,13,[2.9515285],29
[0.19325683],10,2,[2.9915392],30
[0.19658789],10,9,[2.9635756],31
[0.19260576],10,15,[2.9537184],32
[0.19370523],10,9,[2.9627714],33
[0.19133757],10,5,[2.9178646],34
[0.18672667],10,3,[2.9510808],35
[0.18899679],10,9,[2.9611742],36
[0.18813688],10,18,[2.9462154],37
[0.1837239],10,4,[2.9517283],38
[0.18201303],10,4,[2.9511971],39
[0.17832054],10,7,[2.9792874],40
[0.17750482],10,1,[2.972006],41
[0.174884],10,2,[2.9911432],42
[0.17266248],10,17,[2.954315],43
[0.17338963],10,15,[2.9504347],44
[0.17469354],10,18,[2.9428024],45
[0.16848767],10,7,[2.9784975],46
[0.16914777],10,19,[2.9775565],47
[0.17099705],10,8,[2.9430332],48
[0.16386029],10,2,[2.9906697],49
[0.16485278],10,19,[2.9771175],50
[0.16189034],10,1,[2.9705012],51
[0.16233794],10,19,[2.976589],52
[0.16057448],10,4,[2.9446957],53
[0.15931502],10,4,[2.9440148],54
[0.15549329],10,17,[2.9519649],55
[0.15227233],10,16,[2.922604],56
[0.1544813],10,12,[2.9380887],57
[0.1528136],10,3,[2.950339],58
[0.15102263],10,6,[2.9605005],59
[0.152872],10,14,[2.9599683],60
[0.14799096],10,2,[2.9897814],61
[0.14993177],10,9,[2.9543412],62
[0.14779393],10,10,[2.849699],63
[0.14970867],10,9,[2.9537215],64
[0.14626627],10,17,[2.9492326],65
[0.15057673],10,10,[2.8469272],66
[0.15426874],10,18,[2.9380324],67
[0.15271972],10,1,[2.968604],68
[0.15445817],10,1,[2.9684734],69
[0.1594213],10,18,[2.937065],70
[0.16041023],10,14,[2.9588244],71
[0.16101584],10,10,[2.8365414],72
[0.16426367],10,14,[2.9582171],73
[0.16673045],10,10,[2.8308604],74
[0.16716784],10,2,[2.989656],75
[0.17384958],10,5,[2.9188914],76
[0.17542507],10,12,[2.9371686],77
[0.17733458],10,7,[2.9783938],78
[0.18046427],10,1,[2.96758],79
[0.18572922],10,18,[2.934564],80
[0.18664244],10,5,[2.918655],81
[0.18842027],10,19,[2.9754722],82
[0.18956223],10,19,[2.9753878],83
[0.18842748],10,3,[2.9521713],84
[0.1912788],10,19,[2.9749088],85
[0.18495242],10,16,[2.928051],86
[0.19144413],10,5,[2.9150736],87
[0.18504083],10,16,[2.9272366],88
