probability,move,scenario_no,loss,move_no
[0.13034278],15,11,[2.96149],1
[0.13083254],12,19,[2.9420524],2
[0.1282909],15,12,[2.8727906],3
[0.1297029],12,18,[2.9553936],4
[0.13717145],12,9,[2.9778967],5
[0.13461679],12,18,[2.953618],6
[0.13587618],12,8,[2.973692],7
[0.13672763],12,11,[2.9552696],8
[0.14036493],12,14,[2.9448562],9
[0.14096378],12,4,[2.9683485],10
[0.1382986],12,3,[2.9570858],11
[0.13922848],12,3,[2.956672],12
[0.14086469],12,15,[2.8821018],13
[0.14428489],12,18,[2.9471073],14
[0.14646958],12,13,[2.9789484],15
[0.14673863],12,13,[2.978799],16
[0.14143498],12,3,[2.9542503],17
[0.14702144],12,2,[2.9101899],18
[0.14234273],12,6,[2.946634],19
[0.14142022],12,3,[2.9526248],20
[0.14360866],12,11,[2.9499717],21
[0.14339511],12,11,[2.9495409],22
[0.14780824],12,10,[2.9779515],23
[0.14825524],12,1,[2.9841852],24
[0.14262299],12,12,[2.8550258],25
[0.14411785],12,5,[2.9663591],26
[0.14511624],12,5,[2.9661846],27
[0.14594598],12,5,[2.9658005],28
[0.14618827],12,11,[2.9458218],29
[0.14676051],12,11,[2.9451106],30
[0.14763594],12,5,[2.9643059],31
[0.15068339],12,13,[2.9773667],32
[0.14816763],12,5,[2.9631062],33
[0.15455522],12,9,[2.9754333],34
[0.15395044],12,19,[2.9323754],35
[0.15315482],12,1,[2.983288],36
[0.1460289],12,15,[2.8813198],37
[0.14850456],12,18,[2.9412692],38
[0.14553994],12,17,[2.9735496],39
[0.15121989],12,10,[2.976807],40
[0.15282916],12,9,[2.9743788],41
[0.14776544],12,14,[2.9424424],42
[0.1436333],12,15,[2.8777592],43
[0.14487292],12,8,[2.9704514],44
[0.14377072],12,7,[2.962312],45
[0.1475708],12,10,[2.9760647],46
[0.14277163],12,5,[2.956891],47
[0.14173675],12,11,[2.937057],48
[0.14420255],12,2,[2.912024],49
[0.14298388],12,13,[2.9757864],50
[0.14350522],12,10,[2.9751427],51
[0.14134972],12,13,[2.9754565],52
[0.13596486],12,3,[2.94903],53
[0.13724601],12,5,[2.9546275],54
[0.13628314],12,11,[2.9345708],55
[0.13435817],12,6,[2.9486928],56
[0.14073247],12,9,[2.9720833],57
[0.13479663],12,4,[2.9672494],58
[0.13353524],12,12,[2.8640463],59
[0.1347581],12,18,[2.9392164],60
[0.1375326],12,2,[2.909964],61
[0.13859294],12,10,[2.9732332],62
[0.14025486],12,19,[2.9326184],63
[0.13536416],12,8,[2.9693825],64
[0.13378398],12,17,[2.9723175],65
[0.13551863],12,5,[2.9519026],66
[0.13939662],12,1,[2.9823723],67
[0.14121257],12,9,[2.9709249],68
[0.13506614],12,11,[2.930439],69
[0.1355779],12,18,[2.9370162],70
[0.13524537],12,18,[2.9364052],71
[0.13487579],12,18,[2.9354036],72
[0.13690908],12,2,[2.9073772],73
[0.13703623],12,1,[2.981831],74
[0.1318634],12,6,[2.9480126],75
[0.13073151],12,17,[2.9713728],76
[0.13152419],12,7,[2.963633],77
[0.13007954],12,15,[2.8814125],78
[0.13374981],12,2,[2.9043856],79
[0.12828147],12,17,[2.9706488],80
[0.12800786],12,16,[2.9534183],81
[0.12737615],12,15,[2.8791368],82
[0.12931995],12,14,[2.9457908],83
[0.12532538],12,17,[2.9695237],84
[0.12581566],12,7,[2.962907],85
[0.12532999],12,5,[2.950392],86
[0.12786546],12,10,[2.9723709],87
