probability,move,scenario_no,loss,move_no
[0.1495908],15,3,[2.955031],1
[0.15061529],15,18,[2.9645553],2
[0.14980067],15,1,[2.9157884],3
[0.14530468],15,8,[2.9624949],4
[0.14325806],15,7,[2.9631038],5
[0.13827421],15,4,[2.9629686],6
[0.1359495],15,17,[2.9762545],7
[0.13143311],15,9,[2.971888],8
[0.1291907],15,14,[2.9598155],9
[0.12557875],15,18,[2.945688],10
[0.12078696],15,17,[2.971873],11
[0.12002672],1,6,[2.9387004],12
[0.12027869],1,18,[2.93785],13
[0.12205987],1,6,[2.933509],14
[0.12236404],1,6,[2.9293482],15
[0.12093601],1,2,[2.9782796],16
[0.12155527],1,11,[2.966692],17
[0.11914504],1,7,[2.9474127],18
[0.11984323],1,19,[2.9660597],19
[0.11921626],1,9,[2.9614336],20
[0.1170942],1,19,[2.9635942],21
[0.11438248],1,7,[2.9415207],22
[0.11300904],1,10,[2.9841478],23
[0.11104355],1,16,[2.9586446],24
[0.10911611],1,16,[2.9575171],25
[0.10909571],6,9,[2.9550118],26
[0.10791956],6,18,[2.9137874],27
[0.10836527],6,15,[2.934468],28
[0.10918487],6,18,[2.909639],29
[0.11241363],6,9,[2.9499202],30
[0.10864295],6,15,[2.9325194],31
[0.11199385],6,9,[2.9466684],32
[0.10990458],6,3,[2.9296827],33
[0.10585639],6,13,[2.9646144],34
[0.10959584],6,10,[2.9820046],35
[0.10852368],6,16,[2.9459817],36
[0.10785779],6,16,[2.9443276],37
[0.10783766],6,3,[2.9249716],38
[0.10479735],18,7,[2.9255474],39
[0.10623531],6,12,[2.9848998],40
[0.10631928],6,6,[2.8911319],41
[0.108904],6,10,[2.9801729],42
[0.11041429],6,16,[2.932352],43
[0.11103581],6,18,[2.892972],44
[0.1169044],6,9,[2.9279852],45
[0.11207294],6,4,[2.9636252],46
[0.11913569],6,9,[2.924307],47
[0.11575352],6,1,[2.926156],48
[0.11593933],6,11,[2.970017],49
[0.11585871],6,15,[2.9263682],50
[0.11839227],6,10,[2.9779568],51
[0.11820135],6,6,[2.8793743],52
[0.12162293],6,9,[2.9093776],53
[0.12088679],6,15,[2.9231136],54
[0.12311711],6,1,[2.9257395],55
[0.12463098],6,1,[2.9243474],56
[0.12593576],6,8,[2.961478],57
[0.12634633],6,8,[2.9611316],58
[0.13005802],6,9,[2.8921962],59
[0.1291801],6,12,[2.9852943],60
[0.12664881],6,2,[2.9833367],61
[0.12582074],6,16,[2.91885],62
[0.12233676],6,4,[2.9647593],63
[0.12387408],6,2,[2.9829204],64
[0.12581846],9,2,[2.9824529],65
[0.12869906],9,5,[2.9854581],66
[0.13017756],9,3,[2.9257019],67
[0.13334562],9,19,[2.9694798],68
[0.1341339],9,2,[2.9798312],69
[0.13383487],9,12,[2.9839296],70
[0.13644022],9,2,[2.9780447],71
[0.1364659],9,5,[2.9846067],72
