probability,move,scenario_no,loss,move_no
[0.11117343],19,16,[2.892966],1
[0.11222348],19,14,[2.9323752],2
[0.11557578],16,1,[2.9777355],3
[0.11727356],16,18,[2.9443839],4
[0.11843894],16,8,[2.9798155],5
[0.12143771],16,18,[2.9418669],6
[0.12467454],16,16,[2.8728101],7
[0.12670948],16,4,[2.9409046],8
[0.12903944],16,3,[2.9494467],9
[0.13291734],16,15,[2.9655902],10
[0.13574046],16,10,[2.9532554],11
[0.13801707],16,12,[2.9786367],12
[0.13812582],16,15,[2.9643755],13
[0.13884419],16,5,[2.9569151],14
[0.13789088],16,13,[2.9165502],15
[0.14199556],16,10,[2.9507923],16
[0.13908355],16,8,[2.9771144],17
[0.14293522],16,1,[2.9744697],18
[0.14070162],16,14,[2.9161863],19
[0.14193745],16,4,[2.9335086],20
[0.14439456],16,12,[2.9768665],21
[0.14199711],16,9,[2.964881],22
[0.14208989],16,6,[2.960052],23
[0.14133011],16,9,[2.9642026],24
[0.1419668],16,15,[2.9602437],25
[0.14069982],16,19,[2.9150567],26
[0.1389458],16,18,[2.931427],27
[0.14047568],16,10,[2.945896],28
[0.13821946],16,6,[2.9583097],29
[0.1364538],16,17,[2.9749913],30
[0.13625309],16,19,[2.912166],31
[0.13469075],16,17,[2.9746747],32
[0.13545008],16,15,[2.9575276],33
[0.1319051],16,14,[2.9080453],34
[0.13301036],16,6,[2.9554925],35
[0.1307579],16,3,[2.9447334],36
[0.13135973],16,11,[2.9637363],37
[0.13029182],16,11,[2.9635303],38
[0.12933792],16,11,[2.9630075],39
[0.12729838],16,9,[2.960028],40
[0.1284407],16,2,[2.9558878],41
[0.12510099],16,7,[2.980742],42
[0.12428115],16,9,[2.9589527],43
[0.12492961],16,16,[2.8725514],44
[0.12593466],16,12,[2.9744213],45
[0.12414525],16,3,[2.9432793],46
[0.12705182],16,12,[2.974123],47
[0.1238199],16,14,[2.9019215],48
[0.12500529],16,4,[2.9330325],49
[0.12674221],16,15,[2.9532166],50
[0.1257448],16,19,[2.9068046],51
[0.12716408],16,16,[2.870321],52
[0.12660077],16,5,[2.960407],53
[0.12800589],16,5,[2.9602082],54
[0.13115138],16,12,[2.9724784],55
[0.13175572],16,15,[2.9513388],56
[0.13295239],16,10,[2.9447217],57
[0.13247277],16,19,[2.9022853],58
[0.13192451],16,4,[2.9309618],59
[0.13365096],16,6,[2.953945],60
[0.13494451],16,12,[2.9709659],61
[0.13505565],16,12,[2.9705567],62
[0.13406329],16,6,[2.9535336],63
[0.13081217],16,13,[2.9320686],64
[0.1328083],16,18,[2.9364572],65
[0.13233623],16,18,[2.936058],66
[0.13261631],16,6,[2.9517286],67
[0.13129772],16,9,[2.9587994],68
[0.13164216],16,11,[2.9593422],69
[0.1269163],16,13,[2.9307897],70
[0.12882914],16,9,[2.9576705],71
[0.12984338],16,1,[2.976427],72
[0.12894733],16,2,[2.9599895],73
[0.12844956],16,16,[2.869053],74
[0.12664515],16,5,[2.9574842],75
[0.13034713],16,16,[2.8671591],76
[0.1314895],16,12,[2.9664009],77
[0.13357584],16,12,[2.966157],78
[0.13555372],16,10,[2.9455764],79
[0.13512382],16,18,[2.9296236],80
[0.13613059],16,18,[2.9289644],81
[0.13805081],16,6,[2.9471884],82
[0.13707514],16,4,[2.9331045],83
[0.13877597],16,6,[2.946155],84
[0.13714445],16,3,[2.9488986],85
[0.14137277],16,16,[2.856164],86
[0.13792275],16,8,[2.9806223],87
[0.13949962],16,8,[2.980503],88
[0.14326474],16,9,[2.9542773],89
[0.1462507],16,7,[2.9838004],90
[0.14693911],16,15,[2.953375],91
[0.14559217],16,5,[2.9566379],92
[0.14577013],16,18,[2.9207938],93
[0.14489575],16,14,[2.917981],94
[0.14477403],16,14,[2.9172757],95
[0.14825307],16,15,[2.9527407],96
[0.14467219],16,3,[2.9485075],97
[0.14242567],16,13,[2.929591],98
[0.14329953],16,3,[2.9475474],99
[0.14368007],16,19,[2.911221],100
[0.14216845],16,18,[2.9149566],101
[0.1429272],16,10,[2.9477258],102
[0.13781503],16,13,[2.9280205],103
[0.13836506],16,3,[2.9440422],104
[0.1397312],16,11,[2.9638824],105
[0.13836399],16,10,[2.9470515],106
[0.13330433],16,13,[2.925116],107
[0.13772531],16,7,[2.984316],108
[0.13477169],16,12,[2.9640162],109
[0.13026801],16,13,[2.9216535],110
[0.1336534],16,11,[2.9636412],111
[0.1336556],16,15,[2.9510896],112
[0.12863779],16,8,[2.9800963],113
[0.1284568],16,3,[2.9375653],114
