probability,move,scenario_no,loss,move_no
[0.13847192],7,17,[2.9783323],1
[0.13836057],7,16,[2.9352524],2
[0.13568637],7,19,[2.9673233],3
[0.14012343],7,8,[2.966318],4
[0.13997361],7,8,[2.9661963],5
[0.13811703],7,9,[2.9719543],6
[0.13817051],7,5,[2.9374862],7
[0.13798971],7,5,[2.937293],8
[0.13760123],7,9,[2.9716983],9
[0.1374295],7,9,[2.971605],10
[0.13741538],7,7,[2.8601367],11
[0.13137352],7,12,[2.9203494],12
[0.14119421],7,4,[2.9108937],13
[0.13805646],7,9,[2.9713397],14
[0.14162192],7,4,[2.910626],15
[0.13452017],7,2,[2.929229],16
[0.13228998],7,12,[2.9198918],17
[0.135829],7,19,[2.9665294],18
[0.13244025],7,12,[2.9195898],19
[0.13778046],7,15,[2.9717126],20
[0.13654661],7,6,[2.9675074],21
[0.1302254],7,11,[2.9358146],22
[0.13898952],7,5,[2.9358525],23
[0.14048877],7,8,[2.9651132],24
[0.13895123],7,5,[2.9356914],25
[0.13997719],7,3,[2.9552026],26
[0.13479076],7,2,[2.9285898],27
[0.13756637],7,1,[2.9763372],28
[0.14200392],7,4,[2.9093473],29
[0.1322197],7,12,[2.9182558],30
[0.13553901],7,10,[2.940128],31
[0.12973146],7,11,[2.9355016],32
[0.13991226],7,8,[2.9648707],33
[0.13585044],7,6,[2.9672189],34
[0.14146484],7,4,[2.9089098],35
[0.13774814],7,17,[2.9777122],36
[0.13654009],7,18,[2.9018977],37
[0.13894515],7,3,[2.955023],38
[0.13463958],7,10,[2.9398856],39
[0.1373583],7,9,[2.9708812],40
[0.13326354],7,2,[2.9279962],41
[0.13703635],7,9,[2.9708421],42
[0.14028785],7,4,[2.9082625],43
[0.13834797],7,8,[2.9646437],44
[0.13618937],7,14,[2.9722152],45
[0.1365271],7,13,[2.9730198],46
[0.13509385],7,1,[2.9763098],47
[0.13592654],7,17,[2.9776506],48
[0.13559914],7,14,[2.9721365],49
[0.12730874],7,11,[2.935239],50
[0.13569638],7,9,[2.970614],51
[0.13587542],7,7,[2.8616748],52
[0.13584018],7,13,[2.9729242],53
[0.13454263],7,18,[2.9014044],54
[0.13564919],7,16,[2.9346423],55
[0.13569207],7,16,[2.9345973],56
[0.13572113],7,16,[2.9344833],57
[0.1330985],7,10,[2.939487],58
[0.13467048],7,18,[2.9011326],59
[0.13724963],7,3,[2.954949],60
[0.12968637],7,12,[2.9180202],61
[0.13595273],7,13,[2.972836],62
[0.13612889],7,7,[2.8614233],63
[0.13575055],7,17,[2.977564],64
[0.12986931],7,12,[2.9179263],65
[0.13385057],7,6,[2.9672592],66
[0.13493255],7,18,[2.900448],67
[0.13789226],7,8,[2.9646103],68
[0.1397617],7,4,[2.9078913],69
[0.13012399],7,12,[2.9175353],70
[0.13678226],7,7,[2.8607752],71
[0.13379143],7,19,[2.966858],72
[0.13634013],7,14,[2.9721036],73
[0.1345188],7,6,[2.967286],74
[0.13710341],7,5,[2.9359026],75
[0.13720185],7,5,[2.935873],76
[0.13092515],7,12,[2.916931],77
[0.13854747],7,3,[2.9549887],78
[0.13321854],7,2,[2.9285882],79
[0.13743104],7,13,[2.9727724],80
[0.13736093],7,5,[2.9355469],81
[0.13883229],7,8,[2.9646301],82
[0.13315691],7,2,[2.9283822],83
[0.13437279],7,19,[2.9668348],84
[0.13431677],7,19,[2.966804],85
[0.13410458],7,10,[2.9399986],86
[0.13660817],7,14,[2.9720492],87
[0.13282573],7,2,[2.9278631],88
[0.13700445],7,13,[2.9726624],89
[0.13635662],7,14,[2.9719827],90
[0.1372642],7,7,[2.860297],91
[0.13268505],7,2,[2.9273455],92
[0.13277772],7,2,[2.9271824],93
[0.13693438],7,9,[2.970823],94
[0.13858737],7,8,[2.9644067],95
[0.13861586],7,8,[2.964368],96
[0.13665691],7,14,[2.9717877],97
[0.13665962],7,14,[2.9717467],98
[0.130715],7,12,[2.9161625],99
[0.13460061],7,6,[2.9670763],100
[0.13403597],7,10,[2.9400728],101
[0.13765554],7,7,[2.859905],102
[0.135948],7,1,[2.9768808],103
[0.13093174],7,12,[2.9159122],104
[0.13496692],7,6,[2.9669633],105
[0.13330854],7,2,[2.9255157],106
[0.13752541],7,17,[2.9778109],107
[0.13462341],7,10,[2.9399338],108
[0.13341889],7,2,[2.9251652],109
[0.13625197],7,18,[2.9014149],110
[0.13917348],7,8,[2.9639297],111
[0.13328153],7,2,[2.9246929],112
[0.13735323],7,16,[2.9348478],113
[0.13459028],7,19,[2.966508],114
[0.13875167],7,3,[2.9554088],115
[0.13800098],7,7,[2.8595607],116
[0.1373151],7,17,[2.9777782],117
[0.13656753],7,15,[2.9729984],118
[0.13616724],7,18,[2.9012372],119
[0.13482815],7,19,[2.9664433],120
[0.13913485],7,3,[2.9553144],121
[0.13766146],7,17,[2.9777293],122
[0.14128597],7,4,[2.9100034],123
[0.13490431],7,19,[2.9663482],124
[0.13628368],7,18,[2.9007728],125
[0.13763377],7,9,[2.9709074],126
[0.13670574],7,15,[2.9729376],127
[0.13665317],7,15,[2.9729073],128
[0.13496308],7,6,[2.9667478],129
[0.13743073],7,17,[2.9776194],130
[0.13730967],7,16,[2.9348688],131
[0.13728018],7,9,[2.9708426],132
[0.13288915],7,2,[2.9233112],133
[0.13713227],7,5,[2.935907],134
[0.13703981],7,17,[2.9775174],135
[0.13687441],7,16,[2.9346423],136
[0.13837627],7,8,[2.9637444],137
[0.13584286],7,15,[2.9725986],138
[0.13522545],7,18,[2.8996997],139
[0.13008304],7,12,[2.9156742],140
[0.13495284],7,18,[2.899427],141
[0.12731242],7,11,[2.939249],142
[0.13167283],7,2,[2.9227085],143
[0.1314851],7,2,[2.9225972],144
[0.13562022],7,5,[2.9358127],145
[0.13496464],7,14,[2.9716072],146
[0.1347811],7,14,[2.9715893],147
[0.13502829],7,16,[2.9341867],148
[0.13486512],7,16,[2.934103],149
[0.13634054],7,3,[2.9553058],150
[0.12579367],7,11,[2.939196],151
[0.13470127],7,13,[2.9729555],152
[0.13439482],7,17,[2.9773185],153
[0.13337083],7,15,[2.9724305],154
[0.13764526],7,4,[2.9109554],155
[0.12763432],7,12,[2.9155521],156
[0.13092466],7,10,[2.94069],157
[0.13523927],7,8,[2.9636467],158
[0.13360187],7,5,[2.9355216],159
[0.1305623],7,10,[2.9405837],160
[0.13044022],7,10,[2.940485],161
[0.1367794],7,4,[2.9107957],162
[0.13305733],7,16,[2.9331684],163
[0.12865537],7,2,[2.921289],164
[0.12656933],7,12,[2.9153852],165
[0.13141468],7,1,[2.9775693],166
[0.12969175],7,10,[2.9397943],167
[0.13254409],7,9,[2.9707737],168
[0.135869],7,4,[2.910389],169
[0.13386655],7,3,[2.9553213],170
[0.13207476],7,5,[2.9353063],171
[0.13363533],7,3,[2.9552674],172
[0.13335936],7,8,[2.9636035],173
[0.13527597],7,4,[2.9099407],174
[0.1272739],7,2,[2.9209297],175
[0.12713808],7,2,[2.9208388],176
[0.1312658],7,16,[2.9327557],177
[0.13129304],7,9,[2.970684],178
[0.12240344],7,11,[2.9393365],179
[0.12964179],7,18,[2.8989298],180
[0.1342701],7,4,[2.9093482],181
[0.13052991],7,5,[2.9350612],182
[0.13190606],7,8,[2.9634821],183
[0.12402024],7,12,[2.9152234],184
[0.13004108],7,5,[2.934907],185
[0.13163635],7,3,[2.9549782],186
[0.12725708],7,6,[2.9670675],187
[0.12710345],7,6,[2.9670427],188
[0.12941761],7,5,[2.9345608],189
[0.12647828],7,10,[2.9390254],190
[0.12481367],7,2,[2.9196804],191
[0.12664804],7,19,[2.9668262],192
[0.12809308],7,15,[2.9727185],193
[0.13018046],7,8,[2.9632776],194
[0.13003197],7,8,[2.963233],195
[0.12835066],7,5,[2.9339082],196
[0.12211368],7,12,[2.9149454],197
[0.12825687],7,17,[2.9773862],198
[0.12943856],7,8,[2.962988],199
[0.1288654],7,7,[2.86867],200
[0.12807451],7,17,[2.977357],201
[0.12663049],7,1,[2.9778767],202
[0.12576614],7,19,[2.9667144],203
[0.12766969],7,14,[2.9716697],204
[0.12585463],7,19,[2.9666545],205
[0.12203824],7,12,[2.9145548],206
[0.12204552],7,12,[2.9144454],207
[0.12563163],7,6,[2.9665918],208
[0.12926763],7,7,[2.8682675],209
[0.12947392],7,7,[2.8680618],210
[0.1289146],7,17,[2.9772546],211
[0.12049188],7,11,[2.9400146],212
[0.13296802],7,4,[2.909374],213
[0.1310897],7,8,[2.9625669],214
[0.1300342],7,17,[2.97723],215
[0.13184316],7,3,[2.9550471],216
[0.12882528],7,1,[2.9778812],217
[0.13054591],7,17,[2.9771738],218
[0.12419519],7,12,[2.9134185],219
[0.13181354],7,7,[2.8657303],220
[0.13040428],7,14,[2.9717283],221
[0.13133134],7,17,[2.977083],222
[0.12997289],7,1,[2.9778156],223
[0.13025022],7,18,[2.9009378],224
[0.1330005],7,7,[2.8645477],225
[0.13334887],7,7,[2.8642008],226
[0.12954639],7,10,[2.9397378],227
[0.13220094],7,15,[2.9728317],228
[0.13288805],7,14,[2.9717188],229
[0.13748519],7,4,[2.9092212],230
[0.13780928],7,4,[2.9091303],231
[0.12965114],7,2,[2.920573],232
[0.13182925],7,19,[2.9665651],233
[0.13422818],7,14,[2.9716547],234
[0.13662985],7,3,[2.955128],235
[0.12603378],7,11,[2.9404962],236
[0.13516769],7,9,[2.97124],237
[0.13504402],7,5,[2.9341214],238
[0.13254854],7,19,[2.96653],239
[0.13457179],7,15,[2.9728231],240
[0.13274133],7,6,[2.9671576],241
[0.12885858],7,12,[2.9132254],242
[0.13464886],7,15,[2.972765],243
[0.13566582],7,17,[2.9769902],244
[0.1354469],7,9,[2.9712098],245
[0.13520218],7,5,[2.933959],246
[0.13561475],7,17,[2.9769535],247
[0.13266566],7,6,[2.9670625],248
[0.1305394],7,2,[2.9207082],249
[0.13560283],7,13,[2.9740648],250
[0.13517465],7,9,[2.9710948],251
[0.13684064],7,3,[2.95507],252
[0.13647982],7,8,[2.9628959],253
[0.12833863],7,12,[2.9128366],254
[0.12580343],7,11,[2.9404812],255
[0.13858776],7,4,[2.9084291],256
[0.12986636],7,2,[2.9202356],257
[0.13490753],7,13,[2.9739804],258
[0.13479975],7,13,[2.9739537],259
[0.1328839],7,1,[2.977852],260
[0.13575727],7,7,[2.8618007],261
[0.13291611],7,1,[2.9778216],262
[0.13592951],7,8,[2.9627447],263
[0.1337613],7,15,[2.9724782],264
[0.13641237],7,3,[2.9549012],265
[0.1332482],7,1,[2.9777079],266
[0.12569316],7,11,[2.9403236],267
[0.1333251],7,1,[2.9776213],268
[0.12574582],7,11,[2.9401643],269
[0.1342879],7,14,[2.9715636],270
[0.13642901],7,7,[2.8611288],271
[0.13451712],7,14,[2.9715412],272
[0.13471274],7,14,[2.97151],273
[0.13720122],7,3,[2.9546587],274
[0.13595799],7,13,[2.9736028],275
[0.13734716],7,7,[2.8602126],276
[0.13109358],7,2,[2.920006],277
[0.13797854],7,7,[2.8595831],278
[0.13673063],7,9,[2.9710243],279
[0.13660191],7,14,[2.9712818],280
[0.13250315],7,2,[2.9199495],281
[0.13954575],7,7,[2.8580215],282
[0.13864577],7,13,[2.9734788],283
[0.133629],7,2,[2.9197273],284
[0.13941298],7,13,[2.9734259],285
[0.14082503],7,8,[2.9628458],286
[0.13019001],7,11,[2.939516],287
[0.14392689],7,4,[2.9092615],288
[0.13833666],7,18,[2.9053829],289
[0.13846198],7,18,[2.905332],290
[0.14172989],7,8,[2.9628198],291
