probability,move,scenario_no,loss,move_no
[0.10820834],10,16,[2.9338744],1
[0.11072793],10,19,[2.974654],2
[0.11075048],10,19,[2.974248],3
[0.10917973],10,8,[2.97166],4
[0.10978342],10,11,[2.9576142],5
[0.11019348],10,18,[2.9580941],6
[0.10834281],10,15,[2.9216964],7
[0.11024427],10,19,[2.9724393],8
[0.10818136],10,10,[2.889234],9
[0.10963964],10,3,[2.9475517],10
[0.11089383],10,8,[2.969917],11
[0.11248499],10,11,[2.9553933],12
[0.11243558],10,5,[2.962545],13
[0.11336471],10,2,[2.9594836],14
[0.11364356],10,4,[2.9142616],15
[0.11572064],10,19,[2.9706874],16
[0.1154165],10,11,[2.9540644],17
[0.11517629],10,14,[2.959853],18
[0.11640682],10,9,[2.9184124],19
[0.11676113],10,18,[2.9557254],20
[0.11523305],10,5,[2.9614832],21
[0.11468879],10,16,[2.9252007],22
[0.11637441],10,11,[2.9527173],23
[0.11612658],10,13,[2.9631155],24
[0.11642981],10,11,[2.9521773],25
[0.11542867],10,5,[2.960555],26
[0.11638483],10,11,[2.9514856],27
[0.11574231],10,14,[2.9589274],28
[0.11474317],10,6,[2.9627368],29
[0.11510621],10,3,[2.944775],30
[0.11631946],10,9,[2.9165273],31
[0.11418359],10,6,[2.962233],32
[0.11484759],10,14,[2.958023],33
[0.11459898],10,8,[2.9684095],34
[0.11397094],10,5,[2.9587781],35
[0.11384621],10,2,[2.9579678],36
[0.11287715],10,7,[2.9766233],37
[0.11335547],10,8,[2.968126],38
[0.11326919],10,13,[2.9614506],39
[0.11202425],10,12,[2.9702008],40
[0.1114074],10,16,[2.9235473],41
[0.11203877],10,14,[2.95616],42
[0.11259539],10,9,[2.9133322],43
[0.11119922],10,2,[2.9568305],44
[0.11074577],10,5,[2.9570878],45
[0.11001544],10,10,[2.8873668],46
[0.11038811],10,10,[2.8869941],47
[0.11233613],10,1,[2.9651144],48
[0.11295597],10,11,[2.9483843],49
[0.11270512],10,3,[2.9435873],50
[0.11466484],10,18,[2.9542265],51
[0.11337131],10,12,[2.9694154],52
[0.11457788],10,8,[2.9673069],53
[0.11506651],10,13,[2.9599035],54
[0.11417229],10,16,[2.9225116],55
[0.11472403],10,15,[2.9201865],56
[0.11469259],10,16,[2.9220347],57
[0.11701546],10,18,[2.9534562],58
[0.11624769],10,8,[2.966963],59
[0.11763365],10,19,[2.9699209],60
[0.1154783],10,16,[2.9204555],61
[0.11563157],10,16,[2.9198692],62
[0.11639732],10,10,[2.8809884],63
[0.11669635],10,12,[2.9687595],64
[0.11831808],10,13,[2.959353],65
[0.11773912],10,6,[2.9612565],66
[0.11837774],10,7,[2.9767652],67
[0.11869464],10,12,[2.9684134],68
[0.11887167],10,6,[2.960973],69
[0.1192237],10,17,[2.928209],70
[0.11921313],10,6,[2.960558],71
[0.11995774],10,10,[2.8774366],72
[0.12220596],10,19,[2.9694984],73
[0.12070979],10,7,[2.9764466],74
[0.12171588],10,2,[2.957401],75
[0.12366887],10,18,[2.952176],76
[0.12226394],10,3,[2.9440188],77
[0.12291548],10,14,[2.9557345],78
[0.12220879],10,6,[2.9591477],79
[0.12243129],10,12,[2.967457],80
[0.12265149],10,17,[2.9276383],81
[0.12349613],10,13,[2.9584665],82
[0.1234519],10,13,[2.9582822],83
[0.12361069],10,8,[2.9666014],84
[0.12245921],10,17,[2.9264653],85
[0.12280832],10,2,[2.957219],86
[0.12245017],10,3,[2.943492],87
[0.1232166],10,1,[2.9669285],88
[0.12166707],10,15,[2.9219484],89
[0.12363147],10,19,[2.9691153],90
[0.12153959],10,4,[2.9259071],91
[0.12071953],10,6,[2.9575803],92
[0.12064663],10,17,[2.9236286],93
[0.12094586],10,14,[2.9548328],94
[0.12030958],10,4,[2.9251406],95
[0.12084297],10,1,[2.9662397],96
[0.11897768],10,16,[2.9162934],97
[0.11862776],10,16,[2.9160807],98
[0.11914221],10,14,[2.9544141],99
[0.11880969],10,2,[2.9563804],100
[0.11826415],10,3,[2.9422524],101
[0.11789205],10,5,[2.9582717],102
[0.1169062],10,6,[2.956721],103
[0.11747412],10,13,[2.9568431],104
[0.11855949],10,19,[2.9685953],105
[0.11683153],10,8,[2.966229],106
[0.11637799],10,13,[2.9564848],107
[0.11749841],10,19,[2.9683032],108
[0.11478954],10,16,[2.9132102],109
[0.1168927],10,19,[2.9679537],110
[0.11431626],10,17,[2.9212523],111
[0.11417273],10,15,[2.9240348],112
[0.11499813],10,1,[2.9652596],113
[0.11424868],10,10,[2.8831124],114
[0.11440517],10,5,[2.957978],115
[0.11449026],10,4,[2.9216375],116
[0.11489827],10,3,[2.940831],117
[0.1143609],10,12,[2.9680157],118
[0.11446097],10,16,[2.9110901],119
[0.11454064],10,6,[2.955883],120
[0.11542499],10,2,[2.956024],121
[0.11543701],10,13,[2.9557168],122
[0.1149627],10,4,[2.919871],123
[0.11432144],10,6,[2.9555292],124
[0.11656204],10,19,[2.966234],125
[0.11401051],10,16,[2.9089723],126
[0.11582924],10,18,[2.9557178],127
[0.11384308],10,17,[2.9211497],128
[0.1159275],10,19,[2.9657671],129
[0.11409481],10,14,[2.954195],130
[0.11314151],10,6,[2.9545279],131
[0.11486696],10,18,[2.9556336],132
[0.1136165],10,8,[2.966063],133
[0.11337137],10,10,[2.8839996],134
[0.11375744],10,8,[2.9659235],135
[0.11512765],10,18,[2.9550116],136
[0.11542465],10,18,[2.9547176],137
[0.11425386],10,4,[2.9165795],138
[0.11386457],10,16,[2.9060392],139
[0.11600638],10,18,[2.9536734],140
[0.11502304],10,8,[2.96519],141
[0.11487636],10,5,[2.9587858],142
[0.11517505],10,2,[2.956838],143
[0.11493297],10,14,[2.9542916],144
[0.11420069],10,16,[2.9042714],145
[0.11610155],10,9,[2.9294689],146
[0.11498702],10,13,[2.956318],147
[0.11581359],10,9,[2.929164],148
[0.11384657],10,7,[2.9782124],149
[0.114328],10,2,[2.9564931],150
[0.11511993],10,9,[2.9279022],151
[0.11342834],10,4,[2.9144514],152
[0.11352744],10,10,[2.883852],153
[0.11307311],10,17,[2.9225817],154
[0.11309107],10,16,[2.9019132],155
[0.11468977],10,11,[2.9554641],156
[0.11389585],10,4,[2.9129574],157
[0.11535896],10,9,[2.925278],158
[0.11428595],10,8,[2.9641206],159
[0.11364979],10,15,[2.9307437],160
[0.11425152],10,2,[2.955443],161
[0.11479514],10,11,[2.9553537],162
[0.11414611],10,13,[2.956961],163
[0.11383077],10,5,[2.959603],164
[0.11370955],10,5,[2.9595008],165
[0.11421339],10,1,[2.9681115],166
[0.11359482],10,10,[2.8838065],167
[0.11314736],10,16,[2.8998284],168
[0.11371537],10,12,[2.970328],169
[0.1145044],10,5,[2.9585757],170
[0.11426435],10,17,[2.9234319],171
[0.11567795],10,11,[2.9545999],172
[0.11501373],10,14,[2.955558],173
[0.11675592],10,19,[2.96639],174
[0.11478147],10,15,[2.930524],175
