probability,move,scenario_no,loss,move_no
[0.10549656],1,15,[2.9646204],1
[0.10428024],1,17,[2.973767],2
[0.10140619],1,4,[2.9171705],3
[0.10327978],1,16,[2.937412],4
[0.09928335],1,12,[2.9410152],5
[0.10185261],1,9,[2.983208],6
[0.101278],1,8,[2.929232],7
[0.10078585],1,15,[2.9565308],8
[0.09811152],1,11,[2.9334762],9
[0.09755606],1,7,[2.9531393],10
[0.09610648],1,17,[2.969132],11
[0.09599797],1,15,[2.9532366],12
[0.09502634],4,18,[2.9727724],13
[0.096618],4,13,[2.9353428],14
[0.0962017],4,8,[2.9203105],15
[0.09564546],4,2,[2.9643867],16
[0.09553069],4,12,[2.9315875],17
[0.09743636],4,3,[2.9459052],18
[0.09683666],4,6,[2.968595],19
[0.09564442],4,12,[2.9287448],20
[0.0976431],4,13,[2.9310985],21
[0.09753358],4,13,[2.9301672],22
[0.09691579],4,5,[2.9458277],23
[0.09603956],4,17,[2.965499],24
[0.09493173],4,2,[2.9620867],25
[0.09632707],4,13,[2.9252923],26
[0.09482757],4,17,[2.9642894],27
[0.09368683],4,19,[2.940525],28
[0.09294706],4,12,[2.9213626],29
[0.09395248],4,3,[2.9433005],30
[0.09102537],4,10,[2.9722257],31
[0.09281666],4,3,[2.9420822],32
[0.09330504],4,9,[2.9815786],33
[0.09213997],4,1,[2.9315317],34
[0.08983177],4,2,[2.9588327],35
[0.09102429],4,13,[2.916223],36
[0.08934072],4,8,[2.910441],37
[0.08894426],4,11,[2.9294355],38
[0.08900862],4,13,[2.9132252],39
[0.08908258],4,4,[2.9082458],40
[0.08820224],4,11,[2.928328],41
[0.08911566],4,7,[2.953796],42
[0.08858418],8,2,[2.9567952],43
[0.09089527],4,9,[2.9811776],44
[0.0911952],4,9,[2.9810793],45
[0.09035799],8,8,[2.9069932],46
[0.09202108],4,4,[2.905335],47
[0.09253034],8,17,[2.9608073],48
[0.09332656],4,15,[2.9497983],49
[0.09354567],4,5,[2.9489937],50
[0.0931685],4,19,[2.9420779],51
[0.09555576],8,8,[2.90182],52
[0.09511691],4,5,[2.9482365],53
[0.09560616],4,3,[2.936822],54
[0.09989228],8,17,[2.9597976],55
[0.09609911],8,18,[2.974915],56
[0.09966157],8,10,[2.973624],57
[0.09613063],4,15,[2.9486272],58
[0.10413076],8,8,[2.8932648],59
[0.09752353],8,5,[2.9442286],60
[0.10247339],8,11,[2.9259953],61
[0.10906811],8,17,[2.9579773],62
[0.10507197],8,11,[2.9251766],63
[0.10839126],8,10,[2.9733799],64
[0.10213304],8,14,[2.9842832],65
[0.11378077],8,8,[2.8836367],66
[0.1103633],8,4,[2.9032524],67
[0.11725978],8,17,[2.9562747],68
[0.11027152],8,19,[2.9410477],69
[0.12043659],8,17,[2.9553926],70
[0.11634794],8,7,[2.9566317],71
[0.11724814],8,4,[2.900919],72
[0.11329558],8,5,[2.9395943],73
[0.11768189],8,11,[2.9203212],74
[0.11415956],8,5,[2.9383636],75
[0.11898485],8,4,[2.8966417],76
[0.11891667],8,4,[2.89474],77
[0.12466402],8,17,[2.9521868],78
[0.12026168],8,10,[2.973357],79
[0.1133019],8,13,[2.9131522],80
[0.11217186],8,15,[2.9469416],81
[0.11904308],8,16,[2.953915],82
[0.11475225],8,6,[2.9759116],83
[0.11555057],8,18,[2.976598],84
[0.11442476],4,11,[2.9172475],85
[0.11598229],4,3,[2.938114],86
[0.12009683],4,14,[2.985104],87
[0.11748753],4,1,[2.9489727],88
[0.11668383],4,5,[2.9331293],89
[0.11613542],4,2,[2.9618425],90
[0.12085836],4,13,[2.9104362],91
[0.11838625],4,3,[2.9364202],92
[0.11812346],4,16,[2.9528012],93
[0.11779249],4,18,[2.9760695],94
[0.11778275],4,6,[2.9755352],95
[0.11792042],4,1,[2.947564],96
[0.11736348],4,16,[2.9511817],97
[0.11557176],4,8,[2.8866532],98
[0.11667093],4,3,[2.9332006],99
[0.11616571],4,1,[2.9454114],100
[0.11530137],4,16,[2.9489477],101
[0.11682561],4,9,[2.982764],102
[0.11384874],4,15,[2.9464517],103
[0.11089161],4,10,[2.9729958],104
[0.11129074],4,2,[2.9620292],105
[0.11538437],4,13,[2.9059553],106
[0.11059216],4,5,[2.9300258],107
[0.10916878],4,12,[2.9422503],108
[0.10909549],4,19,[2.9480493],109
[0.10920978],4,16,[2.9435885],110
[0.10745057],4,19,[2.9474823],111
[0.10733065],4,15,[2.9448407],112
[0.10675608],4,7,[2.96154],113
[0.11138222],4,4,[2.8860831],114
[0.10557199],4,5,[2.9268448],115
[0.11056207],4,14,[2.9855688],116
[0.11096102],4,14,[2.9854891],117
[0.10663306],4,5,[2.923997],118
[0.10647859],4,2,[2.9607186],119
[0.10741548],4,15,[2.942578],120
[0.10640806],4,2,[2.9601147],121
[0.1096165],4,9,[2.9828737],122
[0.11091304],4,13,[2.9046412],123
[0.10625398],4,19,[2.9428072],124
[0.11049213],4,13,[2.903161],125
[0.10569862],4,17,[2.9536045],126
[0.10986473],4,14,[2.984506],127
[0.10590131],4,7,[2.9608734],128
[0.10538311],4,11,[2.9235241],129
[0.10408254],4,17,[2.9524534],130
[0.10486617],4,3,[2.9348812],131
[0.10350891],4,15,[2.9398103],132
[0.10683949],4,14,[2.983944],133
[0.10133483],4,12,[2.9455826],134
[0.10418524],4,9,[2.9826677],135
[0.10514729],4,13,[2.8930657],136
[0.10024001],4,17,[2.9494236],137
[0.10327412],13,19,[2.939344],138
[0.09901488],4,17,[2.9479532],139
[0.10510049],13,3,[2.9332137],140
[0.10020278],13,16,[2.9404073],141
[0.10333297],13,11,[2.9226496],142
[0.10386147],13,11,[2.9219525],143
[0.10741863],13,3,[2.931231],144
[0.1077939],13,19,[2.9368477],145
[0.10612755],13,14,[2.9830449],146
[0.10543799],13,7,[2.9608932],147
[0.10534838],13,7,[2.9605744],148
[0.10443753],13,9,[2.9822397],149
[0.10803782],13,4,[2.8997097],150
[0.10181476],13,15,[2.9368546],151
[0.10688334],13,19,[2.9330354],152
[0.10612217],13,3,[2.9249775],153
[0.10416236],13,14,[2.982361],154
[0.10127752],13,6,[2.9787192],155
[0.09789538],13,8,[2.9134572],156
[0.10248559],13,14,[2.981894],157
[0.09964012],13,6,[2.9785345],158
[0.10139437],13,14,[2.981393],159
[0.10008486],13,7,[2.9565191],160
[0.10257291],13,4,[2.896979],161
[0.0952833],13,17,[2.9426877],162
[0.10279988],4,4,[2.8946426],163
[0.09863007],4,18,[2.9802794],164
[0.0997979],4,15,[2.934455],165
[0.10193505],4,11,[2.914913],166
