probability,move,scenario_no,loss,move_no
[0.18940616],2,9,[2.9668574],1
[0.18903477],2,15,[2.962383],2
[0.18849725],2,7,[2.9707289],3
[0.1879258],2,11,[2.9564438],4
[0.18729489],2,18,[2.85613],5
[0.18646748],2,8,[2.946784],6
[0.18545786],2,15,[2.9597912],7
[0.18446876],2,9,[2.9635575],8
[0.18347742],2,13,[2.9641626],9
[0.18247752],2,17,[2.976598],10
[0.18144159],2,7,[2.968474],11
[0.18041302],2,11,[2.9534347],12
[0.17938353],2,14,[2.9791918],13
[0.178343],2,8,[2.9433196],14
[0.1772517],2,8,[2.9427416],15
[0.17613724],2,6,[2.9492822],16
[0.17495014],2,13,[2.9623227],17
[0.17379238],2,3,[2.9812913],18
[0.17266703],2,6,[2.9481578],19
[0.17153709],2,11,[2.9506376],20
[0.17040354],2,3,[2.9809215],21
[0.1693286],2,10,[2.9797413],22
[0.16825776],2,17,[2.9745886],23
[0.16719355],2,7,[2.9659884],24
[0.1661381],2,4,[2.9608257],25
[0.16502036],2,10,[2.9792018],26
[0.16393852],2,18,[2.8420217],27
[0.16276741],2,13,[2.9601963],28
[0.16164309],2,5,[2.948918],29
[0.16044974],2,18,[2.8390973],30
[0.1603535],18,4,[2.959499],31
[0.16178463],18,12,[2.94305],32
[0.16296703],18,18,[2.8349004],33
[0.1648111],18,7,[2.9647293],34
[0.16647065],18,16,[2.9332361],35
[0.16782956],18,17,[2.9732313],36
[0.16903861],18,5,[2.9476342],37
[0.17011201],18,11,[2.9474134],38
[0.1710447],18,10,[2.9781897],39
[0.17186919],18,6,[2.9436846],40
[0.17260754],18,1,[2.9783587],41
[0.1732188],18,18,[2.8246555],42
[0.1746508],18,9,[2.9593906],43
[0.17591402],18,6,[2.9427576],44
[0.17706166],18,11,[2.9464836],45
[0.17805593],18,6,[2.941947],46
[0.17896952],18,19,[2.955763],47
[0.17964315],18,14,[2.9776907],48
[0.18023525],18,18,[2.8176484],49
[0.18167518],18,7,[2.9641485],50
[0.1829491],18,1,[2.9780273],51
[0.18406613],18,16,[2.9338276],52
[0.18496646],18,5,[2.9457068],53
[0.18574321],18,4,[2.9577694],54
[0.18640533],18,11,[2.945078],55
[0.18696277],18,4,[2.9574485],56
[0.18743922],18,10,[2.9778163],57
[0.18783736],18,16,[2.9328163],58
[0.18810079],18,16,[2.9323475],59
[0.18824226],18,13,[2.9607804],60
[0.18830164],18,12,[2.9456038],61
[0.18824267],18,10,[2.9775221],62
[0.188144],18,17,[2.972769],63
[0.18801501],18,18,[2.8098671],64
[0.18893348],18,4,[2.955533],65
[0.18974198],18,4,[2.9552379],66
[0.19044805],18,1,[2.9772534],67
[0.19102024],18,3,[2.9800718],68
[0.19156317],18,6,[2.938436],69
[0.19200373],18,11,[2.943225],70
[0.19233179],18,6,[2.9379933],71
[0.19260335],18,14,[2.9776604],72
[0.19281262],18,10,[2.9768176],73
[0.19295022],18,15,[2.960108],74
[0.19301957],18,19,[2.9574041],75
[0.19292636],18,8,[2.9387295],76
[0.19285282],18,19,[2.957051],77
[0.19264376],18,15,[2.9596696],78
[0.19240065],18,17,[2.9722004],79
[0.19212106],18,6,[2.9354959],80
[0.19183539],18,14,[2.9770677],81
[0.19153002],18,8,[2.9377146],82
[0.19123714],18,1,[2.9763165],83
[0.19090672],18,15,[2.9585402],84
[0.1905386],18,1,[2.9760494],85
[0.1901506],18,17,[2.9713612],86
[0.1897381],18,12,[2.9457026],87
[0.18925558],18,14,[2.9762833],88
[0.18879178],18,19,[2.954353],89
[0.18823561],18,11,[2.9419198],90
[0.1876814],18,9,[2.960493],91
[0.18712017],18,18,[2.8106809],92
[0.18770465],18,14,[2.975614],93
[0.18821976],18,18,[2.8095853],94
[0.18968977],18,14,[2.9753394],95
[0.19099987],18,12,[2.9448612],96
[0.1921029],18,18,[2.8057265],97
[0.19409482],18,2,[2.89838],98
[0.19574453],18,14,[2.9747813],99
[0.19722874],18,18,[2.8006423],100
[0.19956648],18,9,[2.960401],101
[0.20163342],18,7,[2.9661038],102
[0.20347953],18,9,[2.9602396],103
[0.20508765],18,9,[2.9599934],104
[0.2064862],18,6,[2.9332628],105
[0.20770663],18,8,[2.9357963],106
[0.20877345],18,6,[2.9327621],107
[0.20969734],18,10,[2.9767237],108
[0.21046986],18,8,[2.935178],109
[0.21116136],18,18,[2.7868311],110
[0.21292053],18,2,[2.899771],111
[0.21439014],18,2,[2.8994677],112
[0.21560137],18,16,[2.936475],113
[0.2165608],18,13,[2.9652596],114
[0.2173405],18,1,[2.9768066],115
[0.21797507],18,2,[2.8966753],116
[0.21844327],18,10,[2.976946],117
[0.21878329],18,12,[2.9468758],118
[0.21897641],18,2,[2.8938577],119
[0.21903162],18,1,[2.9770052],120
[0.21901593],18,11,[2.9453406],121
[0.21893223],18,18,[2.7791688],122
[0.22005954],18,14,[2.9744275],123
[0.22104068],18,16,[2.9368718],124
[0.22181574],18,9,[2.9580572],125
[0.22239281],18,7,[2.967792],126
[0.22288264],18,14,[2.9744217],127
[0.22324629],18,6,[2.9314237],128
[0.22351585],18,10,[2.9770527],129
[0.22367185],18,13,[2.9659324],130
[0.2237355],18,2,[2.8862224],131
[0.2236766],18,4,[2.9581099],132
[0.22351272],18,13,[2.9656694],133
[0.22328803],18,12,[2.9471476],134
[0.2229578],18,11,[2.9456563],135
[0.2225678],18,9,[2.9574485],136
[0.22212073],18,9,[2.9572444],137
[0.22162493],18,6,[2.9304266],138
[0.22108279],18,3,[2.9827392],139
[0.22065912],18,19,[2.9601614],140
[0.22003564],18,12,[2.9462547],141
[0.21939082],18,2,[2.8817182],142
[0.21867287],18,15,[2.9638379],143
[0.21796899],18,18,[2.7801638],144
[0.21858235],18,18,[2.7795584],145
[0.22032021],18,17,[2.9747744],146
[0.22189264],18,19,[2.960092],147
[0.22312056],18,7,[2.9681313],148
[0.2242731],18,18,[2.7739286],149
[0.22643253],18,7,[2.9681377],150
[0.2284033],18,6,[2.9294097],151
[0.23010418],18,5,[2.9590127],152
[0.2315692],18,4,[2.9595668],153
[0.23278359],18,7,[2.9678702],154
[0.23384643],18,12,[2.946303],155
[0.23467942],18,15,[2.9647393],156
[0.23538162],18,18,[2.7629354],157
[0.23722403],18,7,[2.9673629],158
[0.2389877],18,19,[2.9605954],159
[0.24032295],18,14,[2.9753153],160
[0.24151945],18,14,[2.9753013],161
[0.24249151],18,3,[2.9835594],162
[0.24340017],18,16,[2.941602],163
[0.24405763],18,5,[2.9594672],164
[0.24454832],18,10,[2.9783602],165
[0.24489129],18,11,[2.9486027],166
[0.24512096],18,15,[2.9646235],167
[0.24519622],18,13,[2.9667673],168
[0.24526733],18,18,[2.753146],169
[0.24660617],18,2,[2.884171],170
[0.2477872],18,4,[2.9602027],171
[0.24874619],18,4,[2.960131],172
[0.24952745],18,14,[2.9748473],173
[0.250166],18,11,[2.948361],174
[0.25068593],18,9,[2.9581573],175
[0.25105467],18,19,[2.960718],176
[0.25110468],18,16,[2.9415867],177
[0.25106704],18,12,[2.9476082],178
[0.2508873],18,13,[2.9667037],179
[0.2507238],18,18,[2.7477536],180
[0.2518657],18,13,[2.966495],181
[0.25292194],18,5,[2.9596622],182
[0.25376895],18,4,[2.95878],183
[0.25439957],18,13,[2.9660015],184
[0.2548804],18,12,[2.947448],185
[0.25519437],18,14,[2.9748113],186
[0.25536948],18,15,[2.9643261],187
[0.2553759],18,7,[2.9670684],188
[0.2554802],18,18,[2.7430468],189
[0.25683436],18,13,[2.9647555],190
[0.25809085],18,1,[2.9812732],191
[0.25910455],18,7,[2.9669638],192
[0.26004043],18,17,[2.9781914],193
[0.2606794],18,14,[2.974747],194
[0.2612181],18,15,[2.963844],195
[0.26157552],18,11,[2.9481497],196
[0.26176676],18,13,[2.9635367],197
[0.26179036],18,3,[2.9846644],198
[0.261786],18,3,[2.984624],199
[0.26173285],18,3,[2.9845185],200
[0.2616693],18,16,[2.9417114],201
[0.26142794],18,15,[2.962748],202
[0.26109332],18,4,[2.9579864],203
[0.26062462],18,7,[2.965822],204
[0.26029778],18,19,[2.9610527],205
[0.2596017],18,11,[2.9469223],206
[0.25896516],18,6,[2.936884],207
[0.2582654],18,11,[2.9463277],208
[0.25755247],18,10,[2.9795666],209
[0.2567967],18,5,[2.960122],210
[0.25600177],18,16,[2.9398725],211
[0.25517616],18,4,[2.956958],212
[0.25435963],18,9,[2.960123],213
[0.2534199],18,11,[2.9440293],214
[0.2524726],18,3,[2.9832814],215
[0.25161147],18,3,[2.9831772],216
[0.250892],18,17,[2.977987],217
[0.25008443],18,9,[2.959579],218
[0.24918154],18,16,[2.9377093],219
[0.24826294],18,7,[2.9643042],220
[0.24742278],18,17,[2.9776518],221
[0.24645996],18,2,[2.8938081],222
[0.24563505],18,18,[2.7527394],223
[0.24610378],18,12,[2.9479313],224
[0.24653953],18,11,[2.940885],225
[0.24679586],18,11,[2.940583],226
[0.24691194],18,14,[2.9744632],227
[0.24696712],18,4,[2.955459],228
[0.24688782],18,2,[2.8929129],229
[0.24676287],18,9,[2.958494],230
[0.24642122],18,14,[2.9743545],231
[0.24612325],18,10,[2.9794457],232
[0.24575123],18,15,[2.9612455],233
[0.24534585],18,10,[2.979341],234
[0.24494684],18,8,[2.9524844],235
[0.24447565],18,8,[2.9523292],236
[0.24398234],18,9,[2.9575849],237
[0.24336985],18,2,[2.8902354],238
[0.24272977],18,16,[2.9358864],239
[0.24200104],18,14,[2.9736521],240
[0.24124706],18,7,[2.9638908],241
[0.2404925],18,13,[2.9617417],242
[0.23968594],18,12,[2.9479916],243
[0.23889908],18,17,[2.9772806],244
[0.23797815],18,7,[2.9634113],245
[0.23714025],18,15,[2.9606044],246
[0.23633203],18,8,[2.9504256],247
[0.23555486],18,18,[2.7627308],248
[0.23607965],18,4,[2.9549394],249
[0.23657146],18,5,[2.9617136],250
[0.23694357],18,5,[2.9616282],251
[0.23719265],18,6,[2.9404967],252
[0.23740315],18,8,[2.9493244],253
[0.23746876],18,9,[2.9562562],254
[0.2373745],18,1,[2.9820113],255
[0.23724088],18,3,[2.9824607],256
[0.23722453],18,8,[2.9480917],257
[0.23696363],18,7,[2.9623394],258
[0.2367188],18,16,[2.9359825],259
[0.23634452],18,14,[2.9729154],260
[0.23602946],18,19,[2.9625337],261
[0.23543346],18,2,[2.889151],262
[0.23486902],18,4,[2.954259],263
[0.23422492],18,12,[2.9476466],264
[0.23352775],18,3,[2.982145],265
[0.23297553],18,17,[2.9768424],266
[0.23222695],18,3,[2.9819696],267
[0.23178221],18,18,[2.7664557],268
[0.2324011],18,3,[2.9817138],269
[0.2332161],18,19,[2.9622192],270
[0.23362462],18,6,[2.9403293],271
[0.23398572],18,16,[2.9354231],272
[0.23417729],18,15,[2.9610257],273
[0.23426354],18,10,[2.978895],274
[0.23424506],18,14,[2.9725323],275
[0.23418134],18,11,[2.9406292],276
[0.23416753],18,18,[2.7640932],277
[0.23519023],18,3,[2.98078],278
