probability,move,scenario_no,loss,move_no
[0.08062617],5,13,[2.9500935],1
[0.08089909],5,15,[2.9260535],2
[0.08717815],15,6,[2.9409869],3
[0.09894387],15,16,[2.9530022],4
[0.11144932],15,11,[2.94629],5
[0.12064991],15,7,[2.9573562],6
[0.12688425],15,9,[2.9482446],7
[0.13496858],15,6,[2.9015346],8
[0.13623007],15,18,[2.9855347],9
[0.13760026],15,3,[2.954847],10
[0.13715942],15,16,[2.927524],11
[0.14046536],6,17,[2.967632],12
[0.14665946],6,10,[2.9820719],13
[0.1532617],6,19,[2.9773145],14
[0.1574857],6,9,[2.9213536],15
[0.16066585],6,16,[2.9066436],16
[0.16309677],6,12,[2.981557],17
[0.16377755],6,3,[2.9439387],18
[0.16110072],6,4,[2.9867952],19
[0.15931237],6,16,[2.87724],20
[0.15623854],6,19,[2.9733016],21
[0.15090509],6,5,[2.9787765],22
[0.15236786],16,19,[2.97061],23
[0.16427591],16,17,[2.9629073],24
[0.17233779],16,10,[2.9783385],25
[0.17363548],16,12,[2.976626],26
[0.17682885],16,3,[2.9283905],27
[0.18976767],16,5,[2.97639],28
[0.18099624],16,13,[2.9360728],29
[0.19856042],16,16,[2.799692],30
[0.20477438],16,10,[2.973058],31
[0.20477565],16,3,[2.907857],32
[0.2275618],16,5,[2.9731107],33
[0.24161917],16,7,[2.9609392],34
[0.23213771],16,14,[2.9932342],35
[0.23557523],16,11,[2.9495697],36
[0.2330608],16,9,[2.9134364],37
[0.24919458],16,15,[2.9293606],38
[0.241352],16,10,[2.9658246],39
[0.25852314],16,16,[2.7402563],40
[0.26181495],16,17,[2.9562147],41
[0.28953108],16,7,[2.9603155],42
[0.27283555],16,1,[2.992009],43
[0.3088436],16,15,[2.9226427],44
[0.29368493],16,9,[2.9100628],45
[0.31952614],16,6,[2.9406211],46
[0.320825],16,17,[2.954795],47
[0.31233698],16,5,[2.9703898],48
[0.3170741],16,6,[2.940759],49
[0.2985086],16,10,[2.9540677],50
[0.2865428],16,19,[2.9672687],51
[0.28122878],16,8,[2.992101],52
[0.26992363],16,19,[2.9647326],53
[0.28151393],16,15,[2.897302],54
[0.24575146],16,18,[2.9890602],55
[0.24296609],16,19,[2.9573474],56
[0.25875136],16,7,[2.9562178],57
[0.24908935],16,7,[2.9545023],58
[0.23139405],16,6,[2.9289112],59
[0.20436174],16,13,[2.9599345],60
[0.21287669],16,6,[2.921785],61
[0.18883137],16,18,[2.9857113],62
[0.18107478],16,3,[2.9206169],63
[0.20409247],16,16,[2.7942495],64
[0.19308712],16,15,[2.870552],65
[0.18680514],16,2,[2.9932334],66
[0.18643318],16,10,[2.9419243],67
[0.19171731],16,2,[2.99329],68
[0.21656677],16,7,[2.9311433],69
[0.23239824],16,16,[2.76636],70
[0.19264081],16,13,[2.956598],71
[0.24857736],16,7,[2.9221115],72
[0.22714691],16,14,[2.994973],73
[0.21446313],16,13,[2.952974],74
[0.23648934],16,11,[2.9709618],75
[0.23665106],16,1,[2.994024],76
[0.28688073],16,15,[2.8581777],77
[0.25503704],16,4,[2.994272],78
[0.22925827],16,18,[2.9885256],79
[0.22195913],16,13,[2.9395752],80
[0.2500367],16,8,[2.9943228],81
[0.23651473],16,9,[2.9413223],82
[0.2195076],16,18,[2.9876363],83
[0.2587225],16,5,[2.9795213],84
[0.26193118],16,17,[2.9686368],85
[0.20149918],16,12,[2.9888647],86
[0.2588302],16,15,[2.8218057],87
[0.21371835],16,19,[2.9608588],88
[0.23243935],16,17,[2.9642324],89
[0.17372069],16,3,[2.9144874],90
[0.21158892],16,17,[2.9591482],91
[0.21724261],15,7,[2.8882382],92
[0.23632286],15,16,[2.7696328],93
[0.15888853],15,18,[2.9812796],94
[0.16404362],16,9,[2.9360347],95
[0.17543039],15,11,[2.9686668],96
[0.17214717],16,8,[2.9920642],97
[0.21062024],15,5,[2.9760165],98
[0.26201633],16,16,[2.7377746],99
[0.24026647],16,6,[2.9384613],100
[0.19786099],16,19,[2.9561784],101
[0.17940244],16,12,[2.9873173],102
[0.2780955],16,6,[2.9376717],103
[0.21532427],16,14,[2.9944887],104
[0.20118943],16,8,[2.9910736],105
[0.18568967],16,12,[2.9864333],106
[0.23366159],16,17,[2.9387906],107
[0.19644396],16,4,[2.9929798],108
[0.17014158],16,3,[2.8862014],109
[0.17157811],16,18,[2.9759996],110
[0.18320762],16,19,[2.9465833],111
[0.17816454],16,14,[2.9922695],112
[0.33317715],16,16,[2.6668541],113
[0.1649335],16,13,[2.9213696],114
[0.18591143],16,1,[2.9912689],115
[0.17790754],16,13,[2.9183552],116
[0.23872183],16,10,[2.9716663],117
[0.1993914],16,12,[2.983654],118
[0.21557422],16,9,[2.9337382],119
[0.19168143],16,13,[2.9013627],120
[0.44109356],16,6,[2.9371638],121
[0.23334508],16,1,[2.9918864],122
[0.24102226],16,11,[2.968252],123
[0.23262629],16,11,[2.9669511],124
[0.18920852],16,12,[2.9824896],125
[0.4118236],16,6,[2.923252],126
[0.2418276],16,2,[2.9944632],127
[0.20189564],16,14,[2.991602],128
[0.19768387],16,10,[2.9726872],129
