probability,move,scenario_no,loss,move_no
[0.144237],13,17,[2.9719126],1
[0.14435655],13,5,[2.9651067],2
[0.14355424],13,8,[2.9238935],3
[0.14588103],13,7,[2.9558287],4
[0.14742255],13,4,[2.9261723],5
[0.14395425],13,6,[2.9510086],6
[0.14207838],13,5,[2.9613624],7
[0.14138702],13,5,[2.9606555],8
[0.14074102],13,16,[2.9722629],9
[0.14374052],13,4,[2.920774],10
[0.14011662],13,9,[2.8923461],11
[0.13798507],13,14,[2.9615567],12
[0.13736013],13,10,[2.9822037],13
[0.13675484],13,15,[2.9733455],14
[0.1363626],13,7,[2.9501019],15
[0.1318139],13,11,[2.913572],16
[0.13160612],13,13,[2.8659768],17
[0.13324557],13,5,[2.9555867],18
[0.13395205],13,12,[2.9481518],19
[0.13605373],13,7,[2.9482837],20
[0.13429837],13,13,[2.8633049],21
[0.13658611],13,3,[2.981422],22
[0.1413007],13,4,[2.9129505],23
[0.13864212],13,14,[2.9599655],24
[0.14003213],13,10,[2.9815307],25
[0.14050807],13,14,[2.9594767],26
[0.14127631],13,5,[2.953422],27
[0.14278252],13,9,[2.8873866],28
[0.14558497],13,2,[2.9497495],29
[0.14065601],13,11,[2.9113088],30
[0.14330015],13,15,[2.9729145],31
[0.14242499],13,13,[2.8552303],32
[0.14394483],13,14,[2.9575303],33
[0.14489467],13,14,[2.9571514],34
[0.14699778],13,18,[2.967283],35
[0.14168075],13,1,[2.973684],36
[0.15113565],13,4,[2.9094684],37
[0.14876966],13,18,[2.9669344],38
[0.14754017],13,16,[2.9720843],39
[0.14709091],13,8,[2.9204948],40
[0.15002973],13,7,[2.9456127],41
[0.15164486],13,2,[2.949196],42
[0.14880607],13,15,[2.9721904],43
[0.14370693],13,1,[2.9732907],44
[0.14735293],13,8,[2.9192448],45
[0.14829408],13,12,[2.9500139],46
[0.14939626],13,18,[2.965374],47
[0.14678362],13,8,[2.9171364],48
[0.14952363],13,19,[2.9722557],49
[0.14768687],13,10,[2.981401],50
[0.14217246],13,1,[2.9720812],51
[0.14703459],13,10,[2.9812207],52
[0.14699793],13,9,[2.8896482],53
[0.14882126],13,2,[2.9475343],54
[0.14528222],13,5,[2.9520783],55
[0.14372219],13,8,[2.9105659],56
[0.14492582],13,9,[2.8877156],57
[0.14424752],13,6,[2.9531958],58
[0.14481388],13,19,[2.97189],59
[0.1423618],13,5,[2.9516077],60
[0.14144436],13,13,[2.8562202],61
[0.142912],13,6,[2.9528577],62
[0.14654373],13,4,[2.9106817],63
[0.14590989],13,2,[2.9465485],64
[0.14396092],13,6,[2.951917],65
[0.1429755],13,17,[2.9718482],66
[0.1443023],13,6,[2.950916],67
[0.14398362],13,15,[2.972465],68
[0.14419574],13,10,[2.9804008],69
[0.14398845],13,15,[2.9723725],70
[0.14338511],13,16,[2.972987],71
[0.14643592],13,2,[2.9452803],72
[0.14362994],13,15,[2.9718382],73
[0.14376323],13,9,[2.8822691],74
[0.13834447],13,1,[2.9705718],75
[0.14633194],13,4,[2.9087787],76
[0.14253859],13,9,[2.8802276],77
[0.13702142],13,1,[2.9703226],78
[0.14472292],13,4,[2.9073253],79
[0.14105983],13,6,[2.946283],80
[0.13987263],13,12,[2.9531379],81
[0.13927841],13,12,[2.952988],82
[0.13877924],13,14,[2.9575214],83
[0.13827218],13,15,[2.9704776],84
[0.1375062],13,12,[2.9517372],85
[0.13690484],13,12,[2.9510791],86
