probability,move,scenario_no,loss,move_no
[0.1733736],19,1,[2.9755895],1
[0.16970602],19,15,[2.9776235],2
[0.16874662],19,11,[2.9742625],3
[0.1647737],19,3,[2.9771028],4
[0.16654694],19,19,[2.8311234],5
[0.17367028],19,19,[2.8240397],6
[0.17970851],19,18,[2.9755003],7
[0.18711247],19,8,[2.9543545],8
[0.20120627],19,9,[2.970467],9
[0.2005818],19,7,[2.9708588],10
[0.20771836],19,18,[2.9744134],11
[0.21278737],19,18,[2.9739208],12
[0.22356555],19,9,[2.969336],13
[0.2222482],19,4,[2.943046],14
[0.22750969],19,6,[2.9493885],15
[0.2273611],19,4,[2.9410262],16
[0.23158735],19,10,[2.9496531],17
[0.22885531],19,1,[2.9685307],18
[0.23044497],19,4,[2.9361796],19
[0.23267725],19,6,[2.9466982],20
[0.2232087],19,17,[2.9744234],21
[0.22641943],19,3,[2.9745228],22
[0.22622909],19,7,[2.967498],23
[0.22475998],19,8,[2.948744],24
[0.23197293],19,19,[2.7661653],25
[0.22790849],19,7,[2.9663346],26
[0.23300153],19,1,[2.965632],27
[0.23607174],19,11,[2.9708376],28
[0.23909819],19,16,[2.9297764],29
[0.24070661],19,18,[2.9684734],30
[0.23810665],19,14,[2.9462945],31
[0.23881717],19,8,[2.9458964],32
[0.2419523],19,16,[2.9274418],33
[0.23387522],19,17,[2.9730608],34
[0.2406527],19,4,[2.9205878],35
[0.24717249],19,9,[2.9662201],36
[0.23548694],19,15,[2.9735339],37
[0.23307456],19,3,[2.9737067],38
[0.23441507],19,11,[2.9696946],39
[0.22621706],19,5,[2.9675674],40
[0.23074281],19,16,[2.9185362],41
[0.22539583],19,8,[2.9403088],42
[0.23157047],19,10,[2.9485326],43
[0.23312734],19,19,[2.7650635],44
[0.22762994],19,18,[2.9671032],45
[0.22931756],19,4,[2.912828],46
[0.22650892],19,14,[2.9435158],47
[0.2414023],19,19,[2.7568924],48
[0.24203068],19,10,[2.9477837],49
[0.2319766],19,17,[2.97121],50
[0.24633221],19,6,[2.944076],51
[0.23973255],19,5,[2.9683316],52
[0.25637472],19,10,[2.9461944],53
[0.24724904],19,8,[2.9381037],54
[0.25253558],19,11,[2.970011],55
[0.25034863],19,3,[2.9741733],56
[0.26813102],19,19,[2.7305038],57
[0.26188353],19,6,[2.9432626],58
[0.27709743],19,9,[2.9672506],59
[0.28434497],19,19,[2.7145066],60
[0.27298903],19,14,[2.9474704],61
[0.28092918],19,15,[2.9748006],62
[0.2865846],19,7,[2.969676],63
[0.30008954],19,18,[2.970602],64
[0.29054472],19,17,[2.9722407],65
[0.32155967],19,9,[2.968388],66
[0.30722585],19,4,[2.9218934],67
[0.3151674],19,18,[2.9706774],68
[0.31173983],19,1,[2.9717505],69
[0.31174237],19,4,[2.9204028],70
[0.3123965],19,11,[2.9715853],71
[0.30908227],19,15,[2.9752448],72
[0.3302878],19,9,[2.9670677],73
[0.3071481],19,14,[2.9494588],74
[0.3116691],19,6,[2.9441175],75
[0.30571023],19,13,[2.9773126],76
[0.29271877],19,17,[2.9713326],77
[0.30118647],19,11,[2.9702365],78
[0.29511246],19,15,[2.9735408],79
[0.2959571],19,11,[2.9692972],80
[0.31774786],19,19,[2.6816127],81
[0.29956266],19,2,[2.9827259],82
[0.29971433],19,4,[2.9100916],83
[0.29884556],19,15,[2.9721673],84
[0.29861185],19,8,[2.9422069],85
[0.31995186],19,10,[2.9479983],86
[0.29278743],19,17,[2.9700286],87
[0.30679348],19,2,[2.9827569],88
[0.33233762],19,19,[2.667274],89
[0.30636606],19,14,[2.9477038],90
[0.31209388],19,3,[2.9781532],91
[0.33464822],19,10,[2.947814],92
[0.34626526],19,9,[2.9661148],93
[0.31642517],19,8,[2.9420605],94
[0.32404977],19,1,[2.9729345],95
[0.32093918],19,14,[2.9472637],96
[0.31039473],19,17,[2.969161],97
[0.32224813],19,4,[2.9088805],98
[0.34915257],19,9,[2.965026],99
[0.31433305],19,15,[2.9698756],100
[0.31473008],19,3,[2.9781997],101
[0.32379866],19,18,[2.9719336],102
[0.3098949],19,16,[2.938963],103
[0.32786605],19,10,[2.94344],104
[0.30733317],19,2,[2.98223],105
[0.29742527],19,14,[2.9397368],106
[0.31753424],19,10,[2.9406698],107
[0.29474908],19,13,[2.9783645],108
[0.31910315],19,9,[2.9607263],109
[0.28773075],19,2,[2.9809818],110
[0.28477043],19,6,[2.947447],111
[0.28776],19,18,[2.9705744],112
[0.2683963],19,15,[2.9660964],113
[0.26266432],19,8,[2.9352643],114
[0.2523068],19,17,[2.964706],115
[0.26880544],19,12,[2.9788206],116
[0.2651818],19,12,[2.9785886],117
[0.26502156],19,18,[2.9688733],118
[0.2885112],19,19,[2.7104328],119
[0.24994142],19,14,[2.9271455],120
[0.26299742],19,12,[2.9772506],121
[0.2597174],19,13,[2.9768052],122
[0.26028788],19,2,[2.9781547],123
[0.2536812],19,14,[2.924168],124
[0.26881474],19,18,[2.9670603],125
[0.25651756],19,3,[2.976291],126
[0.25881734],19,13,[2.9759784],127
[0.2518998],19,7,[2.9754736],128
[0.25105193],19,16,[2.9365458],129
[0.24412149],19,8,[2.9307973],130
[0.24989732],19,3,[2.9753106],131
[0.25168842],19,11,[2.9685714],132
[0.23174901],19,17,[2.9629164],133
[0.25185958],19,12,[2.9734845],134
[0.24564329],19,11,[2.9675732],135
[0.2347358],19,14,[2.90857],136
[0.24809773],19,18,[2.9631662],137
[0.23564284],19,1,[2.9708278],138
[0.22386432],19,15,[2.9640346],139
[0.23878644],19,18,[2.9616084],140
[0.22719716],19,2,[2.974342],141
[0.22576174],19,11,[2.96371],142
[0.21642387],19,7,[2.9739685],143
[0.20834516],19,8,[2.9248674],144
[0.2068126],19,15,[2.962414],145
[0.24232592],19,9,[2.9586728],146
[0.23100135],19,10,[2.937768],147
[0.23669195],19,9,[2.958],148
[0.19631758],19,15,[2.9602816],149
[0.19589563],19,14,[2.8888571],150
[0.2276842],19,9,[2.9559116],151
[0.22425298],19,9,[2.9548516],152
[0.20122036],19,18,[2.9557076],153
[0.21024165],19,10,[2.934449],154
[0.17868243],19,15,[2.9565604],155
[0.17968887],19,16,[2.9337294],156
[0.17500645],19,14,[2.8741736],157
[0.17899883],19,2,[2.9707174],158
[0.18300249],19,18,[2.953898],159
[0.16705382],19,16,[2.9313097],160
[0.16954502],19,2,[2.969615],161
[0.17391671],19,18,[2.952086],162
[0.15546308],19,5,[2.976191],163
[0.15264034],19,15,[2.9514008],164
[0.14754418],14,17,[2.9633355],165
[0.15703182],19,1,[2.9687352],166
[0.14682049],19,5,[2.9755619],167
[0.15511973],19,11,[2.9585204],168
[0.17532122],19,9,[2.944673],169
[0.16702871],19,10,[2.9284952],170
[0.15046091],14,14,[2.8472664],171
[0.15061696],14,15,[2.9466152],172
[0.14639841],19,12,[2.9732425],173
[0.14726035],19,18,[2.9457335],174
[0.15922067],14,15,[2.9441578],175
[0.16113408],14,15,[2.9427118],176
[0.16261676],14,15,[2.940523],177
[0.16264388],14,5,[2.9736676],178
[0.16930456],14,17,[2.9630346],179
[0.14626822],19,10,[2.9240704],180
[0.15346633],14,11,[2.9566612],181
[0.17032377],14,17,[2.962165],182
[0.1579022],14,3,[2.9758117],183
[0.1630905],14,16,[2.9236941],184
[0.15181379],19,19,[2.8459094],185
[0.153732],19,19,[2.8439965],186
[0.15935946],14,5,[2.9725316],187
[0.16287675],19,19,[2.8348856],188
[0.1501161],14,13,[2.9789793],189
[0.15226099],14,8,[2.93676],190
[0.14909469],14,8,[2.9364696],191
[0.15165938],19,2,[2.967264],192
[0.15273342],19,3,[2.9757938],193
[0.1788303],19,10,[2.9209974],194
[0.16162461],19,2,[2.966858],195
[0.15329997],19,14,[2.8573472],196
[0.20644505],19,19,[2.791574],197
[0.15772864],19,5,[2.97194],198
[0.17561406],19,11,[2.9570255],199
[0.18168595],19,12,[2.9753695],200
[0.21466574],19,9,[2.947022],201
[0.19551526],19,18,[2.9492023],202
[0.19824779],19,18,[2.9487462],203
[0.18349607],19,3,[2.9752922],204
[0.17514808],19,5,[2.9708376],205
[0.18470643],19,7,[2.9791608],206
[0.21673504],19,10,[2.9213078],207
[0.21757801],19,10,[2.9204183],208
[0.17864944],19,15,[2.9258797],209
[0.19823444],19,12,[2.9742267],210
[0.23067784],19,9,[2.944832],211
[0.17801078],19,15,[2.9240558],212
[0.18753129],19,3,[2.9744246],213
[0.19115026],19,2,[2.9638433],214
[0.17614433],19,14,[2.866053],215
[0.2402738],19,19,[2.7580674],216
[0.20568985],19,18,[2.9431243],217
[0.18804774],19,3,[2.9737484],218
[0.17891899],19,15,[2.916873],219
[0.18931694],19,7,[2.9791744],220
[0.19870843],19,11,[2.9575057],221
[0.18849865],19,16,[2.9352098],222
[0.23981176],19,9,[2.942801],223
[0.17856573],19,17,[2.9660463],224
[0.19119196],19,7,[2.9789743],225
[0.21514536],19,18,[2.9410057],226
[0.18090472],19,14,[2.8632507],227
[0.21310861],19,18,[2.9393165],228
[0.19247535],19,1,[2.97793],229
[0.18252365],19,16,[2.9331906],230
