probability,move,scenario_no,loss,move_no
[0.15252918],5,11,[2.9694355],1
[0.15611272],5,9,[2.9853559],2
[0.15278009],5,10,[2.9598927],3
[0.14576681],5,17,[2.9565666],4
[0.14622977],5,6,[2.956887],5
[0.14282787],5,17,[2.954406],6
[0.14332563],5,6,[2.9547958],7
[0.1457954],5,7,[2.9070022],8
[0.14383711],5,10,[2.9542472],9
[0.1404815],5,1,[2.9611652],10
[0.13725527],5,12,[2.8658109],11
[0.1366641],5,11,[2.9616892],12
[0.13654755],5,3,[2.9687974],13
[0.13711023],5,10,[2.9508307],14
[0.13759907],12,19,[2.93401],15
[0.13921075],12,16,[2.9855895],16
[0.13977449],12,16,[2.9854665],17
[0.1400635],12,5,[2.8670304],18
[0.13936716],12,17,[2.9463522],19
[0.14007854],12,4,[2.9674222],20
[0.14100632],12,5,[2.8643084],21
[0.14130814],12,5,[2.8624156],22
[0.14045945],12,17,[2.9448996],23
[0.14278793],12,9,[2.982955],24
[0.14077312],12,17,[2.9438822],25
[0.14557955],5,19,[2.9316773],26
[0.14275815],5,11,[2.9598944],27
[0.14902432],5,9,[2.9827187],28
[0.14869477],5,5,[2.8490777],29
[0.15240462],5,9,[2.9824848],30
[0.15349679],5,19,[2.9299242],31
[0.15054035],5,12,[2.858255],32
[0.152838],5,18,[2.9380991],33
[0.1575587],5,5,[2.8402734],34
[0.1612545],5,9,[2.9819627],35
[0.15769926],5,11,[2.9596248],36
[0.16189778],5,10,[2.9472456],37
[0.15990819],5,6,[2.9488513],38
[0.16476691],5,3,[2.9674487],39
[0.16011512],5,2,[2.977633],40
[0.1685104],5,14,[2.9735358],41
[0.16505095],5,11,[2.9589431],42
[0.16667277],5,18,[2.9369743],43
[0.16832402],5,10,[2.9460995],44
[0.16922154],5,3,[2.966614],45
[0.16611905],5,16,[2.9853437],46
[0.16812703],5,1,[2.9597497],47
[0.17133299],5,7,[2.9087825],48
[0.16453622],5,17,[2.9393961],49
[0.16800089],5,1,[2.9591286],50
[0.16960996],5,3,[2.9654007],51
[0.16664228],5,8,[2.9633257],52
[0.16554639],5,16,[2.9850032],53
[0.16774058],5,10,[2.943279],54
[0.16629028],5,15,[2.9721856],55
[0.16528083],5,8,[2.962575],56
[0.167844],5,3,[2.9639235],57
[0.16243574],5,6,[2.9482872],58
[0.16784918],5,7,[2.9071553],59
[0.16910625],5,9,[2.9808216],60
[0.16295826],5,4,[2.968566],61
[0.16109078],5,11,[2.9562078],62
[0.16520484],5,14,[2.9735007],63
[0.16076069],5,15,[2.971171],64
[0.15993135],5,15,[2.9708927],65
[0.1594749],5,1,[2.9564126],66
[0.15810145],5,8,[2.9600112],67
[0.16128567],5,14,[2.9726667],68
[0.15661538],5,4,[2.9675817],69
[0.15901104],5,19,[2.9282365],70
[0.160476],5,9,[2.9800649],71
[0.15773444],5,14,[2.9716253],72
[0.15199567],5,11,[2.9534395],73
[0.15205422],5,15,[2.968167],74
[0.1542419],5,3,[2.9615176],75
[0.15534578],5,9,[2.9794292],76
[0.14959402],5,12,[2.8737092],77
[0.15370181],5,9,[2.9790847],78
[0.15026951],5,19,[2.9242165],79
[0.1461068],5,16,[2.9836473],80
[0.14664385],5,18,[2.9358702],81
[0.14239024],5,2,[2.9779086],82
[0.14491096],5,18,[2.93494],83
[0.14363766],5,1,[2.9557621],84
[0.14768212],5,9,[2.977947],85
[0.1413658],5,4,[2.9659212],86
[0.14623617],5,5,[2.8514416],87
[0.1410708],5,11,[2.9502451],88
[0.14621107],5,13,[2.9752765],89
[0.14510891],5,19,[2.9198582],90
[0.14076492],5,2,[2.9774768],91
[0.14252843],5,4,[2.9650354],92
[0.14696942],5,7,[2.9080884],93
[0.1466249],5,14,[2.9689305],94
[0.1465389],5,7,[2.9071846],95
[0.14768502],5,5,[2.849986],96
[0.14254627],5,4,[2.9638739],97
[0.14811654],5,7,[2.9042282],98
