probability,move1,move2,scenario_no1,scenario_no2,loss,move_no
[0.14732882],1,1,18,5,[5.8950205],1
[0.14320466],1,1,16,12,[5.8880587],2
[0.14496824],1,1,9,7,[5.947511],3
[0.1336022],1,1,3,10,[5.887763],4
[0.13403271],1,1,6,9,[5.9420176],5
[0.13203256],1,1,8,4,[5.8634434],6
[0.1287627],1,1,6,11,[5.948752],7
[0.13007635],1,1,7,9,[5.9419794],8
[0.12390979],1,1,5,9,[5.902896],9
[0.1186058],1,1,18,6,[5.9100633],10
[0.11994354],1,1,11,10,[5.940474],11
[0.11946964],1,1,2,5,[5.9061356],12
[0.11101096],1,1,6,18,[5.9055266],13
[0.10755061],1,1,4,15,[5.8672667],14
[0.10900151],1,1,12,16,[5.870388],15
[0.10395269],1,1,4,10,[5.880612],16
[0.10476495],1,1,7,3,[5.8842564],17
[0.10132744],1,1,12,5,[5.8437023],18
[0.10090359],1,1,16,19,[5.8649015],19
[0.09881004],1,1,7,10,[5.918496],20
[0.09523548],1,1,15,7,[5.9018846],21
[0.09103017],1,1,1,14,[5.885968],22
[0.09154],1,1,19,4,[5.8394413],23
[0.09308131],1,1,3,17,[5.89365],24
[0.09369513],1,1,16,9,[5.905427],25
[0.09624956],1,1,8,16,[5.8695297],26
[0.08946479],1,1,4,15,[5.8537626],27
[0.08993086],1,1,19,6,[5.8841395],28
[0.08897101],1,1,6,18,[5.898781],29
[0.09285194],1,1,19,8,[5.8534718],30
[0.08884182],1,1,3,11,[5.897891],31
[0.08653391],1,1,4,12,[5.8370924],32
[0.08599281],1,1,13,19,[5.875023],33
[0.08782383],4,4,16,14,[5.9122715],34
[0.08664744],4,4,6,9,[5.9260006],35
[0.086484],1,1,9,17,[5.945894],36
[0.08674028],4,4,14,3,[5.8947573],37
[0.08640398],4,4,11,13,[5.9421034],38
[0.08814526],4,4,15,8,[5.86507],39
[0.08651858],3,4,11,13,[5.9420357],40
[0.08757203],4,4,18,16,[5.8703775],41
[0.08656091],4,4,12,14,[5.9014606],42
[0.0859838],19,19,18,5,[5.8586903],43
[0.08706697],19,4,9,8,[5.8945775],44
[0.08996572],4,4,15,2,[5.9174156],45
[0.08822951],4,4,7,4,[5.871151],46
[0.08574574],4,4,1,6,[5.8795567],47
[0.08784527],4,4,4,15,[5.8433495],48
[0.08652908],19,19,18,4,[5.8514524],49
[0.08988907],4,4,8,6,[5.8838654],50
[0.09108892],4,4,16,1,[5.848233],51
[0.09283716],4,4,10,5,[5.8791447],52
[0.0909265],4,4,17,3,[5.895351],53
[0.0934044],4,4,18,16,[5.862758],54
[0.09399286],4,4,19,15,[5.8533206],55
[0.09383608],4,4,6,12,[5.883381],56
[0.09755181],4,4,4,16,[5.823798],57
[0.09637126],4,4,6,17,[5.9333935],58
[0.09648641],4,4,4,12,[5.8245134],59
[0.0965025],4,4,3,9,[5.8850293],60
[0.10066079],4,4,8,10,[5.8863645],61
[0.10093868],4,4,10,13,[5.9207973],62
[0.10457266],4,4,11,7,[5.946949],63
[0.09884819],4,4,18,1,[5.857513],64
[0.10602213],4,4,7,11,[5.94691],65
[0.10025995],4,4,5,18,[5.858524],66
[0.10255747],4,4,11,17,[5.961281],67
[0.1007601],4,4,18,12,[5.855143],68
[0.1038287],4,4,14,11,[5.9618053],69
[0.10760495],4,4,2,10,[5.940503],70
[0.10243844],4,4,8,1,[5.8480577],71
[0.10232939],4,4,3,11,[5.899247],72
[0.10225365],4,4,3,10,[5.875596],73
[0.10206698],4,4,17,14,[5.9585342],74
[0.10118502],4,4,3,11,[5.8957644],75
[0.10048615],4,4,13,19,[5.8884478],76
[0.10014308],4,4,12,19,[5.8471885],77
[0.10158179],4,4,11,15,[5.9140377],78
[0.09962775],4,4,6,9,[5.9235334],79
[0.09787112],4,4,1,8,[5.846305],80
[0.09936818],4,4,7,3,[5.874318],81
[0.09862693],4,4,9,7,[5.9327774],82
[0.0954235],4,4,9,14,[5.9493036],83
[0.09458209],4,4,9,14,[5.9488583],84
[0.09478605],4,4,12,8,[5.8476954],85
[0.09611028],4,4,13,2,[5.948243],86
[0.09269083],4,4,1,10,[5.8748083],87
[0.09302624],3,3,3,5,[5.8348575],88
[0.09656741],3,3,17,9,[5.943764],89
[0.09748798],3,3,12,18,[5.847863],90
[0.09990876],3,3,14,11,[5.957614],91
[0.10153429],3,3,18,14,[5.9089212],92
[0.09855115],3,3,7,14,[5.941078],93
[0.09808453],3,3,19,12,[5.840703],94
[0.09707501],3,3,7,15,[5.8983574],95
[0.10094018],3,3,9,17,[5.9414654],96
[0.09636265],3,3,7,10,[5.915177],97
[0.09943305],3,3,17,19,[5.903703],98
[0.09996752],3,3,14,3,[5.8738384],99
[0.09981897],3,3,6,4,[5.871738],100
[0.10205515],3,3,9,4,[5.8778906],101
[0.10041424],3,3,4,10,[5.868067],102
[0.10217446],3,3,9,11,[5.939127],103
[0.10135884],3,3,12,5,[5.847699],104
[0.10216029],3,3,16,18,[5.865949],105
[0.10385179],3,3,17,14,[5.95415],106
[0.09943031],3,3,7,1,[5.8789353],107
[0.10173362],3,3,1,18,[5.8488955],108
[0.09797274],3,3,16,8,[5.868903],109
[0.09800088],3,3,1,7,[5.876436],110
[0.09805135],3,3,16,1,[5.857952],111
[0.09770703],3,3,19,17,[5.9022036],112
[0.09626311],3,3,18,10,[5.8764734],113
[0.09334551],3,3,2,19,[5.9110827],114
[0.09467316],3,3,10,18,[5.874601],115
[0.09496361],3,3,3,11,[5.8779135],116
[0.09446039],3,3,13,7,[5.9217205],117
[0.09258805],3,3,10,11,[5.9280396],118
[0.09607801],3,3,18,3,[5.8181686],119
[0.09442002],3,3,12,19,[5.8322725],120
[0.09420139],3,3,10,11,[5.9262247],121
[0.09745993],3,3,15,1,[5.8571615],122
[0.09830775],3,3,17,3,[5.872178],123
[0.09464871],3,3,7,6,[5.915741],124
[0.09979513],3,3,16,13,[5.904619],125
[0.10468239],3,3,18,4,[5.831312],126
[0.10082781],3,3,8,3,[5.8308477],127
[0.10461409],3,3,4,15,[5.859379],128
[0.10230877],3,3,17,10,[5.9204025],129
[0.10742365],3,3,17,5,[5.9194846],130
[0.10448758],3,3,17,2,[5.9604807],131
[0.10372172],3,3,1,10,[5.8555117],132
[0.10774496],3,3,8,1,[5.842938],133
[0.1057145],3,3,3,16,[5.8262496],134
[0.10722654],3,3,6,11,[5.9385924],135
[0.11167213],3,3,9,14,[5.9450216],136
[0.10988149],3,3,2,4,[5.8984976],137
[0.11042564],3,3,13,2,[5.9546213],138
[0.10958258],3,3,12,16,[5.862525],139
[0.11161543],3,3,16,11,[5.913767],140
[0.11354977],3,3,15,9,[5.914952],141
[0.11033141],3,3,17,10,[5.9115477],142
[0.11653081],3,3,18,4,[5.8282843],143
[0.11709088],3,3,18,14,[5.8920975],144
[0.11148068],3,3,7,4,[5.8627844],145
[0.11110564],3,3,13,15,[5.9146576],146
[0.10523659],3,3,12,10,[5.862013],147
[0.10913671],3,3,13,15,[5.9134808],148
[0.10690146],3,3,16,11,[5.9082394],149
[0.10368706],3,3,16,19,[5.865368],150
[0.10283133],3,3,1,2,[5.8879576],151
[0.10527091],3,3,4,9,[5.8698726],152
[0.10564253],3,3,15,18,[5.8546147],153
[0.0970481],3,3,7,6,[5.919635],154
[0.09816145],4,4,2,6,[5.947668],155
[0.09645405],4,4,11,10,[5.911243],156
[0.09642527],3,3,10,18,[5.8436017],157
[0.0994119],3,4,15,12,[5.8638525],158
[0.09490947],3,3,19,17,[5.905184],159
[0.09803616],4,4,15,9,[5.906684],160
[0.09665948],4,4,19,15,[5.87854],161
[0.10169671],4,4,2,14,[5.9641848],162
[0.0975798],18,4,12,18,[5.823224],163
[0.09815902],18,4,9,5,[5.9232364],164
[0.09431179],4,4,19,12,[5.848147],165
[0.09659982],18,4,9,12,[5.883742],166
[0.09592124],4,4,12,4,[5.815819],167
[0.09535399],4,4,3,14,[5.887866],168
[0.10009323],18,4,7,18,[5.8572826],169
[0.09788366],18,18,5,12,[5.8663487],170
[0.09559692],4,4,6,10,[5.895184],171
