probability,move1,move2,scenario_no1,scenario_no2,loss,move_no
[0.11471155],1,1,14,16,[5.904422],78
[0.11383088],1,1,2,4,[5.897993],79
[0.11569451],1,1,12,6,[5.8379717],80
[0.11354198],1,1,3,2,[5.8878994],81
[0.11629821],1,1,16,2,[5.903303],82
[0.11178374],1,1,9,5,[5.892932],83
[0.11598808],1,1,7,15,[5.919582],84
[0.10897458],1,1,19,5,[5.9336824],85
[0.11342455],1,1,1,14,[5.848532],86
[0.11269571],1,1,14,9,[5.8979435],87
[0.11117977],1,1,13,19,[5.8809557],88
[0.11340418],1,1,14,8,[5.922818],89
[0.11476027],1,1,14,10,[5.899433],90
[0.11569124],1,1,17,15,[5.935998],91
[0.11260559],1,1,18,3,[5.899166],92
[0.11384653],1,1,13,15,[5.8661594],93
[0.11506782],1,1,17,9,[5.9121437],94
[0.11217102],1,1,14,8,[5.9191294],95
[0.11503246],1,1,17,1,[5.861574],96
[0.11449555],1,1,9,17,[5.9101934],97
[0.11261002],1,1,13,2,[5.86464],98
[0.11153276],1,1,18,15,[5.925871],99
[0.10994629],1,1,18,5,[5.9262376],100
[0.1150284],1,1,6,11,[5.889763],101
[0.11345322],1,1,7,18,[5.933546],102
[0.11078575],1,1,5,13,[5.861081],103
[0.11195273],1,1,5,17,[5.9312267],104
[0.11095607],1,1,2,8,[5.9121265],105
[0.11045393],1,1,12,5,[5.8787155],106
[0.11318249],1,1,17,4,[5.920528],107
[0.11316665],1,1,12,17,[5.8985004],108
[0.1107962],1,1,4,15,[5.8988447],109
[0.11063933],1,1,12,1,[5.808611],110
[0.11301691],1,1,7,1,[5.846033],111
[0.11402205],1,1,1,17,[5.859427],112
[0.11275537],1,1,18,12,[5.88785],113
[0.11204583],1,1,19,13,[5.873127],114
[0.11893263],1,1,7,2,[5.920136],115
[0.11939006],1,1,14,17,[5.935523],116
[0.11952136],1,1,10,2,[5.9012856],117
[0.12048317],1,1,4,10,[5.884982],118
[0.11955538],1,1,2,14,[5.9162545],119
[0.12141476],1,1,10,3,[5.876495],120
[0.12407078],1,1,16,1,[5.821766],121
[0.12175379],1,1,4,15,[5.89721],122
[0.12306443],1,1,8,1,[5.830085],123
[0.1260414],1,1,9,17,[5.906829],124
[0.12569042],1,1,11,15,[5.919669],125
[0.12523927],1,1,4,18,[5.9093723],126
[0.12593932],1,1,8,2,[5.911373],127
[0.12984347],1,1,17,14,[5.9336786],128
[0.13160662],1,1,6,1,[5.7981653],129
[0.1326284],1,1,16,9,[5.881178],130
[0.132561],1,1,18,16,[5.916962],131
[0.1309966],1,1,3,8,[5.8926544],132
[0.1333692],1,1,10,11,[5.906999],133
[0.13273278],1,1,9,15,[5.8823643],134
[0.13240176],1,1,13,8,[5.8640656],135
[0.13508652],1,1,8,7,[5.9173546],136
[0.13460262],1,1,16,14,[5.90481],137
[0.13122661],1,1,8,2,[5.906791],138
[0.13194846],1,1,11,18,[5.936248],139
[0.13328522],1,1,12,10,[5.8589077],140
[0.1335563],1,1,16,13,[5.8559036],141
[0.13416158],1,1,16,12,[5.8684797],142
[0.12732792],1,1,3,19,[5.914508],143
[0.12899414],1,1,2,4,[5.894631],144
[0.12875126],1,1,9,10,[5.868413],145
[0.12830885],1,1,2,17,[5.9262853],146
[0.12720218],1,1,2,17,[5.9257007],147
[0.12678622],1,1,14,6,[5.89646],148
[0.12467454],1,1,1,14,[5.831258],149
[0.12769061],1,1,7,10,[5.902464],150
[0.12135396],1,1,14,18,[5.925745],151
[0.12624525],1,1,6,13,[5.8463707],152
[0.12703973],1,1,12,17,[5.8925056],153
[0.11888786],1,1,14,19,[5.9356313],154
[0.119599],1,1,2,19,[5.9295707],155
[0.12048529],1,1,10,5,[5.890459],156
[0.11843818],1,1,2,19,[5.9284825],157
[0.12109552],1,1,18,7,[5.9322305],158
[0.11892867],1,1,9,13,[5.841137],159
[0.12214416],1,1,16,9,[5.871294],160
[0.11811669],1,1,15,2,[5.9017363],161
[0.11925665],1,1,12,1,[5.798938],162
[0.11758052],1,1,15,3,[5.8961506],163
[0.11907869],1,1,17,10,[5.901716],164
[0.11933344],1,1,14,16,[5.8927402],165
[0.11746018],1,1,11,8,[5.919249],166
[0.11785682],1,1,3,17,[5.9126368],167
[0.11598661],1,1,9,3,[5.8697047],168
[0.116124],1,1,9,17,[5.8972616],169
[0.11806498],1,1,13,7,[5.8791656],170
[0.11464217],1,1,9,17,[5.894675],171
[0.11417221],1,1,6,18,[5.9079227],172
[0.1149551],1,1,16,2,[5.885503],173
[0.11163361],1,1,5,1,[5.8455153],174
[0.11054714],1,1,8,9,[5.8734093],175
[0.11208753],1,1,4,3,[5.8842764],176
[0.11294243],1,1,9,12,[5.8454027],177
[0.11096242],1,1,14,9,[5.8693666],178
[0.11252718],1,1,14,12,[5.8757443],179
[0.1087058],1,1,8,2,[5.8939695],180
[0.11123196],1,1,11,9,[5.883993],181
[0.11251979],1,1,12,1,[5.8067174],182
[0.11127424],1,1,8,12,[5.871406],183
[0.11179668],1,1,1,13,[5.7955112],184
[0.10959769],1,1,18,3,[5.905595],185
[0.11092199],1,1,5,17,[5.9255123],186
[0.11586209],1,1,16,10,[5.8772583],187
[0.11033498],1,1,18,2,[5.912875],188
[0.11402151],1,1,15,3,[5.8982773],189
[0.1141423],1,1,4,9,[5.855403],190
[0.11530564],1,1,3,1,[5.8201275],191
[0.11675112],1,1,3,16,[5.8829174],192
[0.11184189],1,1,13,19,[5.8882465],193
[0.11499915],1,1,17,3,[5.9057555],194
[0.11483545],1,1,18,4,[5.918518],195
[0.11955194],1,1,11,6,[5.9142447],196
[0.11692416],1,1,12,5,[5.880699],197
[0.11770185],1,1,13,11,[5.8818483],198
[0.11049153],1,1,19,8,[5.927641],199
[0.12056033],1,1,7,12,[5.8841343],200
[0.11878242],1,1,7,4,[5.919778],201
[0.11520854],1,1,2,14,[5.8998246],202
[0.11407575],1,1,15,9,[5.8597126],203
[0.11339857],1,1,9,10,[5.8398066],204
[0.11389137],1,1,3,15,[5.890989],205
[0.11399975],1,1,2,4,[5.8972254],206
[0.11064537],1,1,11,18,[5.937232],207
[0.11061396],1,1,15,17,[5.9244313],208
[0.11043238],1,1,7,9,[5.8605967],209
[0.10940038],1,1,3,2,[5.873201],210
[0.10568258],1,1,13,19,[5.8858585],211
[0.10877567],1,1,4,2,[5.8942356],212
[0.10929751],1,1,4,12,[5.8609586],213
[0.10742385],1,1,15,11,[5.9267073],214
[0.10331473],9,9,8,15,[5.9057384],215
[0.10440786],1,1,15,3,[5.8844185],216
[0.10506996],1,1,3,16,[5.8743052],217
[0.10237668],1,1,14,10,[5.893799],218
[0.10303167],9,1,12,19,[5.8929863],219
[0.09939001],1,1,4,18,[5.9117346],220
[0.10133158],9,1,13,9,[5.8051286],221
[0.10497326],9,9,7,6,[5.915946],222
[0.10387935],9,9,6,17,[5.916773],223
[0.10619698],9,9,7,18,[5.934572],224
[0.10408946],9,9,16,14,[5.899297],225
[0.10570961],9,9,17,15,[5.917979],226
[0.09769121],9,9,11,18,[5.93642],227
[0.10063232],9,9,3,2,[5.8602314],228
[0.09844664],9,9,12,10,[5.8505497],229
[0.09932058],9,9,18,6,[5.9158154],230
[0.0977788],9,9,8,3,[5.8681536],231
[0.0998466],9,9,19,6,[5.926991],232
[0.09966301],9,9,19,15,[5.929058],233
[0.09808339],9,9,6,5,[5.911964],234
[0.09808622],9,9,8,19,[5.929055],235
[0.09596762],9,9,18,2,[5.903489],236
[0.09365574],9,9,1,3,[5.821322],237
[0.092546],9,9,6,12,[5.8584533],238
[0.09404739],9,9,14,6,[5.90141],239
[0.09519533],9,9,17,1,[5.8786793],240
[0.09074479],1,1,11,6,[5.913598],241
[0.09005627],9,9,4,2,[5.885185],242
[0.09322307],9,9,10,17,[5.9060187],243
[0.08896782],9,9,1,8,[5.859997],244
[0.08896375],9,9,2,9,[5.8450394],245
[0.09055537],1,1,15,1,[5.853035],246
[0.09060045],9,9,5,19,[5.9445057],247
[0.09431988],1,1,4,7,[5.9130163],248
[0.09516662],1,1,6,14,[5.8953323],249
[0.0937115],1,1,5,4,[5.9118176],250
[0.08876254],1,1,18,2,[5.899376],251
[0.09478838],1,1,6,8,[5.8897533],252
[0.09165104],1,1,9,2,[5.8417544],253
[0.09376289],1,1,11,9,[5.8783684],254
[0.09003673],1,1,18,14,[5.919544],255
[0.09596614],1,1,2,6,[5.8682003],256
[0.09465618],9,1,6,19,[5.9104257],257
[0.0952892],9,9,16,10,[5.891558],258
[0.09533407],1,1,12,4,[5.8513813],259
[0.09690858],9,9,1,7,[5.8698654],260
[0.09387922],1,1,5,4,[5.90753],261
[0.09445377],1,1,15,11,[5.9200187],262
[0.09696127],1,9,16,1,[5.84921],263
[0.09556326],1,1,15,13,[5.87894],264
[0.09637167],1,1,11,4,[5.906684],265
[0.09673807],1,1,13,15,[5.878624],266
[0.09749961],1,1,3,16,[5.8787317],267
[0.09349131],9,9,2,5,[5.8924437],268
[0.09470081],9,1,18,14,[5.9212685],269
[0.09954096],1,1,6,1,[5.8223033],270
[0.09729046],1,1,10,4,[5.875037],271
[0.09796967],9,1,9,7,[5.8681955],272
[0.09421794],1,1,19,13,[5.9036236],273
[0.09595643],1,1,17,3,[5.898896],274
[0.09446812],1,1,10,8,[5.8919387],275
[0.10298808],1,1,12,6,[5.8438435],276
[0.10144737],1,1,6,3,[5.855725],277
[0.09416625],1,1,17,2,[5.8937345],278
[0.09725365],1,1,4,17,[5.901881],279
[0.09640149],1,1,4,8,[5.8838553],280
[0.0922793],1,1,19,1,[5.8794794],281
[0.09835526],1,1,4,11,[5.8980827],282
[0.09849016],1,1,12,5,[5.8868933],283
[0.09374326],1,1,8,5,[5.917358],284
[0.09672635],1,1,9,13,[5.839194],285
[0.10162955],1,1,6,11,[5.891897],286
[0.09685783],1,1,4,9,[5.833989],287
[0.09939376],1,1,15,4,[5.8759413],288
[0.10044495],1,1,7,13,[5.9034414],289
[0.09375866],1,1,3,8,[5.875514],290
[0.09441795],1,1,14,2,[5.8878317],291
[0.09563063],1,1,2,13,[5.8558893],292
[0.0952016],1,1,7,10,[5.9158535],293
[0.09589349],1,1,10,12,[5.860612],294
[0.09349751],1,1,4,17,[5.885829],295
[0.09158765],1,1,3,17,[5.8965397],296
[0.0890931],1,1,15,18,[5.9152994],297
[0.08858109],1,1,11,18,[5.9390936],298
[0.09534393],1,1,11,6,[5.891242],299
[0.09222199],1,1,7,3,[5.8983774],300
[0.09023398],9,9,7,5,[5.9360304],301
[0.08763117],4,4,4,19,[5.886014],302
[0.08987163],1,1,16,10,[5.89479],303
[0.08959395],1,1,7,11,[5.940557],304
[0.08996048],4,4,17,19,[5.946912],305
[0.08724349],4,4,5,18,[5.9324055],306
[0.09140709],4,4,19,3,[5.8937893],307
[0.09076083],4,4,3,18,[5.881772],308
[0.09259973],4,4,17,12,[5.8940372],309
[0.08977506],4,4,14,17,[5.931408],310
[0.09134432],4,4,2,18,[5.8911805],311
[0.09284953],4,4,12,10,[5.85723],312
[0.08919398],4,4,1,18,[5.8806577],313
[0.08926757],4,4,17,14,[5.929884],314
[0.09219537],4,4,8,19,[5.9301147],315
[0.08935199],4,4,8,14,[5.915113],316
[0.0894274],4,4,7,2,[5.8928638],317
[0.09091503],4,4,2,19,[5.9031286],318
[0.08518387],4,4,16,4,[5.8634453],319
[0.08485223],4,4,15,8,[5.8993025],320
[0.08803465],4,4,5,2,[5.889518],321
[0.0890995],3,4,13,10,[5.8600492],322
[0.08712436],4,4,18,14,[5.9221168],323
[0.08338067],4,4,16,5,[5.917501],324
[0.09102866],4,4,8,12,[5.873],325
[0.08308623],4,4,9,15,[5.871131],326
[0.08660462],4,4,1,13,[5.84254],327
[0.08279045],4,4,16,14,[5.911582],328
[0.08717909],4,4,14,11,[5.9295154],329
[0.08652346],4,4,19,17,[5.9409304],330
[0.08541394],4,4,8,10,[5.879371],331
[0.08442048],4,4,2,18,[5.877574],332
[0.08468504],4,4,7,11,[5.9380045],333
[0.08390331],3,4,10,3,[5.842321],334
[0.08113401],4,4,12,15,[5.87349],335
[0.08233432],4,4,19,1,[5.897969],336
[0.08276386],2,2,18,7,[5.928184],337
[0.07895082],1,1,13,16,[5.8819065],338
[0.08058817],2,2,9,16,[5.8735147],339
[0.07930751],4,4,10,11,[5.898362],340
[0.08211257],3,3,13,18,[5.8811517],341
[0.08168653],4,2,4,17,[5.8811674],342
[0.0812483],2,2,19,17,[5.939393],343
[0.07876704],3,2,3,10,[5.837123],344
[0.07820833],1,1,13,7,[5.8969154],345
[0.07865696],3,4,11,3,[5.8790617],346
[0.07797566],3,2,3,16,[5.8650036],347
[0.08157627],3,3,8,13,[5.86753],348
[0.07689885],2,2,15,8,[5.8913016],349
[0.07782715],2,2,6,17,[5.901],350
[0.07822578],3,3,7,13,[5.8894653],351
[0.08909931],3,3,12,10,[5.847683],352
[0.08118566],3,3,14,17,[5.918911],353
[0.09252173],3,3,13,19,[5.884294],354
[0.08745678],3,3,14,11,[5.922944],355
[0.08088997],3,3,2,7,[5.890247],356
[0.08846369],3,3,11,14,[5.921753],357
[0.08325776],3,3,7,13,[5.877878],358
[0.08432402],3,3,14,17,[5.915152],359
[0.08989688],3,3,5,10,[5.8911953],360
[0.09062525],3,3,18,1,[5.885539],361
[0.08524311],13,3,12,16,[5.8821936],362
[0.08723982],13,3,2,14,[5.8753605],363
[0.09357996],13,3,3,4,[5.8243504],364
[0.08520193],13,13,14,16,[5.8976746],365
[0.08164349],13,13,6,7,[5.907243],366
[0.08895976],13,13,9,1,[5.8624773],367
[0.08935132],13,13,2,5,[5.8959885],368
[0.08951337],13,13,3,16,[5.852459],369
[0.08823781],13,13,9,15,[5.884037],370
[0.08211913],13,13,7,9,[5.894997],371
[0.09097192],3,3,12,9,[5.866994],372
[0.09257569],3,3,12,1,[5.85291],373
[0.09946226],3,3,18,4,[5.8882008],374
[0.08022049],13,13,5,7,[5.932395],375
[0.09087335],3,3,5,10,[5.8924875],376
[0.092007],3,3,11,18,[5.923814],377
[0.09540426],3,3,12,4,[5.8546114],378
[0.08489513],3,3,9,1,[5.8538017],379
[0.0808755],13,13,16,5,[5.9108725],380
[0.09567901],3,3,4,19,[5.9039726],381
[0.07642205],9,3,7,9,[5.8825684],382
[0.08103065],3,3,16,10,[5.8737326],383
[0.07570952],9,9,7,9,[5.879227],384
[0.07907104],3,3,17,12,[5.886336],385
[0.07807376],3,3,12,15,[5.876576],386
[0.07734133],3,3,9,1,[5.8426304],387
[0.0786529],3,9,3,16,[5.853998],388
[0.07869805],9,9,17,1,[5.883396],389
[0.08843198],3,3,18,4,[5.8826947],390
[0.08575883],3,3,4,11,[5.8922486],391
[0.07943557],3,9,6,3,[5.86008],392
[0.08685943],9,9,14,7,[5.912468],393
[0.08103596],3,9,15,3,[5.865033],394
[0.08027514],1,9,1,6,[5.8578815],395
[0.08093762],9,1,9,6,[5.8558493],396
[0.08982931],9,9,7,5,[5.9215546],397
[0.08232905],3,3,4,15,[5.882277],398
[0.08286534],9,9,18,2,[5.8892074],399
[0.08643504],3,3,4,1,[5.834428],400
[0.08453987],3,9,17,13,[5.885551],401
[0.08357291],9,9,9,15,[5.8583903],402
[0.08579523],3,3,1,4,[5.8294477],403
[0.086603],9,9,3,7,[5.8731527],404
[0.08684453],1,1,6,11,[5.910881],405
[0.09414496],9,9,7,5,[5.918908],406
[0.09005206],9,9,19,17,[5.936984],407
[0.08822633],9,1,19,1,[5.887352],408
[0.08987962],1,1,11,6,[5.9100933],409
[0.09000413],9,9,16,5,[5.902957],410
[0.09254473],3,9,3,9,[5.8123865],411
[0.08944696],3,4,12,4,[5.8231688],412
[0.09136107],9,9,18,16,[5.9018183],413
[0.08933458],9,9,8,5,[5.9220285],414
[0.08571791],9,9,10,18,[5.8944306],415
[0.09577055],1,9,7,1,[5.855771],416
[0.09065814],1,1,12,14,[5.87558],417
[0.08807331],9,9,14,2,[5.8947725],418
[0.08855284],1,4,11,19,[5.9470277],419
[0.09013373],1,1,5,13,[5.892728],420
[0.09152654],1,1,14,11,[5.9273777],421
[0.09159686],9,1,15,9,[5.852949],422
[0.0895693],1,9,8,1,[5.864647],423
[0.08797555],3,9,19,12,[5.895648],424
[0.09193318],1,1,5,13,[5.891472],425
[0.09423923],9,9,17,9,[5.8572583],426
[0.09577829],9,9,7,10,[5.8992577],427
[0.09401257],4,9,4,19,[5.883188],428
[0.09282278],1,1,17,13,[5.893359],429
[0.09627073],1,1,12,15,[5.8708696],430
[0.0992775],9,1,9,6,[5.8375034],431
[0.10009597],9,9,19,16,[5.9193573],432
[0.09897207],9,1,9,6,[5.8345346],433
[0.09904298],9,9,5,2,[5.899068],434
[0.10231943],9,9,19,5,[5.934514],435
[0.11193337],9,9,7,19,[5.9272413],436
[0.09822783],9,9,11,18,[5.9298077],437
[0.09670755],1,9,10,11,[5.9088497],438
[0.10662026],9,9,7,3,[5.878293],439
[0.11104988],9,9,16,2,[5.8837485],440
[0.09753444],9,9,12,18,[5.8752894],441
[0.09786997],9,9,8,13,[5.890671],442
[0.11441657],9,9,19,16,[5.915229],443
[0.09965652],9,9,15,3,[5.8811216],444
[0.10444857],9,9,10,6,[5.8840227],445
[0.09873335],9,9,13,6,[5.868784],446
[0.09912848],9,9,10,1,[5.8469477],447
[0.10746332],9,9,2,8,[5.900422],448
[0.11679676],9,9,5,7,[5.9025855],449
[0.10738183],9,9,17,1,[5.868886],450
[0.10593451],9,9,15,9,[5.8350782],451
[0.0929692],9,9,12,14,[5.8690557],452
[0.09561066],9,9,12,6,[5.848674],453
[0.09499957],1,9,3,1,[5.818563],454
[0.08952583],1,1,13,10,[5.8583975],455
[0.09315777],9,9,8,13,[5.8852854],456
[0.10176762],9,9,14,2,[5.8974648],457
[0.10506358],9,9,8,15,[5.915019],458
[0.09030498],9,9,18,13,[5.8772144],459
[0.10377338],9,9,1,17,[5.864357],460
[0.10095408],9,9,5,2,[5.8960185],461
[0.09234096],9,1,4,9,[5.822406],462
[0.0898341],9,9,3,18,[5.8736086],463
[0.09136982],1,1,13,5,[5.8721924],464
[0.09698999],1,9,1,14,[5.855673],465
[0.09434842],1,1,13,1,[5.800234],466
[0.10235613],1,1,11,6,[5.9057417],467
[0.09700383],1,9,2,1,[5.832875],468
[0.10278853],1,1,3,6,[5.856703],469
[0.09357121],1,1,4,19,[5.8991585],470
[0.09866948],1,1,19,12,[5.887715],471
[0.09724148],13,1,19,13,[5.864018],472
[0.10093378],9,1,15,18,[5.916622],473
[0.10705716],1,1,6,17,[5.8985434],474
[0.11175882],1,13,1,13,[5.7706175],475
[0.10758583],9,1,9,15,[5.8497834],476
[0.10248643],1,1,8,10,[5.9024954],477
[0.10563294],13,1,10,3,[5.8386803],478
[0.09990785],1,1,19,5,[5.9348536],479
[0.1126902],1,1,4,6,[5.869788],480
[0.10417989],1,1,10,8,[5.9012375],481
[0.11210327],1,1,10,16,[5.900484],482
[0.10250796],13,1,8,3,[5.8586636],483
[0.12801288],1,13,1,13,[5.749631],484
[0.11374903],1,1,12,1,[5.7824755],485
[0.11387803],1,1,11,10,[5.9083605],486
[0.11609116],1,1,6,17,[5.897239],487
[0.10866102],13,1,3,2,[5.834112],488
[0.11525477],1,1,16,4,[5.8905005],489
[0.11912736],1,1,14,6,[5.8970733],490
[0.1079004],13,1,9,3,[5.802491],491
[0.10571297],1,1,19,5,[5.939027],492
[0.12412927],1,1,6,1,[5.792652],493
[0.12451717],1,1,11,16,[5.930722],494
[0.11153156],13,1,19,13,[5.8355446],495
[0.11113665],1,1,2,19,[5.920209],496
[0.12313849],1,1,12,15,[5.880392],497
[0.12006454],1,1,5,7,[5.9237175],498
[0.11064249],1,1,1,18,[5.8402877],499
[0.12963127],1,1,11,16,[5.9305153],500
[0.11852899],1,1,8,1,[5.8261538],501
[0.12054078],13,1,13,9,[5.7728276],502
[0.12547603],1,1,11,8,[5.9341726],503
[0.13032305],1,1,14,11,[5.935528],504
[0.1237092],1,1,5,17,[5.926377],505
[0.13539389],1,1,6,14,[5.894083],506
[0.13692595],1,13,3,1,[5.736063],507
[0.12796916],1,1,16,19,[5.9260015],508
[0.12862685],1,1,5,17,[5.92548],509
[0.12142336],1,1,18,5,[5.927742],510
[0.12451906],1,1,14,19,[5.936001],511
[0.12929824],1,1,19,2,[5.920562],512
[0.14094672],13,1,13,10,[5.794899],513
[0.13267007],1,1,2,5,[5.908037],514
[0.13136491],1,1,17,5,[5.921545],515
[0.13195679],1,1,17,14,[5.9276247],516
[0.12628546],1,1,17,9,[5.8655214],517
[0.13279657],1,1,18,6,[5.899007],518
[0.1268566],1,1,4,9,[5.8579464],519
[0.13464628],1,1,12,9,[5.8482714],520
[0.12099526],1,1,5,19,[5.9272394],521
[0.1319516],1,1,8,11,[5.931137],522
[0.12510164],1,1,3,8,[5.85557],523
[0.13062157],1,1,9,12,[5.8415318],524
[0.12025331],13,1,18,4,[5.9051676],525
[0.11350076],1,1,19,8,[5.927627],526
[0.12824178],1,1,7,3,[5.8765707],527
[0.12012019],1,1,4,8,[5.9015636],528
[0.11864742],1,1,17,2,[5.904142],529
[0.12118047],1,1,9,6,[5.816371],530
[0.12237698],1,1,7,1,[5.8234997],531
[0.12441846],1,1,5,12,[5.8828645],532
[0.11338694],9,1,8,19,[5.924131],533
[0.1067503],13,1,18,3,[5.857691],534
[0.12059551],1,1,9,12,[5.8249283],535
[0.12564914],1,1,6,14,[5.892318],536
[0.11762718],1,1,15,10,[5.9113803],537
[0.1283312],1,1,7,12,[5.8851995],538
[0.12929377],1,1,16,12,[5.880057],539
[0.10976015],1,1,3,9,[5.7906075],540
[0.12381931],9,9,7,5,[5.9095516],541
[0.11823383],1,1,8,12,[5.875105],542
[0.11403871],1,1,4,10,[5.885899],543
[0.11235355],9,9,8,2,[5.8997393],544
[0.11477942],9,9,8,15,[5.9176817],545
[0.11421951],1,1,1,10,[5.8108444],546
[0.12190942],1,9,1,17,[5.833948],547
[0.11054749],1,1,17,3,[5.8656206],548
[0.1127506],1,1,15,2,[5.908541],549
[0.11937699],1,1,12,5,[5.861451],550
[0.11996248],1,1,5,12,[5.859807],551
[0.11724351],3,1,3,4,[5.803624],552
[0.12169639],9,9,18,7,[5.930839],553
[0.10598387],1,1,18,4,[5.902401],554
[0.12121746],1,1,7,13,[5.870221],555
[0.10739281],1,1,8,5,[5.9006777],556
[0.11899012],9,1,19,7,[5.9307365],557
[0.10937367],1,1,11,18,[5.939166],558
[0.1261651],1,1,12,16,[5.855119],559
[0.11559467],3,9,3,9,[5.755973],560
[0.11803658],1,1,11,15,[5.9373264],561
[0.12497819],1,1,1,6,[5.7877645],562
[0.11057455],3,1,5,13,[5.846957],563
[0.10630091],3,9,13,9,[5.782899],564
[0.12032306],9,1,9,16,[5.834446],565
[0.11251888],3,1,12,8,[5.844493],566
[0.10654855],9,1,5,18,[5.9069247],567
[0.11440639],1,1,7,4,[5.9019594],568
[0.13180818],3,1,11,3,[5.841749],569
[0.11206066],9,1,9,2,[5.823205],570
[0.1390466],1,3,13,1,[5.752709],571
[0.11678905],1,1,1,16,[5.820452],572
[0.11567517],9,9,15,19,[5.935128],573
[0.12140396],3,9,9,13,[5.755127],574
[0.11778364],9,9,8,19,[5.9238424],575
[0.11733697],3,9,8,3,[5.813855],576
[0.13041776],9,9,2,7,[5.9093275],577
[0.12079367],1,1,5,6,[5.8777876],578
[0.11358103],1,9,11,8,[5.927664],579
[0.11667497],3,9,18,13,[5.8295584],580
[0.11493743],9,9,17,4,[5.9124804],581
[0.14338017],3,9,9,3,[5.7141523],582
[0.13748014],3,9,12,9,[5.760659],583
[0.12467546],9,9,14,16,[5.9302273],584
[0.11459033],3,9,14,12,[5.8657255],585
[0.13084765],9,9,16,10,[5.920033],586
[0.13570282],9,9,5,8,[5.890999],587
[0.13558978],9,9,9,15,[5.8017864],588
[0.14285566],9,9,5,19,[5.912691],589
[0.1414725],9,9,10,16,[5.919674],590
[0.11896624],1,1,6,12,[5.837895],591
[0.14884456],3,9,15,3,[5.833998],592
[0.12205937],3,9,3,4,[5.774913],593
