probability,move1,move2,scenario_no1,scenario_no2,loss,move_no
[0.31411046],4,4,19,15,[5.8834004],127
[0.31074086],4,4,8,2,[5.960131],128
[0.30079028],4,4,8,12,[5.9433584],129
[0.29959756],4,4,9,11,[5.970961],130
[0.29812458],4,4,4,19,[5.608609],131
[0.30324566],4,4,19,14,[5.915288],132
[0.30688667],4,4,5,13,[5.859165],133
[0.28942266],4,4,7,18,[5.9603715],134
[0.3099003],4,4,4,10,[5.6529293],135
[0.30324617],4,4,18,10,[5.9786234],136
[0.3232336],4,4,4,12,[5.6086044],137
[0.33473158],4,4,14,12,[5.947878],138
[0.32356825],4,4,16,19,[5.8213954],139
[0.35128134],4,4,2,7,[5.952926],140
[0.3491128],4,4,5,16,[5.886178],141
[0.3586655],4,4,7,2,[5.953274],142
[0.34855843],4,4,11,9,[5.974531],143
[0.3587507],4,4,2,1,[5.928302],144
[0.36695617],4,4,2,10,[5.969054],145
[0.3649459],4,4,10,2,[5.96815],146
[0.35720932],4,4,2,3,[5.957456],147
[0.34305236],4,4,3,6,[5.9459686],148
[0.32724136],4,4,3,8,[5.9637766],149
[0.32277718],4,4,16,3,[5.889438],150
[0.31945843],4,4,16,10,[5.8821917],151
[0.3136751],4,4,13,18,[5.892511],152
[0.32315788],4,4,10,12,[5.9424],153
[0.28296503],4,4,16,18,[5.866842],154
[0.29481348],4,4,9,12,[5.940153],155
[0.29369766],4,4,4,10,[5.6498733],156
[0.2685203],4,4,1,3,[5.92169],157
[0.29573733],4,4,5,10,[5.95302],158
[0.26204222],4,4,19,1,[5.8528748],159
[0.27101386],4,4,12,1,[5.8920956],160
[0.2798375],4,4,14,6,[5.9485493],161
[0.2627248],4,4,1,10,[5.9224215],162
[0.2624235],4,4,7,14,[5.9510956],163
[0.25201795],4,4,5,17,[5.9194717],164
[0.26624593],4,4,11,5,[5.949055],165
[0.22677003],4,4,18,7,[5.9497433],166
[0.21823655],4,4,7,8,[5.9401407],167
[0.23986703],4,4,10,3,[5.949019],168
[0.21444586],4,4,13,17,[5.8510737],169
[0.2274796],4,4,4,6,[5.683607],170
[0.20809637],4,4,18,1,[5.90933],171
[0.22255439],4,4,5,19,[5.865741],172
[0.21557795],4,4,11,3,[5.9507313],173
[0.21913739],4,4,2,18,[5.9534006],174
[0.20000507],4,4,8,9,[5.9631658],175
[0.22787325],4,4,10,4,[5.6934037],176
[0.21095148],4,4,10,17,[5.9269524],177
[0.20727766],4,4,16,1,[5.7917757],178
[0.21283361],4,4,15,17,[5.9118505],179
[0.22057408],4,4,8,2,[5.944713],180
[0.21928565],4,4,19,13,[5.807779],181
[0.22092456],4,4,4,7,[5.6848335],182
[0.23717533],4,4,12,4,[5.6501403],183
[0.2343033],4,4,13,11,[5.881375],184
[0.22888963],4,4,8,3,[5.9449263],185
[0.26883662],4,4,5,6,[5.923128],186
[0.2470786],4,4,12,17,[5.901992],187
[0.26461205],4,4,1,5,[5.8755746],188
[0.24993904],4,4,7,1,[5.8730927],189
[0.25719237],4,4,3,11,[5.951329],190
[0.26648495],4,4,7,10,[5.934451],191
[0.27458826],4,4,9,2,[5.9567804],192
[0.28114277],4,4,5,4,[5.6151867],193
[0.2673613],4,4,3,6,[5.9270296],194
[0.29031467],4,4,10,4,[5.605465],195
[0.26704437],4,4,18,13,[5.888672],196
[0.2798447],4,4,3,11,[5.949854],197
[0.27689508],4,4,16,3,[5.882023],198
[0.2997651],4,4,19,4,[5.538598],199
[0.30767497],4,4,2,16,[5.8860536],200
[0.3199153],4,4,15,3,[5.9378743],201
[0.33231214],4,4,13,6,[5.8659143],202
[0.33510804],4,4,3,4,[5.5376806],203
[0.32071728],4,4,11,17,[5.941291],204
[0.32885844],4,4,8,11,[5.9657965],205
[0.36687487],4,4,12,9,[5.9518166],206
[0.3766012],4,4,4,7,[5.496435],207
[0.37262103],4,4,5,18,[5.9535713],208
[0.34779125],4,4,1,8,[5.910692],209
[0.40757105],4,4,10,1,[5.912796],210
[0.38546616],4,4,6,8,[5.9511824],211
[0.416005],4,4,7,12,[5.9374866],212
[0.42106295],4,4,6,13,[5.881512],213
[0.41421732],4,4,19,15,[5.9226704],214
[0.43681216],4,4,13,10,[5.9044604],215
[0.4303708],4,4,9,14,[5.9880385],216
[0.3638982],4,4,3,17,[5.921912],217
[0.4190758],4,4,10,15,[5.9577923],218
[0.3569431],4,4,15,8,[5.9549956],219
[0.36649892],4,4,3,19,[5.8953667],220
[0.3607761],4,4,15,11,[5.959504],221
[0.2989529],4,4,8,1,[5.8986044],222
[0.3108862],4,4,12,8,[5.9365206],223
[0.3210737],4,4,3,9,[5.9372635],224
[0.30133533],4,4,17,14,[5.945242],225
[0.2973691],4,4,9,13,[5.886257],226
[0.29483515],4,4,7,15,[5.9306192],227
[0.27173427],4,4,14,18,[5.975603],228
[0.23939297],4,4,8,3,[5.901395],229
[0.22060917],4,4,16,18,[5.891746],230
[0.2526361],4,4,1,14,[5.8986835],231
[0.22651841],4,4,9,16,[5.8961067],232
[0.20789413],4,4,12,16,[5.869525],233
[0.19968028],4,4,12,18,[5.93663],234
[0.18397208],4,4,3,18,[5.89746],235
[0.20891438],4,4,15,9,[5.950691],236
[0.20073323],4,4,14,7,[5.937133],237
[0.1966931],4,4,10,7,[5.9195395],238
[0.17179209],4,4,10,18,[5.9507656],239
[0.1357895],4,4,1,8,[5.869238],240
[0.15350716],4,4,1,15,[5.865008],241
[0.15379328],4,4,11,9,[5.964234],242
[0.14750685],4,4,5,13,[5.8473606],243
[0.1203256],4,4,3,1,[5.7847033],244
[0.14973965],4,4,7,5,[5.901083],245
[0.12918702],4,4,10,1,[5.8470407],246
[0.12292311],3,4,15,3,[5.8411026],247
[0.12004813],4,3,1,13,[5.757811],248
[0.13150725],4,1,14,1,[5.8504734],249
[0.12797363],1,1,7,2,[5.912775],250
[0.13389039],3,1,3,6,[5.8263397],251
[0.14224514],1,1,2,5,[5.9348207],252
[0.14500105],1,1,14,2,[5.9606104],253
[0.14888036],1,1,16,10,[5.8595295],254
[0.15478061],1,1,11,17,[5.9437313],255
[0.16256556],4,1,19,4,[5.7791634],256
[0.1540198],1,1,16,8,[5.862771],257
[0.1631123],1,1,1,2,[5.7996297],258
[0.18244605],1,4,1,4,[5.6336045],259
[0.17607981],1,1,1,17,[5.7733335],260
[0.18893754],1,1,5,17,[5.920711],261
[0.19678095],1,1,2,14,[5.9602747],262
[0.21683481],1,1,7,5,[5.8993697],263
[0.22276427],1,1,7,9,[5.9221153],264
[0.2147518],1,1,6,13,[5.857983],265
[0.24116406],1,1,1,10,[5.707512],266
[0.24783802],1,1,10,12,[5.9249377],267
[0.2631904],1,1,5,1,[5.6755767],268
[0.27315596],1,1,15,3,[5.8552866],269
[0.28371057],1,1,18,3,[5.8748136],270
[0.28260943],1,1,17,12,[5.92591],271
[0.28279987],1,1,2,13,[5.874151],272
[0.31993192],1,1,1,10,[5.626607],273
[0.32047614],1,1,8,15,[5.9473734],274
[0.32913864],1,1,14,8,[5.9641733],275
[0.333629],1,1,16,11,[5.9163237],276
[0.33970726],1,1,10,13,[5.8780966],277
[0.34877607],1,1,1,16,[5.5531588],278
[0.3480645],1,1,17,12,[5.932375],279
[0.3569907],1,1,12,17,[5.9327393],280
[0.3716613],1,1,3,2,[5.8746686],281
[0.37230927],1,1,5,13,[5.8820233],282
[0.40242335],1,1,5,1,[5.532403],283
[0.38097677],1,1,2,16,[5.9123073],284
[0.39890692],1,1,11,3,[5.89145],285
[0.420354],1,1,7,19,[5.9302797],286
[0.40601972],1,1,16,1,[5.4905357],287
[0.41076],1,1,9,17,[5.961564],288
[0.4030223],1,1,1,13,[5.4590864],289
[0.4155993],1,1,17,12,[5.9363174],290
[0.4782117],1,1,1,10,[5.468191],291
[0.46642008],1,1,3,18,[5.9052286],292
[0.48562908],1,1,19,2,[5.96762],293
[0.5104781],1,1,11,19,[5.978569],294
[0.47621667],1,1,16,13,[5.8664727],295
[0.50314695],1,1,8,3,[5.8991632],296
[0.5064195],1,1,4,7,[5.878746],297
[0.49678057],1,1,16,18,[5.930381],298
[0.5168496],1,1,19,11,[5.979355],299
[0.4887053],1,1,17,11,[5.967515],300
[0.5027915],1,1,11,7,[5.966732],301
[0.46858355],1,1,8,3,[5.8834],302
[0.46253347],1,1,8,11,[5.9783278],303
[0.45077994],1,1,14,3,[5.8849783],304
[0.48119804],1,1,1,10,[5.452263],305
[0.42999595],1,1,11,17,[5.9590464],306
[0.43454078],1,1,19,2,[5.962264],307
[0.45031953],1,1,15,9,[5.979783],308
[0.40268382],1,1,3,4,[5.7733717],309
[0.4527613],1,1,5,19,[5.95067],310
[0.4334504],1,1,14,10,[5.975193],311
[0.40082783],1,1,19,8,[5.954049],312
[0.37606695],1,1,8,11,[5.9688425],313
[0.37063673],1,1,2,19,[5.9544735],314
[0.36996236],1,1,8,9,[5.971413],315
[0.33955994],1,1,9,4,[5.843857],316
[0.34189802],1,1,19,17,[5.925748],317
[0.32318428],1,1,6,8,[5.960166],318
[0.30632648],1,1,16,8,[5.87124],319
[0.3096446],1,1,4,15,[5.8313713],320
[0.28332227],1,1,19,4,[5.7859535],321
[0.31625465],1,1,9,10,[5.9636183],322
[0.2676124],1,1,11,6,[5.9659977],323
[0.25153974],1,1,11,16,[5.874468],324
[0.25450823],1,1,17,5,[5.913457],325
[0.23711425],1,1,9,14,[5.979185],326
[0.21492873],1,1,2,14,[5.9635396],327
[0.21529365],1,1,11,6,[5.960822],328
[0.21203542],4,1,4,3,[5.5851717],329
[0.19625959],1,1,16,14,[5.877217],330
[0.19537917],1,1,15,17,[5.9129095],331
[0.20075324],1,1,19,7,[5.9090424],332
[0.18275818],1,1,11,7,[5.9427257],333
[0.16889495],1,1,17,19,[5.885233],334
[0.16087322],4,1,4,16,[5.553498],335
[0.17611986],4,3,14,3,[5.808624],336
[0.16331586],1,1,15,7,[5.935051],337
[0.17915739],1,4,6,11,[5.9554205],338
[0.17900293],4,4,10,11,[5.949557],339
[0.16872808],4,16,16,4,[5.4797997],340
[0.17360301],16,4,17,2,[5.910019],341
[0.2003909],4,4,5,19,[5.906289],342
[0.1886363],4,4,12,6,[5.9499283],343
[0.15783773],4,4,7,18,[5.9505606],344
[0.16807137],4,4,18,15,[5.960963],345
[0.20923623],4,4,11,14,[5.964339],346
[0.16302408],4,4,13,1,[5.7649665],347
[0.19072324],4,4,16,14,[5.8062735],348
[0.20151149],4,4,1,14,[5.820935],349
[0.19681767],4,4,17,10,[5.9044113],350
[0.19364578],4,4,17,10,[5.903118],351
[0.19926544],16,4,17,2,[5.9021235],352
[0.17357166],4,4,12,18,[5.9628835],353
[0.16957216],4,4,5,17,[5.878745],354
[0.17000422],16,4,17,3,[5.7848616],355
[0.18318918],4,4,19,13,[5.8597155],356
[0.24211948],16,4,16,10,[5.762553],357
[0.18168013],4,4,7,4,[5.5164647],358
[0.16795123],4,4,13,19,[5.85746],359
[0.1965981],16,4,15,2,[5.94771],360
[0.18105035],16,4,6,11,[5.9513407],361
[0.14050487],4,4,11,3,[5.8367653],362
[0.20858634],1,4,5,1,[5.7976904],363
[0.17789793],4,1,14,1,[5.8075566],364
[0.21123916],4,4,5,10,[5.9437284],365
[0.17230083],4,4,10,13,[5.885661],366
[0.15381303],16,16,7,18,[5.9495454],367
[0.16081896],16,16,18,10,[5.9629707],368
[0.18154274],4,4,2,10,[5.946885],369
[0.14647037],16,16,7,18,[5.9470377],370
[0.1579359],4,3,4,3,[5.4447794],371
[0.1450591],16,16,18,15,[5.9615383],372
[0.15760112],16,16,8,19,[5.911625],373
[0.14600961],16,1,11,17,[5.86158],374
[0.1405179],3,16,12,18,[5.9620714],375
[0.16239633],3,16,3,17,[5.735363],376
[0.17566884],4,4,10,7,[5.9238815],377
[0.17419928],4,4,10,7,[5.9225454],378
[0.16112095],4,3,15,13,[5.8830833],379
[0.16071247],4,3,13,6,[5.8781815],380
[0.16000752],3,4,12,19,[5.9118824],381
[0.1984141],4,3,14,3,[5.786631],382
[0.13801935],3,3,18,3,[5.7952986],383
[0.16130237],16,4,9,16,[5.836424],384
[0.1494445],3,3,2,17,[5.858806],385
[0.15421322],3,3,12,19,[5.911627],386
[0.17374527],3,3,19,3,[5.6886673],387
[0.17529596],3,3,6,19,[5.9168453],388
[0.18092097],3,3,12,7,[5.9246407],389
[0.2033484],3,3,15,8,[5.951606],390
[0.19199327],3,3,10,17,[5.8423357],391
[0.19567701],3,3,13,7,[5.855075],392
[0.2374713],4,3,1,4,[5.4949455],393
[0.23327349],3,3,6,1,[5.825825],394
[0.20523842],3,3,5,17,[5.8381653],395
[0.21532522],3,3,2,7,[5.926243],396
[0.20612487],3,3,18,6,[5.9699717],397
[0.18530789],3,3,9,10,[5.9513483],398
[0.21100713],3,3,15,3,[5.6660395],399
[0.19948107],3,3,2,14,[5.9670453],400
[0.21360873],3,3,10,2,[5.937844],401
[0.22265294],3,4,14,12,[5.966194],402
[0.20689633],3,3,3,17,[5.553076],403
[0.21442205],3,3,9,15,[5.9677157],404
[0.21389572],3,3,14,17,[5.849517],405
[0.21917978],3,3,10,7,[5.9054832],406
[0.24128489],3,3,7,8,[5.922345],407
[0.24407342],3,3,8,5,[5.954032],408
[0.23858851],4,3,4,9,[5.5624437],409
[0.24849822],3,3,11,8,[5.965103],410
[0.21333562],3,3,17,9,[5.824218],411
[0.23498386],3,3,2,7,[5.9213486],412
[0.2376154],3,3,15,1,[5.804268],413
[0.23082742],3,4,13,6,[5.886754],414
[0.22576109],3,3,19,1,[5.7672353],415
[0.20087847],3,3,10,3,[5.626368],416
[0.22259136],4,3,19,14,[5.928048],417
[0.22073956],3,3,2,18,[5.97058],418
[0.2050374],1,3,1,10,[5.7522316],419
[0.20468642],17,3,5,17,[5.769492],420
[0.21044293],3,3,2,1,[5.7908244],421
[0.18801963],1,3,1,9,[5.7797337],422
[0.20169005],4,3,4,6,[5.4877563],423
[0.1880042],3,17,16,12,[5.899041],424
[0.19629307],17,3,8,19,[5.9178095],425
[0.15815032],17,17,9,16,[5.905459],426
[0.17246276],17,3,2,16,[5.8941846],427
[0.21199077],4,17,17,4,[5.352791],428
[0.20011137],1,17,18,11,[5.977726],429
[0.27346903],4,3,3,4,[5.2207556],430
[0.19744362],4,4,4,9,[5.3728952],431
[0.16820624],17,4,18,6,[5.9712744],432
[0.16695805],17,1,8,16,[5.8787174],433
[0.20050195],4,17,18,14,[5.983549],434
[0.23314449],4,4,12,10,[5.9441233],435
[0.27663645],1,4,19,11,[5.9331822],436
[0.28180784],4,4,7,4,[5.2254663],437
[0.21584585],4,4,3,14,[5.779128],438
[0.29336563],17,4,15,17,[5.757051],439
[0.33041877],1,4,19,1,[5.6808786],440
[0.18675922],4,4,18,13,[5.937133],441
[0.24451233],4,4,18,10,[5.961562],442
[0.1956399],4,4,16,11,[5.8838425],443
[0.35625264],1,4,5,1,[5.7069817],444
[0.2997799],4,4,2,14,[5.980625],445
[0.31827074],4,4,10,2,[5.9497986],446
[0.2733008],17,4,17,19,[5.723048],447
[0.19062667],4,4,13,5,[5.937686],448
[0.23756693],1,4,19,1,[5.626257],449
[0.19509673],4,3,13,15,[5.9250317],450
[0.24241474],4,17,14,17,[5.7475758],451
[0.21398252],1,17,8,11,[5.9672394],452
[0.20687158],3,1,3,15,[5.7414455],453
[0.1896966],17,3,8,12,[5.960512],454
[0.20392892],17,1,15,8,[5.9599905],455
[0.26360482],4,1,10,14,[5.9645004],456
[0.19978996],17,1,17,9,[5.7207747],457
[0.2161544],3,1,3,19,[5.6856613],458
[0.18731323],17,17,9,6,[5.974584],459
[0.21915704],17,1,7,9,[5.9565125],460
[0.33002654],3,4,14,3,[5.726821],461
[0.24260993],17,3,12,17,[5.708641],462
[0.2308698],17,17,2,19,[5.9235506],463
[0.2095226],3,17,10,12,[5.9470167],464
[0.23957641],1,17,5,1,[5.6490684],465
[0.22413777],17,17,7,15,[5.94656],466
[0.21560898],3,4,3,14,[5.635767],467
[0.25009692],17,17,2,18,[5.978508],468
[0.2638348],17,17,9,15,[5.973777],469
[0.25994173],3,17,12,7,[5.944644],470
[0.22330013],17,17,6,17,[5.6440563],471
[0.21587913],3,3,2,10,[5.9503956],472
[0.2375423],3,17,3,2,[5.5458717],473
[0.23696384],3,17,3,6,[5.5454416],474
[0.29151282],4,17,8,4,[5.583049],475
[0.26435566],17,3,17,6,[5.631998],476
[0.27254668],3,3,2,15,[5.9693995],477
[0.27599],3,3,14,6,[5.9781656],478
[0.27779642],3,3,1,14,[5.72359],479
[0.32235733],4,17,16,4,[5.377347],480
[0.2595313],3,3,18,1,[5.764428],481
[0.2798451],3,3,15,10,[5.959179],482
[0.29227504],17,3,16,2,[5.9135284],483
[0.23291555],3,3,10,9,[5.9649644],484
[0.26944545],1,3,5,1,[5.637372],485
[0.2640884],3,3,2,14,[5.975887],486
[0.30215767],17,4,14,17,[5.7029],487
[0.23758987],3,4,18,13,[5.9546776],488
[0.25345585],17,1,11,18,[5.9879475],489
[0.43236578],3,4,13,10,[5.936423],490
[0.21233855],3,1,9,3,[5.519173],491
[0.33443233],3,4,5,13,[5.952531],492
[0.22936621],4,1,4,19,[5.229789],493
[0.26858845],1,1,1,5,[5.5500755],494
[0.28766605],1,17,11,8,[5.9780617],495
[0.21907353],1,1,2,5,[5.9647913],496
[0.22754104],1,1,15,9,[5.976226],497
[0.3290189],17,1,11,17,[5.670088],498
[0.2859672],1,1,10,15,[5.955687],499
[0.31353566],3,17,12,16,[5.9104395],500
[0.32383657],3,17,12,18,[5.9793854],501
[0.27292052],17,1,5,18,[5.981641],502
[0.20431884],17,3,8,2,[5.9663544],503
[0.2137654],1,17,11,19,[5.9483395],504
[0.24601224],17,1,16,5,[5.919017],505
[0.33919898],17,3,12,17,[5.646893],506
[0.24289525],4,17,4,15,[5.226092],507
[0.3730941],1,4,13,1,[5.66698],508
[0.23136564],17,17,9,2,[5.9736104],509
[0.27637753],17,1,5,17,[5.5422487],510
[0.31700692],17,17,2,15,[5.9617786],511
[0.4112868],1,3,3,1,[5.2283163],512
[0.27230337],17,17,8,6,[5.9754925],513
[0.28685912],17,17,19,8,[5.9476576],514
[0.3115602],4,1,4,11,[5.217701],515
[0.2832269],17,17,17,19,[5.4391794],516
[0.38761735],4,3,4,3,[4.8721848],517
[0.3411474],17,4,18,13,[5.9480247],518
[0.32583964],17,1,7,11,[5.972376],519
[0.2731415],17,17,12,5,[5.9691744],520
[0.45849496],3,17,3,8,[5.6684885],521
[0.4339918],17,4,14,8,[5.988282],522
[0.3698119],17,17,5,16,[5.925197],523
[0.26476246],3,1,3,11,[5.572003],524
[0.5081566],17,3,3,17,[5.1561255],525
[0.25883707],17,17,11,8,[5.979491],526
[0.36016324],17,17,16,19,[5.8886786],527
[0.40021768],17,3,18,12,[5.986931],528
[0.2642542],4,17,4,2,[5.1568427],529
[0.24281721],17,17,8,11,[5.978924],530
[0.28888068],17,17,18,6,[5.987834],531
[0.27952895],17,17,2,18,[5.9839277],532
[0.26911247],4,17,14,6,[5.9874477],533
[0.2613678],17,3,7,11,[5.9709997],534
[0.23892456],3,3,11,10,[5.967893],535
[0.28586373],17,3,8,10,[5.965088],536
[0.25975725],4,3,4,6,[5.1367207],537
[0.30440313],3,17,7,12,[5.972336],538
[0.24202624],1,3,1,9,[5.6788864],539
[0.24185877],3,3,6,10,[5.9644203],540
[0.28496942],3,17,7,12,[5.9710836],541
[0.25487357],3,3,10,11,[5.9635053],542
[0.26145282],3,3,3,6,[5.3071175],543
[0.3295939],17,3,8,19,[5.94527],544
[0.48092976],3,4,16,13,[5.9199653],545
[0.31584588],17,3,15,8,[5.96991],546
[0.3323323],1,17,1,18,[5.7111115],547
[0.23388784],3,3,6,12,[5.9786716],548
[0.30427137],4,17,4,16,[5.060601],549
[0.32073396],1,3,19,1,[5.566992],550
[0.26022705],3,3,2,9,[5.976896],551
[0.24120216],4,3,9,4,[5.130698],552
[0.276306],3,17,8,12,[5.971415],553
[0.55499154],4,3,4,12,[5.171617],554
[0.19071667],3,3,3,7,[5.3261347],555
[0.20419079],3,3,2,7,[5.955714],556
[0.22736241],4,17,14,8,[5.973928],557
[0.22401278],1,3,1,8,[5.538529],558
[0.5327755],3,1,3,1,[4.969594],559
[0.300792],3,4,12,9,[5.9809484],560
[0.26932958],17,3,17,2,[5.6493034],561
[0.23507094],1,1,10,2,[5.9507966],562
[0.445764],4,1,11,14,[5.9904814],563
[0.23434393],3,17,12,16,[5.873255],564
[0.59712774],3,1,1,3,[4.915373],565
[0.27438492],1,1,10,6,[5.956852],566
[0.29713058],1,1,10,8,[5.9559937],567
[0.27653438],1,1,18,10,[5.9717445],568
[0.39298466],17,1,17,5,[5.6533756],569
[0.30449635],4,1,14,8,[5.9739],570
[0.3154784],4,1,4,19,[5.101351],571
[0.24140212],3,17,16,3,[5.2323217],572
[0.205001],3,3,7,2,[5.9562864],573
[0.24569388],4,17,4,16,[5.0119514],574
[0.25197545],4,17,18,4,[5.135639],575
[0.46992996],3,4,15,13,[5.968708],576
[0.20356108],3,3,7,6,[5.964225],577
[0.24903691],1,1,7,10,[5.9486356],578
[0.33678257],4,1,11,4,[5.114609],579
[0.29461718],1,1,5,1,[5.4057713],580
[0.29706997],17,3,8,6,[5.963011],581
[0.20434776],17,4,9,16,[5.846467],582
[0.31408504],1,1,5,19,[5.9550114],583
[0.37088114],3,17,3,17,[5.0212593],584
[0.2611142],4,3,2,4,[5.0836124],585
[0.6590845],4,3,13,6,[5.971528],586
[0.24727151],1,3,1,6,[5.4881935],587
[0.2001452],17,1,16,10,[5.792676],588
[0.21709621],17,1,8,9,[5.972027],589
[0.24276812],4,1,14,7,[5.9778004],590
[0.23867856],17,3,17,2,[5.5864244],591
[0.24239244],3,1,3,19,[5.2115607],592
[0.2414582],3,1,3,19,[5.207655],593
