probability,move1,move2,scenario_no1,scenario_no2,loss,move_no
[0.10378595],11,11,11,5,[5.8630266],1
[0.13803294],11,11,10,14,[5.9196625],2
[0.17037931],11,11,15,17,[5.86588],3
[0.1798074],11,11,8,19,[5.9128876],4
[0.18894042],11,11,13,15,[5.8995895],5
[0.18677074],11,11,15,8,[5.860757],6
[0.18819535],11,11,1,14,[5.8775454],7
[0.1805141],11,11,16,13,[5.9493685],8
[0.16482921],11,11,1,8,[5.8777056],9
[0.15546194],11,11,11,8,[5.754324],10
[0.16139878],11,11,14,2,[5.8536663],11
[0.16588913],11,11,11,17,[5.7331524],12
[0.17427398],11,11,16,19,[5.950778],13
[0.17794102],11,11,15,13,[5.818313],14
[0.18437588],11,11,4,15,[5.8427563],15
[0.18881898],11,11,16,3,[5.9756536],16
[0.18171962],11,11,13,6,[5.9285088],17
[0.18262735],11,11,15,4,[5.804115],18
[0.20470588],15,15,5,11,[5.790066],19
[0.21785025],15,15,1,17,[5.8699236],20
[0.23163675],15,15,4,9,[5.98456],21
[0.24045907],15,15,9,14,[5.8893733],22
[0.24818772],15,15,15,4,[5.7358723],23
[0.2694256],15,15,12,6,[5.973769],24
[0.28547645],15,15,18,3,[5.98639],25
[0.30708066],15,15,15,12,[5.680668],26
[0.34404206],15,15,11,9,[5.83055],27
[0.36390358],15,15,4,2,[5.9742475],28
[0.38357022],15,15,14,16,[5.8996515],29
[0.40047845],15,15,9,6,[5.986618],30
[0.41074076],15,15,8,5,[5.920643],31
[0.40979052],15,15,14,3,[5.895961],32
[0.4112564],15,15,17,2,[5.9279118],33
[0.4075376],15,15,10,9,[5.992895],34
[0.39876905],15,15,13,2,[5.9489117],35
[0.39177984],15,15,5,16,[5.978484],36
[0.378215],15,15,10,3,[5.986968],37
[0.36928272],15,15,2,18,[5.9826636],38
[0.36224207],15,15,2,4,[5.9692636],39
[0.34663257],15,15,15,3,[5.6359215],40
[0.36041287],15,15,14,7,[5.8568864],41
[0.35975394],15,15,17,14,[5.789976],42
[0.3537143],15,15,17,13,[5.8890676],43
[0.34674433],15,15,8,13,[5.892296],44
[0.33676767],15,15,19,1,[5.958418],45
[0.32698202],15,15,1,12,[5.968423],46
[0.30310696],15,15,18,14,[5.7918253],47
[0.29555318],15,15,11,3,[5.8665547],48
[0.26794448],15,15,13,10,[5.931959],49
[0.2564462],15,15,15,4,[5.7121897],50
[0.2593823],15,15,7,6,[5.983783],51
[0.26352465],14,14,2,1,[5.945149],52
[0.26196516],15,14,16,3,[5.9812894],53
[0.2530646],14,15,2,4,[5.9565296],54
[0.264873],14,14,3,17,[5.9052734],55
[0.26753694],14,14,12,10,[5.9837427],56
[0.257274],14,14,17,2,[5.8774276],57
[0.25633183],14,14,14,9,[5.7247763],58
[0.26195997],14,14,19,12,[5.975607],59
[0.26767725],14,14,19,2,[5.9447556],60
[0.27633563],14,14,15,10,[5.7841706],61
[0.27535343],14,14,2,14,[5.6622252],62
[0.29286784],14,14,15,7,[5.7899466],63
[0.31114843],14,14,3,7,[5.9832373],64
[0.31164894],14,14,7,2,[5.951126],65
[0.31218466],14,14,13,11,[5.854183],66
[0.32389936],14,14,10,18,[5.98693],67
[0.31825247],14,14,12,1,[5.962838],68
[0.2779678],14,14,12,6,[5.98106],69
[0.3089889],14,14,10,12,[5.981515],70
