probability,move1,move2,scenario_no1,scenario_no2,loss,move_no
[0.18612728],1,1,6,7,[5.8709655],1
[0.18019684],1,1,7,10,[5.9034357],2
[0.18430534],1,1,2,16,[5.9215345],3
[0.18048513],1,1,8,1,[5.7903337],4
[0.18460172],1,1,5,13,[5.873883],5
[0.18835115],1,1,15,9,[5.926099],6
[0.18775551],1,1,18,16,[5.947034],7
[0.19684659],1,1,15,2,[5.896138],8
[0.184977],1,1,13,1,[5.7319727],9
[0.18975276],1,1,6,10,[5.9133086],10
[0.19124135],1,1,10,17,[5.9545965],11
[0.19496863],1,1,7,2,[5.852847],12
[0.1939258],1,1,3,5,[5.9179916],13
[0.19089952],1,1,16,3,[5.942309],14
[0.19897076],1,1,9,15,[5.9220724],15
[0.1988443],1,1,14,16,[5.9142284],16
[0.1931049],1,1,11,16,[5.8973665],17
[0.19543615],1,1,10,5,[5.925372],18
[0.19308408],1,1,1,16,[5.778805],19
[0.19173536],1,1,7,9,[5.8743854],20
[0.19985586],1,1,1,14,[5.7349687],21
[0.20552684],1,1,18,15,[5.9229],22
[0.19920968],1,1,11,10,[5.8996105],23
[0.20260923],1,1,10,1,[5.7695317],24
[0.20943573],1,1,9,5,[5.912838],25
[0.20812269],1,1,7,1,[5.698202],26
[0.22032925],1,1,18,14,[5.912677],27
[0.22550385],1,1,6,14,[5.8841734],28
[0.22357309],1,1,15,13,[5.8729672],29
[0.22978212],1,1,2,14,[5.8796587],30
[0.22999004],1,1,15,17,[5.9306097],31
[0.22759674],1,1,4,9,[5.921672],32
[0.23439078],1,1,2,8,[5.918896],33
[0.23403351],1,1,5,4,[5.901863],34
[0.23272781],1,1,1,8,[5.7423],35
[0.23149024],1,1,14,11,[5.8607616],36
[0.23808785],1,1,14,2,[5.8754296],37
[0.22763152],1,1,9,10,[5.9427185],38
[0.22791156],1,1,7,3,[5.87712],39
[0.2301748],1,1,7,13,[5.832806],40
[0.23289499],1,1,7,4,[5.8563766],41
[0.23275039],1,1,3,15,[5.9183807],42
[0.23211518],1,1,1,19,[5.7454805],43
[0.24168587],1,1,8,2,[5.9173574],44
[0.23828548],1,1,19,2,[5.9169245],45
[0.23925182],1,1,17,6,[5.9296002],46
[0.23608541],1,1,10,5,[5.925446],47
[0.23525771],1,1,12,18,[5.96542],48
[0.23098001],1,1,11,13,[5.8554573],49
