probability,move1,move2,scenario_no1,scenario_no2,loss,move_no
[0.25593686],6,6,13,16,[5.858077],1
[0.25711277],6,6,18,16,[5.873159],2
[0.247157],6,6,9,15,[5.8641376],3
[0.22273289],6,6,16,4,[5.9100475],4
[0.21396515],6,6,1,14,[5.9289536],5
[0.20007384],6,6,1,17,[5.948288],6
[0.18803516],6,6,3,15,[5.8277216],7
[0.18074684],6,6,2,1,[5.961586],8
[0.17119266],6,6,2,17,[5.958787],9
[0.1651592],15,15,3,17,[5.9410367],10
[0.1692518],15,15,8,6,[5.817238],11
[0.1683541],15,15,19,4,[5.9646344],12
[0.172847],15,15,9,13,[5.8593545],13
[0.17413965],15,15,10,5,[5.959279],14
[0.17556208],15,15,2,15,[5.8061676],15
[0.17457849],15,15,6,19,[5.8273506],16
[0.18256156],15,15,14,7,[5.9091196],17
[0.18491189],15,15,10,6,[5.809657],18
[0.18801402],15,15,2,8,[5.9592943],19
[0.18601657],15,15,14,17,[5.905779],20
[0.18770306],15,15,10,16,[5.8830376],21
[0.18700866],15,15,3,4,[5.9422894],22
[0.18755068],6,6,19,17,[5.9486656],23
[0.18550994],6,6,8,14,[5.911257],24
[0.18476486],15,15,1,3,[5.9364076],25
[0.18808357],6,6,8,15,[5.786585],26
[0.19148366],6,6,19,4,[5.9599276],27
[0.18588513],15,15,3,4,[5.9374924],28
[0.18940403],15,6,5,6,[5.7971425],29
[0.19078086],6,6,11,8,[5.9522676],30
[0.19218002],6,6,5,17,[5.9440985],31
[0.20041679],6,6,5,10,[5.9558964],32
[0.1921232],6,6,1,16,[5.874894],33
[0.19401364],6,6,15,17,[5.763604],34
[0.20414507],6,6,9,11,[5.9645033],35
[0.1955495],6,6,14,8,[5.8948956],36
[0.19745794],6,6,1,18,[5.918359],37
[0.1948044],15,15,11,8,[5.945696],38
[0.19925626],15,15,2,3,[5.94767],39
[0.19221814],6,6,14,19,[5.916044],40
[0.19160731],15,15,5,4,[5.9530354],41
[0.19735873],15,15,1,12,[5.947592],42
[0.19559605],15,15,16,12,[5.8934107],43
[0.19315326],15,15,12,17,[5.930828],44
[0.18965414],15,15,1,14,[5.880344],45
[0.18538593],15,15,7,6,[5.803047],46
[0.18167584],15,15,12,19,[5.9689894],47
[0.18252626],15,15,12,15,[5.7928977],48
[0.17867877],15,15,4,6,[5.792746],49
[0.18169191],15,15,3,9,[5.940298],50
[0.18097411],15,15,1,4,[5.9182787],51
[0.18428399],15,15,3,10,[5.9279337],52
[0.17967798],15,15,15,7,[5.786417],53
[0.18540661],15,6,5,11,[5.9682894],54
[0.18264294],15,15,18,13,[5.899548],55
[0.18772723],15,15,11,7,[5.956109],56
[0.1901279],15,15,16,14,[5.8244276],57
[0.18862547],15,15,6,10,[5.782545],58
[0.18683095],15,15,7,18,[5.93268],59
[0.18995346],6,6,18,2,[5.9439244],60
[0.18871778],15,15,14,12,[5.8952],61
[0.18489802],6,6,13,9,[5.925833],62
[0.1854831],6,15,15,9,[5.7882566],63
[0.1860537],15,15,16,13,[5.85233],64
[0.18379049],15,15,6,14,[5.723381],65
[0.18345335],6,6,9,13,[5.9222517],66
[0.188968],6,6,19,15,[5.792781],67
[0.1876575],15,6,9,14,[5.8831434],68
[0.19039552],15,15,7,6,[5.7792006],69
[0.1962873],15,15,5,8,[5.953466],70
[0.19488345],6,6,4,19,[5.952113],71
[0.19867638],6,6,9,2,[5.9668016],72
[0.19228522],15,15,7,10,[5.941149],73
[0.19549419],15,15,16,12,[5.8981156],74
[0.192213],15,15,10,16,[5.8890567],75
[0.19465274],15,15,1,8,[5.927543],76
[0.19474751],6,6,11,10,[5.954068],77
