probability,move1,move2,scenario_no1,scenario_no2,loss,move_no
[0.11245856],15,15,18,7,[5.8485913],1
[0.10916194],15,15,15,19,[5.8227625],2
[0.10784048],15,15,1,9,[5.931308],3
[0.11205211],15,15,4,2,[5.9493213],4
[0.10886936],15,15,11,9,[5.925766],5
[0.11641724],15,15,3,14,[5.8867497],6
[0.11522841],15,15,4,10,[5.9106874],7
[0.11248515],15,15,4,18,[5.8587217],8
[0.11712122],15,15,16,13,[5.9135675],9
[0.11726291],15,15,8,7,[5.867993],10
[0.11267218],15,15,15,19,[5.8161073],11
[0.11289576],15,15,19,2,[5.914909],12
[0.11755065],15,15,16,8,[5.8832536],13
[0.1160056],15,15,7,13,[5.8985605],14
[0.11666615],15,15,2,14,[5.9205875],15
[0.11243945],15,15,5,8,[5.834837],16
[0.11485045],15,15,5,16,[5.8866396],17
[0.11474378],15,15,1,12,[5.929691],18
[0.1177244],15,15,16,1,[5.923373],19
[0.11546694],15,15,13,2,[5.927684],20
[0.11737262],15,15,11,17,[5.91389],21
[0.11576168],15,15,15,3,[5.8268237],22
[0.11560587],15,15,14,1,[5.893159],23
[0.11630041],15,15,15,3,[5.826085],24
[0.11751867],15,15,7,14,[5.888427],25
[0.11667808],15,15,7,19,[5.88465],26
[0.11986097],15,15,1,7,[5.906595],27
[0.11566373],15,15,19,2,[5.913122],28
[0.11489725],15,15,11,18,[5.847831],29
[0.11708003],15,15,8,11,[5.86605],30
[0.11848669],15,15,3,1,[5.9014354],31
[0.12047387],15,15,8,16,[5.878458],32
[0.11895992],15,15,2,14,[5.9184475],33
[0.11848828],15,15,3,1,[5.90047],34
[0.11413381],15,15,9,14,[5.908261],35
[0.1183842],15,15,8,14,[5.8487663],36
[0.11303096],15,15,9,4,[5.9386134],37
[0.11684728],15,15,10,1,[5.8996205],38
[0.11096941],15,15,12,9,[5.945855],39
[0.11593152],15,15,5,16,[5.8860836],40
[0.11180872],15,15,9,11,[5.924645],41
[0.11651998],15,15,19,16,[5.8963413],42
[0.11498077],15,15,7,4,[5.9149876],43
[0.11185071],15,15,14,9,[5.904501],44
[0.11379878],15,15,19,14,[5.8628225],45
[0.11530755],15,15,13,8,[5.8564563],46
[0.11590873],15,15,7,2,[5.9290447],47
[0.11028827],15,15,9,14,[5.9021673],48
[0.11339305],15,15,8,15,[5.791638],49
[0.1161941],15,15,2,17,[5.9458466],50
[0.11355301],15,15,2,13,[5.927517],51
[0.11300541],15,15,10,18,[5.843034],52
[0.11553484],15,15,11,17,[5.915847],53
[0.11217862],15,15,6,13,[5.9083624],54
[0.11232249],15,15,8,12,[5.8824043],55
[0.11240288],15,15,18,13,[5.8421955],56
[0.11187546],15,15,12,8,[5.881645],57
[0.11101121],15,15,9,7,[5.9193087],58
[0.1084288],15,15,5,6,[5.888074],59
[0.10944605],15,15,4,12,[5.9383574],60
[0.11109758],15,15,4,16,[5.9297657],61
[0.10839021],15,15,11,18,[5.8504553],62
[0.10904658],15,15,1,6,[5.9178944],63
[0.10647329],15,15,1,9,[5.923064],64
[0.10789011],15,15,4,18,[5.8607597],65
[0.1081744],15,15,6,4,[5.9295464],66
[0.10863178],15,15,12,10,[5.920176],67
[0.10626487],15,15,6,19,[5.8952374],68
[0.10849385],15,15,7,19,[5.8813696],69
[0.10690221],15,15,4,8,[5.8707476],70
[0.10482734],15,15,6,18,[5.8575473],71
[0.10578079],15,15,8,6,[5.86705],72
[0.10526004],15,18,15,19,[5.8205166],73
[0.10698728],18,18,7,9,[5.918274],74
[0.10701141],18,15,19,14,[5.8592987],75
[0.10349887],18,15,9,1,[5.921665],76
[0.10389316],15,15,11,6,[5.912239],77
[0.10555837],18,15,18,2,[5.872164],78
[0.10753601],15,15,11,17,[5.9171486],79
[0.10724891],18,18,17,4,[5.929412],80
[0.1090702],18,18,17,2,[5.9461007],81
[0.10890917],18,18,19,16,[5.8929734],82
[0.10397772],18,18,4,1,[5.916353],83
[0.1053812],18,18,14,11,[5.8816023],84
[0.10521908],18,18,12,1,[5.924453],85
[0.10999404],18,18,16,2,[5.9462423],86
[0.10576016],18,18,2,5,[5.905613],87
[0.10770004],18,18,14,9,[5.897775],88
[0.10780966],18,18,11,16,[5.913868],89
[0.10605302],18,18,10,2,[5.930294],90
[0.10803407],18,18,10,13,[5.8958797],91
[0.10779531],18,18,15,12,[5.8658667],92
[0.10966629],18,18,19,7,[5.87589],93
[0.10712475],18,18,14,2,[5.908595],94
[0.10610745],18,18,6,14,[5.88975],95
[0.10378421],18,18,14,8,[5.833355],96
[0.10727118],18,18,18,16,[5.851968],97
[0.1060419],18,18,19,2,[5.904793],98
[0.10589652],18,18,18,3,[5.8413773],99
[0.10546225],18,18,5,9,[5.898408],100
[0.10698532],18,18,5,12,[5.898841],101
[0.10769878],18,18,6,4,[5.9224806],102
[0.11033863],18,18,17,2,[5.9441786],103
[0.10510234],18,18,8,2,[5.8859115],104
[0.10725258],18,18,4,5,[5.890701],105
[0.10517327],18,18,19,8,[5.8350997],106
[0.11250925],18,18,13,17,[5.9130116],107
[0.10745388],18,18,1,16,[5.9172225],108
[0.10846952],18,18,9,15,[5.8720293],109
[0.10737383],18,18,15,18,[5.7867546],110
[0.10752161],18,18,15,10,[5.846374],111
[0.10473643],18,18,11,10,[5.903412],112
[0.10981737],18,18,16,18,[5.8490124],113
[0.1141321],18,18,13,7,[5.89875],114
[0.11027227],18,18,5,17,[5.8916273],115
[0.10603096],18,18,19,8,[5.833744],116
[0.10977086],18,18,3,9,[5.923764],117
[0.11420416],18,18,12,16,[5.936657],118
[0.10853284],18,18,15,2,[5.8736644],119
[0.11200239],18,18,9,16,[5.934389],120
[0.10832103],18,18,10,4,[5.91385],121
[0.10797818],18,18,11,3,[5.904853],122
[0.11194096],18,18,19,7,[5.8762684],123
[0.10573259],18,18,4,1,[5.9160357],124
[0.1040155],18,18,6,1,[5.9154925],125
[0.10796641],18,18,9,6,[5.931492],126
[0.10846145],18,18,8,7,[5.852379],127
[0.10810129],18,18,17,10,[5.912237],128
[0.10465635],18,18,8,2,[5.8827786],129
[0.10781399],18,18,5,13,[5.875389],130
[0.10255457],18,18,11,5,[5.8762875],131
[0.10350779],15,18,11,15,[5.8431673],132
[0.10543618],18,18,4,5,[5.888954],133
[0.10843091],18,18,16,2,[5.9420643],134
[0.10771047],18,18,7,6,[5.9127483],135
[0.10508576],15,15,1,16,[5.9145765],136
[0.10927512],18,18,12,17,[5.9353304],137
[0.10681296],18,18,7,18,[5.8373876],138
[0.10683671],18,18,16,2,[5.941429],139
[0.10412648],18,18,10,14,[5.881096],140
[0.10254265],15,15,15,8,[5.794583],141
[0.10692909],18,18,15,13,[5.840745],142
[0.10702951],18,18,17,3,[5.9168167],143
[0.10517181],15,15,3,1,[5.906185],144
[0.10569951],15,15,3,2,[5.933299],145
[0.1047797],18,18,12,9,[5.941857],146
[0.10381605],15,15,6,8,[5.8620243],147
[0.10480085],15,15,12,14,[5.902872],148
[0.10576308],15,15,10,4,[5.9131956],149
[0.10462697],15,15,5,16,[5.8864355],150
[0.10731306],15,15,10,16,[5.9074526],151
[0.10552239],15,15,19,16,[5.8891535],152
[0.10731437],15,15,10,16,[5.906581],153
[0.10554229],15,15,15,8,[5.7888994],154
[0.10483114],18,15,13,19,[5.877008],155
[0.10524104],15,15,15,11,[5.8390045],156
[0.10452764],15,15,5,3,[5.876325],157
[0.1056554],15,15,4,2,[5.940929],158
[0.10858549],15,15,6,7,[5.9112444],159
[0.10636795],15,15,4,2,[5.940816],160
[0.10933142],15,15,3,1,[5.9047694],161
[0.10682102],15,15,4,2,[5.9404573],162
[0.10444911],15,15,5,12,[5.894552],163
[0.1104361],15,15,7,10,[5.8950233],164
[0.10326574],15,15,9,12,[5.942196],165
[0.10735118],15,15,15,4,[5.8488574],166
[0.10736596],15,15,4,1,[5.9143634],167
[0.11213014],15,15,16,8,[5.8574834],168
[0.11156308],15,15,7,10,[5.893887],169
[0.10831708],15,15,1,6,[5.9128933],170
[0.11054722],15,15,3,4,[5.9118876],171
[0.10966235],15,15,14,12,[5.9048605],172
[0.11148976],15,15,3,10,[5.8976927],173
[0.10704969],15,15,9,10,[5.9145136],174
[0.11266782],15,15,17,11,[5.9161124],175
[0.10584676],15,15,3,9,[5.9223886],176
[0.10989105],15,15,19,17,[5.894601],177
[0.11037223],15,15,3,11,[5.902978],178
[0.11319429],15,15,8,7,[5.845087],179
[0.10936356],15,15,1,14,[5.885153],180
[0.1087719],15,15,2,13,[5.928217],181
[0.10993736],15,15,8,1,[5.8506355],182
[0.10898626],15,15,1,12,[5.922159],183
[0.11120287],15,15,13,17,[5.9154673],184
[0.1096848],15,15,7,11,[5.899247],185
[0.10615993],15,15,14,18,[5.8421006],186
[0.10962826],15,15,15,7,[5.8318815],187
[0.10756774],15,15,16,19,[5.88881],188
