probability,move1,move2,scenario_no1,scenario_no2,loss,move_no
[0.19030397],18,18,8,11,[5.823202],188
[0.20022522],18,18,8,10,[5.803265],189
[0.18609165],18,7,9,11,[5.937879],190
[0.21457215],18,18,15,4,[5.976492],191
[0.1865706],7,7,13,11,[5.958026],192
[0.2024907],18,18,14,17,[5.926651],193
[0.19653356],7,7,1,14,[5.965958],194
[0.1870647],7,7,11,7,[5.7297354],195
[0.21120761],7,7,10,16,[5.929779],196
[0.19945192],7,7,12,16,[5.8111],197
[0.20371576],18,18,5,4,[5.960825],198
[0.20592971],7,18,16,19,[5.977244],199
[0.2488479],7,7,1,7,[5.679873],200
[0.20085323],7,7,11,19,[5.957465],201
[0.23934767],7,7,6,2,[5.9468822],202
[0.24664196],7,7,3,11,[5.952977],203
[0.25739667],7,7,2,6,[5.947181],204
[0.21964525],7,7,17,2,[5.908757],205
[0.22431761],7,7,17,2,[5.906991],206
[0.24959265],7,7,6,9,[5.948352],207
[0.2735992],7,7,6,12,[5.8123674],208
[0.25997695],7,7,10,17,[5.88282],209
[0.2439006],7,7,10,8,[5.8026285],210
[0.24062118],7,7,15,10,[5.9360423],211
[0.2503133],18,7,18,2,[5.761392],212
[0.1817132],7,7,8,14,[5.8141804],213
[0.23606321],18,7,8,9,[5.803335],214
[0.23870589],7,7,10,4,[5.917695],215
[0.21403462],8,7,11,8,[5.7633996],216
[0.16617471],7,7,6,5,[5.9551935],217
[0.24068706],7,7,1,10,[5.9158916],218
[0.19297065],18,7,10,18,[5.728731],219
[0.18197729],8,8,4,8,[5.7387214],220
[0.20439166],8,8,2,4,[5.9351807],221
[0.19755755],8,8,9,3,[5.956065],222
[0.2053824],8,8,3,19,[5.9846687],223
[0.24101207],8,8,5,10,[5.8893294],224
[0.24638996],8,8,9,4,[5.9481716],225
[0.22835153],8,8,16,8,[5.6827106],226
[0.26306954],8,8,2,1,[5.938152],227
[0.29403988],8,8,15,8,[5.6295643],228
[0.28489947],8,8,4,3,[5.9752393],229
[0.263841],8,8,7,10,[5.7532625],230
[0.2845692],8,8,7,19,[5.871355],231
[0.31090945],8,8,17,1,[5.933591],232
[0.3396419],8,8,3,4,[5.9770765],233
[0.3103769],8,8,3,17,[5.942585],234
[0.4083018],8,8,14,8,[5.4919353],235
[0.36581138],8,8,16,8,[5.5131497],236
[0.4088415],8,8,2,16,[5.9513836],237
[0.4661038],8,8,8,2,[5.40512],238
[0.5224251],8,8,2,14,[5.961605],239
[0.5137389],8,8,15,12,[5.9177823],240
[0.39760676],8,8,3,7,[5.860548],241
[0.4993945],8,8,13,16,[5.993342],242
[0.5080084],8,8,16,13,[5.9940276],243
[0.59022903],8,8,14,19,[6.0006247],244
[0.5597723],8,8,11,19,[5.9894066],245
[0.5963124],8,8,5,13,[6.000357],246
[0.53883487],8,8,16,8,[5.3168144],247
[0.5379176],8,8,3,4,[5.9909763],248
[0.54890805],8,8,19,16,[5.996821],249
[0.4969485],8,8,3,16,[5.9923744],250
[0.5664898],8,8,16,11,[5.982692],251
[0.61356336],8,8,18,11,[5.9390574],252
[0.5132327],8,8,17,1,[5.9621363],253
[0.64404726],8,8,15,2,[5.9818106],254
[0.63308764],8,8,18,14,[5.9404364],255
[0.53236705],8,8,4,16,[5.983881],256
[0.40388498],8,8,1,7,[5.8091164],257
[0.49196705],8,8,12,19,[5.9267306],258
[0.51546526],8,8,19,2,[5.957424],259
[0.40375456],8,8,13,17,[5.950821],260
[0.40450978],8,8,17,11,[5.9318514],261
[0.45396984],8,8,5,16,[5.9775887],262
[0.3895787],8,8,16,2,[5.931201],263
[0.30291468],8,8,17,10,[5.8693733],264
[0.32918334],8,8,1,9,[5.957761],265
[0.26773039],8,8,16,10,[5.8993998],266
[0.27646706],8,8,13,8,[5.486597],267
[0.24706583],8,8,10,12,[5.8144417],268
[0.27793434],8,8,18,12,[5.7970767],269
[0.31169152],8,8,8,9,[5.447464],270
[0.34984818],8,8,19,15,[5.988327],271
[0.20279922],8,8,3,17,[5.914642],272
[0.29068357],8,8,8,11,[5.442028],273
[0.35842937],8,8,14,6,[5.969648],274
[0.26656005],8,8,11,17,[5.8933105],275
[0.41311637],8,8,5,8,[5.358546],276
[0.31256965],8,8,2,17,[5.8740034],277
[0.30020097],8,8,2,3,[5.9331636],278
[0.32452673],8,8,16,4,[5.9606476],279
[0.33820015],8,8,6,13,[5.9739656],280
[0.35750675],8,8,1,9,[5.9595304],281
[0.33835426],8,8,17,4,[5.9039297],282
[0.36819384],8,8,13,18,[5.915308],283
[0.38382417],8,8,12,14,[5.872612],284
[0.2895552],8,8,3,8,[5.3823347],285
[0.3748002],8,8,4,11,[5.94635],286
[0.41761842],8,8,5,13,[5.9835606],287
[0.3466817],8,8,8,13,[5.3241425],288
[0.36208758],8,8,2,13,[5.9375496],289
[0.48931387],8,8,9,2,[5.9316864],290
[0.5038391],8,8,5,4,[5.9816723],291
[0.37409618],8,8,13,6,[5.974876],292
[0.31058565],8,8,17,10,[5.833022],293
[0.37889758],8,8,12,18,[5.821006],294
[0.46049857],8,8,5,11,[5.9615173],295
[0.4337499],8,8,18,2,[5.8724704],296
[0.38359573],8,8,19,6,[5.9791117],297
[0.41993302],8,8,14,6,[5.973343],298
[0.23282352],8,8,1,17,[5.8532467],299
[0.27233088],8,8,2,17,[5.814228],300
[0.31060258],8,8,19,8,[5.3371553],301
[0.2567705],8,8,12,18,[5.775236],302
[0.3043212],8,8,2,6,[5.906902],303
[0.27757707],8,8,2,4,[5.8947773],304
[0.2354908],8,8,9,3,[5.956522],305
[0.19899584],8,8,3,19,[5.9787273],306
[0.19875045],8,8,19,12,[5.8455706],307
[0.19642383],8,8,19,1,[5.9725],308
[0.18439476],8,8,12,18,[5.737453],309
[0.19845934],8,8,9,13,[5.9504232],310
[0.2630999],8,8,14,18,[5.8693485],311
[0.17124507],17,17,7,1,[5.821665],312
[0.16876169],8,17,13,17,[5.8175077],313
[0.16709629],17,17,1,4,[5.954644],314
[0.17218298],17,12,11,16,[5.932837],315
[0.16063614],12,17,2,3,[5.8799224],316
[0.16595185],8,8,6,9,[5.9413548],317
[0.1481043],17,17,4,19,[5.9579515],318
[0.16751151],8,17,5,17,[5.8139987],319
[0.15342674],17,17,6,19,[5.9635324],320
[0.18198664],17,12,17,13,[5.800946],321
[0.18834731],17,17,7,2,[5.7491684],322
[0.18468115],17,17,18,7,[5.771814],323
[0.19511525],17,17,17,3,[5.7790403],324
[0.18407343],17,17,17,9,[5.778048],325
[0.1949354],17,17,15,2,[5.8776073],326
[0.20549297],8,17,18,14,[5.813901],327
[0.24664322],17,17,15,1,[5.976316],328
[0.2433182],17,17,11,18,[5.821991],329
[0.24906601],17,17,14,6,[5.9622335],330
[0.25688],17,17,15,7,[5.8325167],331
[0.26811382],17,17,18,10,[5.776474],332
[0.256149],17,17,19,6,[5.966858],333
[0.24456277],17,17,6,9,[5.946122],334
[0.26656184],17,17,5,10,[5.927005],335
[0.2682931],8,17,8,6,[5.71404],336
[0.2445536],17,17,19,4,[5.9605002],337
[0.25264177],18,17,18,14,[5.725869],338
[0.23852605],17,17,18,7,[5.6741953],339
[0.24112706],8,17,2,8,[5.58373],340
[0.22112909],17,17,7,8,[5.674431],341
[0.23294835],8,17,16,8,[5.710291],342
[0.20315917],17,17,4,3,[5.9648275],343
[0.196207],17,17,6,1,[5.9595547],344
[0.1967741],18,18,15,18,[5.681808],345
[0.16055878],17,17,12,14,[5.8762894],346
[0.1791557],18,7,2,17,[5.717869],347
[0.2008659],18,7,13,17,[5.8069773],348
[0.18305932],8,7,1,8,[5.4865446],349
[0.15913217],7,17,7,12,[5.6510906],350
[0.16935387],8,18,13,8,[5.428165],351
[0.18518782],18,18,11,14,[5.9526787],352
[0.18403919],18,8,19,4,[5.967453],353
[0.1519981],17,17,13,11,[5.95475],354
[0.2639208],8,18,18,10,[5.66885],355
[0.26261353],8,8,2,8,[5.197137],356
[0.22383197],7,8,7,10,[5.6823535],357
[0.35666436],8,8,8,15,[5.2519464],358
[0.17503211],18,8,3,19,[5.979461],359
[0.17146319],7,7,12,10,[5.856222],360
[0.36599186],8,8,2,9,[5.903126],361
[0.32542312],8,8,18,4,[5.7692757],362
[0.3612686],8,8,19,14,[5.982036],363
[0.26971436],8,8,18,10,[5.719157],364
[0.24645947],8,8,1,19,[5.976126],365
[0.23933245],8,8,9,13,[5.961318],366
[0.2590835],7,8,7,1,[5.624254],367
[0.20652147],8,7,4,17,[5.8847485],368
[0.24425256],8,7,6,17,[5.891078],369
[0.19296448],7,7,13,11,[5.954092],370
[0.34086132],18,8,15,9,[5.9742017],371
[0.21676429],7,7,3,7,[5.5860186],372
[0.2320758],7,7,11,13,[5.9519854],373
[0.34797502],8,18,18,14,[5.6493216],374
[0.18982984],7,7,4,2,[5.893416],375
[0.32963508],7,7,10,3,[5.9388413],376
[0.27753282],18,18,5,19,[5.9828014],377
[0.40425757],18,7,10,17,[5.8439193],378
[0.26257458],7,18,7,15,[5.5831985],379
[0.35531256],7,7,12,10,[5.874118],380
[0.25173938],18,7,2,9,[5.883588],381
[0.23038839],7,18,16,14,[5.9768424],382
[0.22488056],7,7,11,5,[5.958681],383
[0.38336197],7,7,11,3,[5.9624023],384
[0.37045473],18,7,17,15,[5.902377],385
[0.37080923],18,7,14,17,[5.8815064],386
[0.23499429],18,7,18,14,[5.5216274],387
[0.3296682],7,7,4,11,[5.945353],388
[0.29778734],8,7,8,2,[5.2807026],389
[0.23979923],8,7,8,15,[5.3664384],390
[0.27403066],7,7,3,14,[5.9765043],391
[0.26523677],8,18,19,8,[5.443315],392
[0.25441948],7,7,16,2,[5.90279],393
[0.26072773],7,7,15,3,[5.9881563],394
[0.29534703],7,7,7,11,[5.456769],395
[0.30968195],18,7,6,9,[5.954421],396
[0.31850582],7,7,1,19,[5.977523],397
[0.36881524],7,8,10,17,[5.845578],398
[0.31565535],8,7,17,9,[5.8669624],399
[0.28431275],7,7,2,3,[5.896163],400
[0.32842264],18,7,18,3,[5.6709723],401
[0.29598764],7,7,3,4,[5.972772],402
[0.20392106],7,7,5,3,[5.9787474],403
[0.22245249],8,8,5,2,[5.8825827],404
[0.35994172],7,7,1,16,[5.984707],405
[0.18991409],7,7,3,5,[5.9772453],406
[0.22846998],7,7,4,7,[5.513303],407
[0.27379948],7,7,11,16,[5.944603],408
[0.30686915],8,7,8,3,[5.245304],409
[0.19179267],8,7,18,11,[5.7039804],410
[0.23528628],18,7,9,4,[5.9463434],411
[0.33057585],7,7,7,10,[5.410983],412
[0.21095891],7,7,2,4,[5.845414],413
[0.23922974],7,7,11,19,[5.940281],414
[0.41414446],7,7,12,1,[5.9321976],415
[0.32160765],7,7,7,6,[5.4057674],416
[0.25878584],7,7,10,15,[5.944312],417
[0.3635982],18,7,13,18,[5.6445065],418
[0.2702929],7,7,15,13,[5.986246],419
[0.34734753],7,8,13,17,[5.892568],420
[0.32133025],7,7,9,1,[5.959489],421
[0.31608063],7,8,17,13,[5.893139],422
[0.48822218],8,7,17,4,[5.888606],423
[0.3199133],7,7,7,4,[5.369589],424
[0.43468907],8,7,8,10,[5.229704],425
[0.2558122],7,7,9,3,[5.954979],426
[0.2325546],18,18,19,5,[5.9813805],427
[0.3556139],7,7,4,11,[5.9240475],428
[0.55315393],18,7,9,17,[5.8876133],429
[0.30336493],7,7,19,12,[5.9280415],430
[0.3880018],7,7,7,3,[5.329531],431
[0.55881137],18,7,18,16,[5.6465945],432
[0.2180766],7,18,14,7,[5.362871],433
[0.26303327],7,18,7,19,[5.3599133],434
[0.32572776],7,7,19,12,[5.9283066],435
[0.57916486],7,7,1,13,[5.9972334],436
[0.561309],7,7,1,16,[6.0043364],437
[0.6076232],7,7,6,1,[5.9983335],438
[0.474874],7,18,18,7,[5.106161],439
[0.58672],18,7,17,14,[5.9073524],440
[0.58861244],7,7,12,10,[5.940627],441
[0.37412137],18,7,15,18,[5.4805183],442
[0.52967507],7,7,16,11,[5.9695926],443
[0.2991538],7,18,17,10,[5.880691],444
[0.3948227],8,7,8,15,[5.301404],445
[0.5419461],7,7,11,13,[5.9552484],446
[0.3855171],7,7,3,5,[5.9852896],447
[0.3642482],18,7,15,9,[5.9688177],448
[0.5329645],7,7,14,1,[5.992193],449
[0.630145],18,7,14,17,[5.9122934],450
[0.5921446],8,7,10,8,[5.3239193],451
[0.25113276],7,18,17,12,[5.8232923],452
[0.48274478],7,7,11,6,[5.942312],453
[0.6118838],7,18,18,7,[4.87164],454
[0.5380983],7,7,16,1,[6.00315],455
[0.4855824],7,7,6,3,[5.987527],456
[0.41776776],7,7,1,14,[5.9809933],457
[0.7865174],8,7,7,8,[4.8736954],458
[0.44663894],7,7,12,10,[5.893914],459
[0.3229257],18,18,6,5,[5.981175],460
[0.5953093],8,7,16,8,[5.233697],461
[0.24986626],7,7,2,3,[5.921682],462
[0.31148452],8,7,8,6,[5.160492],463
[0.37563923],7,7,3,10,[5.9459987],464
[0.327038],7,7,1,4,[5.9687347],465
[0.44606215],7,7,10,1,[5.9573364],466
[0.26185668],18,7,19,3,[5.972538],467
[0.25217897],8,8,14,2,[5.9174814],468
[0.16217643],8,8,13,2,[5.9160986],469
[0.2357743],18,18,15,4,[5.9790487],470
[0.17431244],7,7,10,11,[5.8862457],471
[0.24339238],18,18,14,3,[5.964119],472
[0.35412934],8,7,3,17,[5.8694606],473
[0.65354896],8,7,7,8,[4.4964247],474
[0.15770984],7,7,12,10,[5.802246],475
[0.24046111],7,8,16,10,[5.939932],476
[0.2575236],8,8,2,4,[5.8901854],477
[0.36064723],8,8,2,5,[5.928303],478
[0.47119942],8,18,5,18,[5.53613],479
[0.2650293],18,8,9,4,[5.941946],480
[0.18905637],7,7,1,13,[5.969895],481
[0.18564492],7,7,3,1,[5.961215],482
[0.17679569],7,7,10,3,[5.9031467],483
[0.31686175],18,8,15,9,[5.96984],484
[0.2585029],8,7,12,17,[5.7892876],485
[0.36247906],18,7,19,17,[5.881097],486
[0.2688698],8,18,14,8,[5.1019278],487
[0.297188],18,18,10,5,[5.918195],488
[0.17364316],18,8,9,4,[5.9327745],489
[0.3690442],7,18,7,9,[5.403285],490
[0.14607203],18,18,3,9,[5.924041],491
[0.1652079],7,8,7,2,[5.3120847],492
[0.29929948],8,18,8,19,[5.1600285],493
[0.24466383],18,18,4,5,[5.9649816],494
[0.14988016],7,8,2,16,[5.8757753],495
[0.13176554],8,8,2,8,[4.9900846],496
[0.16000244],7,7,3,2,[5.8441143],497
[0.17726414],8,7,11,8,[5.065525],498
[0.1873096],7,7,14,6,[5.9643073],499
[0.19722871],18,18,5,18,[5.5497704],500
[0.34851876],7,7,6,10,[5.919589],501
[0.234288],8,7,8,4,[5.084754],502
[0.34107757],7,7,1,4,[5.9614115],503
[0.7934488],8,7,8,7,[4.4223824],504
[0.24523315],7,7,11,6,[5.927793],505
[0.18706965],8,2,2,8,[4.912101],506
[0.17347556],7,7,9,12,[5.845911],507
[0.2174975],18,7,9,4,[5.9145765],508
[0.18842605],7,7,7,11,[5.222599],509
[0.16045368],7,2,7,14,[5.2270937],510
[0.22594824],7,7,10,9,[5.8688855],511
[0.6403124],7,8,1,17,[5.9337025],512
[0.5017884],8,7,14,17,[5.9209404],513
[0.18752962],2,18,11,5,[5.9378004],514
[0.25834024],7,7,15,1,[5.981863],515
[0.38321596],7,8,7,18,[5.026491],516
[0.20353451],7,2,16,2,[5.794887],517
[0.59272397],8,7,14,17,[5.9278426],518
[0.2315466],18,7,18,2,[5.419473],519
[0.20759043],7,7,15,11,[5.9392242],520
[0.22522399],18,18,6,5,[5.976879],521
[0.39060292],8,7,8,13,[5.1254044],522
[0.31540692],7,7,3,16,[5.9855204],523
[0.47109953],8,7,8,10,[5.0697293],524
[0.42945376],7,7,4,1,[5.970806],525
[0.24656017],7,7,11,19,[5.938434],526
[0.2920221],7,7,2,1,[5.770356],527
[0.2219491],2,7,5,12,[5.9139056],528
[0.20895433],8,2,8,14,[5.1204967],529
[0.37416184],7,7,6,10,[5.9298716],530
[0.26555356],18,2,11,18,[5.4626803],531
[0.3160897],8,7,1,8,[5.109847],532
[0.21060164],7,7,1,9,[5.9300976],533
[0.2475343],2,2,11,4,[5.899604],534
[0.8414738],8,7,7,8,[4.387774],535
[0.3018242],7,2,2,16,[5.692919],536
[0.25381413],2,2,4,11,[5.8934646],537
[0.3575622],18,18,5,9,[5.948724],538
[0.2139573],2,2,15,1,[5.981827],539
[0.49064472],18,7,17,9,[5.917595],540
[0.5677261],8,7,1,17,[5.9308176],541
[0.21901836],2,2,12,1,[5.8999033],542
[0.23307104],2,2,10,3,[5.9080143],543
[0.35048237],2,18,5,11,[5.9181266],544
[0.41311142],8,7,6,17,[5.9318876],545
[0.2296429],2,2,6,13,[5.975997],546
[0.3608327],7,18,7,19,[5.2577496],547
[0.21958824],2,2,1,14,[5.959319],548
[0.2277743],18,2,9,1,[5.909045],549
[0.20697452],18,2,19,1,[5.968264],550
[0.25880033],8,2,11,8,[4.9817286],551
[0.20821844],18,18,5,1,[5.9669285],552
[0.40579996],8,7,6,17,[5.9243965],553
[0.22240244],7,18,7,14,[5.256469],554
[0.21087648],7,2,12,7,[5.2134905],555
[0.18544467],8,2,8,13,[5.0714903],556
[0.17642625],18,7,1,9,[5.890911],557
[0.16789003],7,2,7,3,[5.189254],558
[0.1880785],7,7,12,10,[5.846141],559
[0.15520711],18,18,19,15,[5.987281],560
[0.14646353],18,18,5,13,[5.9777727],561
[0.6579221],8,7,17,6,[5.947997],562
[0.23013812],18,7,4,19,[5.96217],563
[0.15298295],2,18,11,15,[5.8624334],564
[0.32303852],7,8,3,17,[5.906517],565
[0.7061722],18,7,9,17,[5.913628],566
[0.6194126],8,7,4,17,[5.9266944],567
[0.19653285],7,7,9,6,[5.9018383],568
[0.20353484],7,7,3,4,[5.9518323],569
[0.14771561],2,7,2,14,[5.8171844],570
[0.634231],7,8,10,17,[5.892493],571
[0.2563946],7,7,4,1,[5.9396677],572
[0.14101401],7,7,3,15,[5.9742804],573
[0.65183043],18,7,17,9,[5.8708115],574
[0.27782857],7,7,1,3,[5.9491086],575
[0.1898088],7,7,6,4,[5.9492702],576
[0.22126585],7,7,10,4,[5.9125533],577
[0.20918737],7,7,1,7,[5.13074],578
[0.15482816],7,7,14,1,[5.9328256],579
[0.20494378],18,7,19,6,[5.9681764],580
[0.11105039],18,9,15,19,[5.9810915],581
[0.1631657],8,7,13,8,[5.074215],582
[0.11972116],11,9,12,15,[5.870999],583
[0.13659136],18,11,18,12,[5.586567],584
[0.27581304],7,7,10,1,[5.9037533],585
[0.17062347],7,7,6,10,[5.9149685],586
[0.47668454],8,7,17,6,[5.8803635],587
[0.11661208],9,9,5,11,[5.8753643],588
[0.12560904],18,7,6,19,[5.9629574],589
[0.1523944],18,2,2,9,[5.715327],590
[0.21697961],8,18,8,5,[5.0798807],591
[0.12322251],7,7,1,6,[5.911986],592
[0.10720528],18,7,3,19,[5.953416],593
